TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO,HDRS,NPHI,PE,DT,Lithology,Well
427.12,0.0,0.0,1.0,1.0,1.0,0.0,97.0781,2.1704,-0.4605,20000.0,40.3255,46.9533,56.4903,ARENITO,3_BRSA_778_SE
427.13,0.0,0.0,1.0,1.0,1.0,0.0,97.3229,2.1703,-0.4603,20000.0,40.3628,46.9129,56.4969,ARENITO,3_BRSA_778_SE
427.14,0.0,0.0,1.0,1.0,1.0,0.0,97.5676,2.1701,-0.4601,20000.0,40.4001,46.8726,56.5036,ARENITO,3_BRSA_778_SE
427.15,0.0,0.0,1.0,1.0,1.0,0.0,97.8123,2.17,-0.46,20000.0,40.4373,46.8322,56.5103,FOLHELHO,3_BRSA_778_SE
427.16,0.0,0.0,1.0,1.0,1.0,0.0,98.057,2.1699,-0.4598,20000.0,40.4746,46.7918,56.517,FOLHELHO,3_BRSA_778_SE
427.17,0.0,0.0,1.0,1.0,1.0,0.0,98.3017,2.1697,-0.4596,20000.0,40.5119,46.7515,56.5237,FOLHELHO,3_BRSA_778_SE
427.18,0.0,0.0,1.0,1.0,1.0,0.0,98.5465,2.1696,-0.4594,20000.0,40.5492,46.7111,56.5303,FOLHELHO,3_BRSA_778_SE
427.19,0.0,0.0,1.0,1.0,1.0,0.0,98.7912,2.1694,-0.4592,20000.0,40.5865,46.6708,56.537,FOLHELHO,3_BRSA_778_SE
427.2,0.0,0.0,1.0,1.0,1.0,0.0,99.0359,2.1693,-0.459,20000.0,40.6238,46.6304,56.5437,FOLHELHO,3_BRSA_778_SE
427.21,0.0,0.0,1.0,1.0,1.0,0.0,98.4341,2.1689,-0.4591,20000.0,40.8343,46.7283,56.5491,FOLHELHO,3_BRSA_778_SE
427.22,0.0,0.0,1.0,1.0,1.0,0.0,97.8323,2.1685,-0.4592,20000.0,41.0447,46.8263,56.5545,FOLHELHO,3_BRSA_778_SE
427.23,0.0,0.0,1.0,1.0,1.0,0.0,97.2305,2.1681,-0.4594,20000.0,41.2552,46.9242,56.56,FOLHELHO,3_BRSA_778_SE
427.24,0.0,0.0,1.0,1.0,1.0,0.0,96.6287,2.1677,-0.4595,20000.0,41.4656,47.0221,56.5654,FOLHELHO,3_BRSA_778_SE
427.25,0.0,0.0,1.0,1.0,1.0,0.0,96.0269,2.1672,-0.4596,20000.0,41.6761,47.12,56.5708,FOLHELHO,3_BRSA_778_SE
427.26,0.0,0.0,1.0,1.0,1.0,0.0,95.4251,2.1668,-0.4597,20000.0,41.8866,47.218,56.5762,FOLHELHO,3_BRSA_778_SE
427.27,0.0,0.0,1.0,1.0,1.0,0.0,94.8233,2.1664,-0.4598,20000.0,42.097,47.3159,56.5816,FOLHELHO,3_BRSA_778_SE
427.28,0.0,0.0,1.0,1.0,1.0,0.0,94.2215,2.166,-0.46,20000.0,42.3075,47.4138,56.5871,FOLHELHO,3_BRSA_778_SE
427.29,0.0,0.0,1.0,1.0,1.0,0.0,93.6197,2.1656,-0.4601,20000.0,42.5179,47.5118,56.5925,FOLHELHO,3_BRSA_778_SE
427.3,0.0,0.0,1.0,1.0,1.0,0.0,93.0179,2.1652,-0.4602,20000.0,42.7284,47.6097,56.5979,FOLHELHO,3_BRSA_778_SE
427.31,0.0,0.0,1.0,1.0,1.0,0.0,92.8338,2.1647,-0.4605,20000.0,42.7047,47.7528,56.5966,FOLHELHO,3_BRSA_778_SE
427.32,0.0,0.0,1.0,1.0,1.0,0.0,92.6497,2.1642,-0.4608,20000.0,42.6811,47.8959,56.5952,FOLHELHO,3_BRSA_778_SE
427.33,0.0,0.0,1.0,1.0,1.0,0.0,92.4655,2.1636,-0.461,20000.0,42.6574,48.0391,56.5939,FOLHELHO,3_BRSA_778_SE
427.34,0.0,0.0,1.0,1.0,1.0,0.0,92.2814,2.1631,-0.4613,20000.0,42.6338,48.1822,56.5925,FOLHELHO,3_BRSA_778_SE
427.35,0.0,0.0,1.0,1.0,1.0,0.0,92.0973,2.1626,-0.4616,20000.0,42.6101,48.3253,56.5912,FOLHELHO,3_BRSA_778_SE
427.36,0.0,0.0,1.0,1.0,1.0,0.0,91.9132,2.1621,-0.4619,20000.0,42.5864,48.4684,56.5899,FOLHELHO,3_BRSA_778_SE
427.37,0.0,0.0,1.0,1.0,1.0,0.0,91.7291,2.1616,-0.4622,20000.0,42.5628,48.6115,56.5885,FOLHELHO,3_BRSA_778_SE
427.38,0.0,0.0,1.0,1.0,1.0,0.0,91.5449,2.161,-0.4624,20000.0,42.5391,48.7547,56.5872,FOLHELHO,3_BRSA_778_SE
427.39,0.0,0.0,1.0,1.0,1.0,0.0,91.3608,2.1605,-0.4627,20000.0,42.5155,48.8978,56.5858,FOLHELHO,3_BRSA_778_SE
427.4,0.0,0.0,1.0,1.0,1.0,0.0,91.1767,2.16,-0.463,20000.0,42.4918,49.0409,56.5845,FOLHELHO,3_BRSA_778_SE
427.41,0.0,0.0,1.0,1.0,1.0,0.0,91.2461,2.1593,-0.4634,20000.0,42.3784,49.213,56.581,FOLHELHO,3_BRSA_778_SE
427.42,0.0,0.0,1.0,1.0,1.0,0.0,91.3155,2.1586,-0.4637,20000.0,42.2651,49.385,56.5775,FOLHELHO,3_BRSA_778_SE
427.43,0.0,0.0,1.0,1.0,1.0,0.0,91.3849,2.1579,-0.4641,20000.0,42.1517,49.5571,56.574,FOLHELHO,3_BRSA_778_SE
427.44,0.0,0.0,1.0,1.0,1.0,0.0,91.4543,2.1572,-0.4645,20000.0,42.0384,49.7291,56.5705,FOLHELHO,3_BRSA_778_SE
427.45,0.0,0.0,1.0,1.0,1.0,0.0,91.5238,2.1564,-0.4648,20000.0,41.925,49.9012,56.567,FOLHELHO,3_BRSA_778_SE
427.46,0.0,0.0,1.0,1.0,1.0,0.0,91.5932,2.1557,-0.4652,20000.0,41.8117,50.0732,56.5636,FOLHELHO,3_BRSA_778_SE
427.47,0.0,0.0,1.0,1.0,1.0,0.0,91.6626,2.155,-0.4656,20000.0,41.6983,50.2453,56.5601,FOLHELHO,3_BRSA_778_SE
427.48,0.0,0.0,1.0,1.0,1.0,0.0,91.732,2.1543,-0.466,20000.0,41.585,50.4173,56.5566,FOLHELHO,3_BRSA_778_SE
427.49,0.0,0.0,1.0,1.0,1.0,0.0,91.8014,2.1536,-0.4663,20000.0,41.4716,50.5894,56.5531,FOLHELHO,3_BRSA_778_SE
427.5,0.0,0.0,1.0,1.0,1.0,0.0,91.8708,2.1529,-0.4667,20000.0,41.3583,50.7614,56.5496,FOLHELHO,3_BRSA_778_SE
427.51,0.0,0.0,1.0,1.0,1.0,0.0,92.2364,2.1521,-0.4671,20000.0,41.3096,50.8929,56.5465,FOLHELHO,3_BRSA_778_SE
427.52,0.0,0.0,1.0,1.0,1.0,0.0,92.602,2.1513,-0.4674,20000.0,41.2608,51.0243,56.5434,FOLHELHO,3_BRSA_778_SE
427.53,0.0,0.0,1.0,1.0,1.0,0.0,92.9675,2.1505,-0.4678,20000.0,41.2121,51.1558,56.5404,FOLHELHO,3_BRSA_778_SE
427.54,0.0,0.0,1.0,1.0,1.0,0.0,93.3331,2.1497,-0.4682,20000.0,41.1634,51.2872,56.5373,FOLHELHO,3_BRSA_778_SE
427.55,0.0,0.0,1.0,1.0,1.0,0.0,93.6987,2.149,-0.4686,20000.0,41.1146,51.4187,56.5342,FOLHELHO,3_BRSA_778_SE
427.56,0.0,0.0,1.0,1.0,1.0,0.0,94.0643,2.1482,-0.4689,20000.0,41.0659,51.5502,56.5311,FOLHELHO,3_BRSA_778_SE
427.57,0.0,0.0,1.0,1.0,1.0,0.0,94.4299,2.1474,-0.4693,20000.0,41.0172,51.6816,56.528,FOLHELHO,3_BRSA_778_SE
427.58,0.0,0.0,1.0,1.0,1.0,0.0,94.7954,2.1466,-0.4697,20000.0,40.9685,51.8131,56.525,FOLHELHO,3_BRSA_778_SE
427.59,0.0,0.0,1.0,1.0,1.0,0.0,95.161,2.1458,-0.47,20000.0,40.9197,51.9445,56.5219,FOLHELHO,3_BRSA_778_SE
427.6,0.0,0.0,1.0,1.0,1.0,0.0,95.5266,2.145,-0.4704,20000.0,40.871,52.076,56.5188,FOLHELHO,3_BRSA_778_SE
427.61,0.0,0.0,1.0,1.0,1.0,0.0,95.8031,2.1435,-0.4709,20000.0,40.8647,52.2368,56.5159,FOLHELHO,3_BRSA_778_SE
427.62,0.0,0.0,1.0,1.0,1.0,0.0,96.0796,2.142,-0.4715,20000.0,40.8584,52.3977,56.513,FOLHELHO,3_BRSA_778_SE
427.63,0.0,0.0,1.0,1.0,1.0,0.0,96.3562,2.1405,-0.472,20000.0,40.8521,52.5585,56.51,FOLHELHO,3_BRSA_778_SE
427.64,0.0,0.0,1.0,1.0,1.0,0.0,96.6327,2.139,-0.4725,20000.0,40.8458,52.7194,56.5071,FOLHELHO,3_BRSA_778_SE
427.65,0.0,0.0,1.0,1.0,1.0,0.0,96.9092,2.1376,-0.473,20000.0,40.8395,52.8802,56.5042,FOLHELHO,3_BRSA_778_SE
427.66,0.0,0.0,1.0,1.0,1.0,0.0,97.1857,2.1361,-0.4736,20000.0,40.8332,53.041,56.5013,FOLHELHO,3_BRSA_778_SE
427.67,0.0,0.0,1.0,1.0,1.0,0.0,97.4622,2.1346,-0.4741,20000.0,40.8269,53.2019,56.4984,FOLHELHO,3_BRSA_778_SE
427.68,0.0,0.0,1.0,1.0,1.0,0.0,97.7388,2.1331,-0.4746,20000.0,40.8206,53.3627,56.4954,FOLHELHO,3_BRSA_778_SE
427.69,0.0,0.0,1.0,1.0,1.0,0.0,98.0153,2.1316,-0.4752,20000.0,40.8143,53.5236,56.4925,FOLHELHO,3_BRSA_778_SE
427.7,0.0,0.0,1.0,1.0,1.0,0.0,98.2918,2.1301,-0.4757,20000.0,40.808,53.6844,56.4896,FOLHELHO,3_BRSA_778_SE
427.71,0.0,0.0,1.0,1.0,1.0,0.0,98.111,2.1296,-0.4758,20000.0,40.7358,53.6846,56.4905,FOLHELHO,3_BRSA_778_SE
427.72,0.0,0.0,1.0,1.0,1.0,0.0,97.9302,2.1291,-0.4758,20000.0,40.6637,53.6848,56.4915,FOLHELHO,3_BRSA_778_SE
427.73,0.0,0.0,1.0,1.0,1.0,0.0,97.7494,2.1287,-0.4759,20000.0,40.5915,53.685,56.4924,FOLHELHO,3_BRSA_778_SE
427.74,0.0,0.0,1.0,1.0,1.0,0.0,97.5686,2.1282,-0.476,20000.0,40.5194,53.6852,56.4933,FOLHELHO,3_BRSA_778_SE
427.75,0.0,0.0,1.0,1.0,1.0,0.0,97.3878,2.1277,-0.476,20000.0,40.4472,53.6854,56.4942,FOLHELHO,3_BRSA_778_SE
427.76,0.0,0.0,1.0,1.0,1.0,0.0,97.2071,2.1272,-0.4761,20000.0,40.375,53.6856,56.4952,FOLHELHO,3_BRSA_778_SE
427.77,0.0,0.0,1.0,1.0,1.0,0.0,97.0263,2.1267,-0.4762,20000.0,40.3029,53.6858,56.4961,FOLHELHO,3_BRSA_778_SE
427.78,0.0,0.0,1.0,1.0,1.0,0.0,96.8455,2.1263,-0.4763,20000.0,40.2307,53.686,56.497,FOLHELHO,3_BRSA_778_SE
427.79,0.0,0.0,1.0,1.0,1.0,0.0,96.6647,2.1258,-0.4763,20000.0,40.1586,53.6862,56.498,FOLHELHO,3_BRSA_778_SE
427.8,0.0,0.0,1.0,1.0,1.0,0.0,96.4839,2.1253,-0.4764,20000.0,40.0864,53.6864,56.4989,FOLHELHO,3_BRSA_778_SE
427.81,0.0,0.0,1.0,1.0,1.0,0.0,96.1553,2.1252,-0.4763,20000.0,39.9898,53.6603,56.498,FOLHELHO,3_BRSA_778_SE
427.82,0.0,0.0,1.0,1.0,1.0,0.0,95.8267,2.1251,-0.4762,20000.0,39.8932,53.6342,56.4972,FOLHELHO,3_BRSA_778_SE
427.83,0.0,0.0,1.0,1.0,1.0,0.0,95.498,2.125,-0.4761,20000.0,39.7965,53.6082,56.4963,FOLHELHO,3_BRSA_778_SE
427.84,0.0,0.0,1.0,1.0,1.0,0.0,95.1694,2.1249,-0.476,20000.0,39.6999,53.5821,56.4954,FOLHELHO,3_BRSA_778_SE
427.85,0.0,0.0,1.0,1.0,1.0,0.0,94.8408,2.1248,-0.4759,20000.0,39.6033,53.556,56.4946,FOLHELHO,3_BRSA_778_SE
427.86,0.0,0.0,1.0,1.0,1.0,0.0,94.5122,2.1247,-0.4758,20000.0,39.5067,53.5299,56.4937,FOLHELHO,3_BRSA_778_SE
427.87,0.0,0.0,1.0,1.0,1.0,0.0,94.1836,2.1246,-0.4757,20000.0,39.4101,53.5038,56.4928,FOLHELHO,3_BRSA_778_SE
427.88,0.0,0.0,1.0,1.0,1.0,0.0,93.8549,2.1245,-0.4756,20000.0,39.3134,53.4778,56.4919,FOLHELHO,3_BRSA_778_SE
427.89,0.0,0.0,1.0,1.0,1.0,0.0,93.5263,2.1244,-0.4755,20000.0,39.2168,53.4517,56.4911,FOLHELHO,3_BRSA_778_SE
427.9,0.0,0.0,1.0,1.0,1.0,0.0,93.1977,2.1243,-0.4754,20000.0,39.1202,53.4256,56.4902,FOLHELHO,3_BRSA_778_SE
427.91,0.0,0.0,1.0,1.0,1.0,0.0,92.8691,2.125,-0.4749,20000.0,39.2721,53.3161,56.4894,FOLHELHO,3_BRSA_778_SE
427.92,0.0,0.0,1.0,1.0,1.0,0.0,92.5404,2.1257,-0.4745,20000.0,39.4239,53.2066,56.4885,FOLHELHO,3_BRSA_778_SE
427.93,0.0,0.0,1.0,1.0,1.0,0.0,92.2118,2.1264,-0.474,20000.0,39.5758,53.097,56.4876,FOLHELHO,3_BRSA_778_SE
427.94,0.0,0.0,1.0,1.0,1.0,0.0,91.8832,2.1271,-0.4735,20000.0,39.7276,52.9875,56.4868,FOLHELHO,3_BRSA_778_SE
427.95,0.0,0.0,1.0,1.0,1.0,0.0,91.5546,2.1278,-0.473,20000.0,39.8795,52.878,56.486,FOLHELHO,3_BRSA_778_SE
427.96,0.0,0.0,1.0,1.0,1.0,0.0,91.2259,2.1284,-0.4726,20000.0,40.0314,52.7685,56.4851,FOLHELHO,3_BRSA_778_SE
427.97,0.0,0.0,1.0,1.0,1.0,0.0,90.8973,2.1291,-0.4721,20000.0,40.1832,52.659,56.4842,FOLHELHO,3_BRSA_778_SE
427.98,0.0,0.0,1.0,1.0,1.0,0.0,90.5687,2.1298,-0.4716,20000.0,40.3351,52.5494,56.4834,FOLHELHO,3_BRSA_778_SE
427.99,0.0,0.0,1.0,1.0,1.0,0.0,90.24,2.1305,-0.4712,20000.0,40.4869,52.4399,56.4826,FOLHELHO,3_BRSA_778_SE
428.0,0.0,0.0,1.0,1.0,1.0,0.0,89.9114,2.1312,-0.4707,20000.0,40.6388,52.3304,56.4817,FOLHELHO,3_BRSA_778_SE
428.01,0.0,0.0,1.0,1.0,1.0,0.0,89.9973,2.1319,-0.4704,20000.0,40.7408,52.2491,56.4762,FOLHELHO,3_BRSA_778_SE
428.02,0.0,0.0,1.0,1.0,1.0,0.0,90.0832,2.1326,-0.4701,20000.0,40.8427,52.1677,56.4706,FOLHELHO,3_BRSA_778_SE
428.03,0.0,0.0,1.0,1.0,1.0,0.0,90.1691,2.1334,-0.4698,20000.0,40.9447,52.0864,56.4651,FOLHELHO,3_BRSA_778_SE
428.04,0.0,0.0,1.0,1.0,1.0,0.0,90.255,2.1341,-0.4695,20000.0,41.0467,52.005,56.4595,FOLHELHO,3_BRSA_778_SE
428.05,0.0,0.0,1.0,1.0,1.0,0.0,90.3409,2.1348,-0.4692,20000.0,41.1487,51.9236,56.454,FOLHELHO,3_BRSA_778_SE
428.06,0.0,0.0,1.0,1.0,1.0,0.0,90.4268,2.1355,-0.4689,20000.0,41.2506,51.8423,56.4484,FOLHELHO,3_BRSA_778_SE
428.07,0.0,0.0,1.0,1.0,1.0,0.0,90.5127,2.1362,-0.4686,20000.0,41.3526,51.761,56.4429,FOLHELHO,3_BRSA_778_SE
428.08,0.0,0.0,1.0,1.0,1.0,0.0,90.5986,2.137,-0.4683,20000.0,41.4546,51.6796,56.4373,FOLHELHO,3_BRSA_778_SE
428.09,0.0,0.0,1.0,1.0,1.0,0.0,90.6845,2.1377,-0.468,20000.0,41.5565,51.5983,56.4318,FOLHELHO,3_BRSA_778_SE
428.1,0.0,0.0,1.0,1.0,1.0,0.0,90.7704,2.1384,-0.4677,20000.0,41.6585,51.5169,56.4262,FOLHELHO,3_BRSA_778_SE
428.11,0.0,0.0,1.0,1.0,1.0,0.0,90.8014,2.1392,-0.4675,20000.0,41.7593,51.4564,56.4168,FOLHELHO,3_BRSA_778_SE
428.12,0.0,0.0,1.0,1.0,1.0,0.0,90.8323,2.1399,-0.4673,20000.0,41.86,51.3959,56.4074,FOLHELHO,3_BRSA_778_SE
428.13,0.0,0.0,1.0,1.0,1.0,0.0,90.8633,2.1407,-0.467,20000.0,41.9608,51.3353,56.398,FOLHELHO,3_BRSA_778_SE
428.14,0.0,0.0,1.0,1.0,1.0,0.0,90.8943,2.1414,-0.4668,20000.0,42.0616,51.2748,56.3886,FOLHELHO,3_BRSA_778_SE
428.15,0.0,0.0,1.0,1.0,1.0,0.0,90.9252,2.1422,-0.4666,20000.0,42.1623,51.2143,56.3793,FOLHELHO,3_BRSA_778_SE
428.16,0.0,0.0,1.0,1.0,1.0,0.0,90.9562,2.143,-0.4664,20000.0,42.2631,51.1538,56.3699,FOLHELHO,3_BRSA_778_SE
428.17,0.0,0.0,1.0,1.0,1.0,0.0,90.9872,2.1437,-0.4662,20000.0,42.3639,51.0933,56.3605,FOLHELHO,3_BRSA_778_SE
428.18,0.0,0.0,1.0,1.0,1.0,0.0,91.0182,2.1445,-0.4659,20000.0,42.4647,51.0327,56.3511,FOLHELHO,3_BRSA_778_SE
428.19,0.0,0.0,1.0,1.0,1.0,0.0,91.0491,2.1452,-0.4657,20000.0,42.5654,50.9722,56.3417,FOLHELHO,3_BRSA_778_SE
428.2,0.0,0.0,1.0,1.0,1.0,0.0,91.0801,2.146,-0.4655,20000.0,42.6662,50.9117,56.3323,FOLHELHO,3_BRSA_778_SE
428.21,0.0,0.0,1.0,1.0,1.0,0.0,91.3683,2.1469,-0.4655,20000.0,42.3906,50.8184,56.3197,FOLHELHO,3_BRSA_778_SE
428.22,0.0,0.0,1.0,1.0,1.0,0.0,91.6564,2.1477,-0.4655,20000.0,42.115,50.7252,56.3071,FOLHELHO,3_BRSA_778_SE
428.23,0.0,0.0,1.0,1.0,1.0,0.0,91.9446,2.1486,-0.4656,20000.0,41.8394,50.6319,56.2944,FOLHELHO,3_BRSA_778_SE
428.24,0.0,0.0,1.0,1.0,1.0,0.0,92.2328,2.1495,-0.4656,20000.0,41.5638,50.5386,56.2818,FOLHELHO,3_BRSA_778_SE
428.25,0.0,0.0,1.0,1.0,1.0,0.0,92.521,2.1504,-0.4656,20000.0,41.2883,50.4454,56.2692,FOLHELHO,3_BRSA_778_SE
428.26,0.0,0.0,1.0,1.0,1.0,0.0,92.8091,2.1512,-0.4656,20000.0,41.0127,50.3521,56.2566,FOLHELHO,3_BRSA_778_SE
428.27,0.0,0.0,1.0,1.0,1.0,0.0,93.0973,2.1521,-0.4656,20000.0,40.7371,50.2588,56.244,FOLHELHO,3_BRSA_778_SE
428.28,0.0,0.0,1.0,1.0,1.0,0.0,93.3855,2.153,-0.4657,20000.0,40.4615,50.1655,56.2313,FOLHELHO,3_BRSA_778_SE
428.29,0.0,0.0,1.0,1.0,1.0,0.0,93.6736,2.1538,-0.4657,20000.0,40.1859,50.0723,56.2187,FOLHELHO,3_BRSA_778_SE
428.3,0.0,0.0,1.0,1.0,1.0,0.0,93.9618,2.1547,-0.4657,20000.0,39.9103,49.979,56.2061,FOLHELHO,3_BRSA_778_SE
428.31,0.0,0.0,1.0,1.0,1.0,0.0,93.8504,2.1548,-0.4659,20000.0,39.7927,49.9703,56.1965,FOLHELHO,3_BRSA_778_SE
428.32,0.0,0.0,1.0,1.0,1.0,0.0,93.7391,2.1549,-0.4661,20000.0,39.675,49.9615,56.1869,FOLHELHO,3_BRSA_778_SE
428.33,0.0,0.0,1.0,1.0,1.0,0.0,93.6277,2.1551,-0.4664,20000.0,39.5574,49.9528,56.1774,FOLHELHO,3_BRSA_778_SE
428.34,0.0,0.0,1.0,1.0,1.0,0.0,93.5163,2.1552,-0.4666,20000.0,39.4397,49.944,56.1678,FOLHELHO,3_BRSA_778_SE
428.35,0.0,0.0,1.0,1.0,1.0,0.0,93.4049,2.1553,-0.4668,20000.0,39.3221,49.9352,56.1582,FOLHELHO,3_BRSA_778_SE
428.36,0.0,0.0,1.0,1.0,1.0,0.0,93.2936,2.1554,-0.467,20000.0,39.2045,49.9265,56.1486,FOLHELHO,3_BRSA_778_SE
428.37,0.0,0.0,1.0,1.0,1.0,0.0,93.1822,2.1555,-0.4672,20000.0,39.0868,49.9177,56.139,FOLHELHO,3_BRSA_778_SE
428.38,0.0,0.0,1.0,1.0,1.0,0.0,93.0708,2.1557,-0.4675,20000.0,38.9692,49.909,56.1295,FOLHELHO,3_BRSA_778_SE
428.39,0.0,0.0,1.0,1.0,1.0,0.0,92.9595,2.1558,-0.4677,20000.0,38.8515,49.9002,56.1199,FOLHELHO,3_BRSA_778_SE
428.4,0.0,0.0,1.0,1.0,1.0,0.0,92.8481,2.1559,-0.4679,20000.0,38.7339,49.8915,56.1103,FOLHELHO,3_BRSA_778_SE
428.41,0.0,0.0,1.0,1.0,1.0,0.0,92.7832,2.1556,-0.4683,20000.0,38.703,49.9189,56.0996,FOLHELHO,3_BRSA_778_SE
428.42,0.0,0.0,1.0,1.0,1.0,0.0,92.7182,2.1554,-0.4686,20000.0,38.6722,49.9462,56.0889,FOLHELHO,3_BRSA_778_SE
428.43,0.0,0.0,1.0,1.0,1.0,0.0,92.6533,2.1551,-0.469,20000.0,38.6413,49.9736,56.0783,FOLHELHO,3_BRSA_778_SE
428.44,0.0,0.0,1.0,1.0,1.0,0.0,92.5884,2.1549,-0.4694,20000.0,38.6105,50.001,56.0676,FOLHELHO,3_BRSA_778_SE
428.45,0.0,0.0,1.0,1.0,1.0,0.0,92.5234,2.1546,-0.4698,20000.0,38.5796,50.0284,56.0569,FOLHELHO,3_BRSA_778_SE
428.46,0.0,0.0,1.0,1.0,1.0,0.0,92.4585,2.1543,-0.4701,20000.0,38.5488,50.0557,56.0462,FOLHELHO,3_BRSA_778_SE
428.47,0.0,0.0,1.0,1.0,1.0,0.0,92.3936,2.1541,-0.4705,20000.0,38.5179,50.0831,56.0355,FOLHELHO,3_BRSA_778_SE
428.48,0.0,0.0,1.0,1.0,1.0,0.0,92.3287,2.1538,-0.4709,20000.0,38.4871,50.1105,56.0249,FOLHELHO,3_BRSA_778_SE
428.49,0.0,0.0,1.0,1.0,1.0,0.0,92.2637,2.1536,-0.4712,20000.0,38.4562,50.1378,56.0142,FOLHELHO,3_BRSA_778_SE
428.5,0.0,0.0,1.0,1.0,1.0,0.0,92.1988,2.1533,-0.4716,20000.0,38.4254,50.1652,56.0035,FOLHELHO,3_BRSA_778_SE
428.51,0.0,0.0,1.0,1.0,1.0,0.0,92.1768,2.1526,-0.4723,20000.0,38.6722,50.2152,55.9939,FOLHELHO,3_BRSA_778_SE
428.52,0.0,0.0,1.0,1.0,1.0,0.0,92.1549,2.1518,-0.4729,20000.0,38.919,50.2653,55.9842,FOLHELHO,3_BRSA_778_SE
428.53,0.0,0.0,1.0,1.0,1.0,0.0,92.1329,2.1511,-0.4736,20000.0,39.1658,50.3153,55.9746,FOLHELHO,3_BRSA_778_SE
428.54,0.0,0.0,1.0,1.0,1.0,0.0,92.1109,2.1503,-0.4742,20000.0,39.4126,50.3654,55.9649,FOLHELHO,3_BRSA_778_SE
428.55,0.0,0.0,1.0,1.0,1.0,0.0,92.089,2.1496,-0.4749,20000.0,39.6594,50.4154,55.9552,FOLHELHO,3_BRSA_778_SE
428.56,0.0,0.0,1.0,1.0,1.0,0.0,92.067,2.1488,-0.4756,20000.0,39.9062,50.4654,55.9456,FOLHELHO,3_BRSA_778_SE
428.57,0.0,0.0,1.0,1.0,1.0,0.0,92.045,2.1481,-0.4762,20000.0,40.153,50.5155,55.936,FOLHELHO,3_BRSA_778_SE
428.58,0.0,0.0,1.0,1.0,1.0,0.0,92.023,2.1473,-0.4769,20000.0,40.3998,50.5655,55.9263,FOLHELHO,3_BRSA_778_SE
428.59,0.0,0.0,1.0,1.0,1.0,0.0,92.0011,2.1466,-0.4775,20000.0,40.6466,50.6156,55.9167,FOLHELHO,3_BRSA_778_SE
428.6,0.0,0.0,1.0,1.0,1.0,0.0,91.9791,2.1458,-0.4782,20000.0,40.8934,50.6656,55.907,FOLHELHO,3_BRSA_778_SE
428.61,0.0,0.0,1.0,1.0,1.0,0.0,92.0615,2.1454,-0.4784,20000.0,40.8491,50.6799,55.9044,FOLHELHO,3_BRSA_778_SE
428.62,0.0,0.0,1.0,1.0,1.0,0.0,92.1439,2.145,-0.4785,20000.0,40.8049,50.6942,55.9018,FOLHELHO,3_BRSA_778_SE
428.63,0.0,0.0,1.0,1.0,1.0,0.0,92.2263,2.1446,-0.4787,20000.0,40.7606,50.7086,55.8991,FOLHELHO,3_BRSA_778_SE
428.64,0.0,0.0,1.0,1.0,1.0,0.0,92.3087,2.1442,-0.4789,20000.0,40.7163,50.7229,55.8965,FOLHELHO,3_BRSA_778_SE
428.65,0.0,0.0,1.0,1.0,1.0,0.0,92.3911,2.1439,-0.479,20000.0,40.6721,50.7372,55.8939,FOLHELHO,3_BRSA_778_SE
428.66,0.0,0.0,1.0,1.0,1.0,0.0,92.4735,2.1435,-0.4792,20000.0,40.6278,50.7515,55.8913,FOLHELHO,3_BRSA_778_SE
428.67,0.0,0.0,1.0,1.0,1.0,0.0,92.5559,2.1431,-0.4794,20000.0,40.5835,50.7658,55.8887,FOLHELHO,3_BRSA_778_SE
428.68,0.0,0.0,1.0,1.0,1.0,0.0,92.6383,2.1427,-0.4796,20000.0,40.5392,50.7802,55.886,FOLHELHO,3_BRSA_778_SE
428.69,0.0,0.0,1.0,1.0,1.0,0.0,92.7207,2.1423,-0.4797,20000.0,40.495,50.7945,55.8834,FOLHELHO,3_BRSA_778_SE
428.7,0.0,0.0,1.0,1.0,1.0,0.0,92.8031,2.1419,-0.4799,20000.0,40.4507,50.8088,55.8808,FOLHELHO,3_BRSA_778_SE
428.71,0.0,0.0,1.0,1.0,1.0,0.0,92.7157,2.1413,-0.48,20000.0,40.4949,50.8107,55.8741,FOLHELHO,3_BRSA_778_SE
428.72,0.0,0.0,1.0,1.0,1.0,0.0,92.6283,2.1408,-0.4801,20000.0,40.539,50.8127,55.8673,FOLHELHO,3_BRSA_778_SE
428.73,0.0,0.0,1.0,1.0,1.0,0.0,92.5409,2.1402,-0.4802,20000.0,40.5832,50.8146,55.8606,FOLHELHO,3_BRSA_778_SE
428.74,0.0,0.0,1.0,1.0,1.0,0.0,92.4535,2.1397,-0.4803,20000.0,40.6274,50.8166,55.8539,FOLHELHO,3_BRSA_778_SE
428.75,0.0,0.0,1.0,1.0,1.0,0.0,92.3661,2.1391,-0.4804,20000.0,40.6715,50.8185,55.8472,FOLHELHO,3_BRSA_778_SE
428.76,0.0,0.0,1.0,1.0,1.0,0.0,92.2787,2.1385,-0.4806,20000.0,40.7157,50.8204,55.8404,FOLHELHO,3_BRSA_778_SE
428.77,0.0,0.0,1.0,1.0,1.0,0.0,92.1913,2.138,-0.4807,20000.0,40.7599,50.8224,55.8337,FOLHELHO,3_BRSA_778_SE
428.78,0.0,0.0,1.0,1.0,1.0,0.0,92.1039,2.1374,-0.4808,20000.0,40.8041,50.8243,55.827,FOLHELHO,3_BRSA_778_SE
