TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO,HDRS,NPHI,PE,DT,Lithology,Well
505.26,128.8954,8.1019,0.146,0.0302,0.9444,7.2734,66.1238,2.48,-0.0003,6.5049,18.9353,4.3221,90.0681,CALCILUTITO,3_BRSA_778_SE
505.27,147.1658,8.3888,0.1414,0.0336,0.9326,7.1048,65.522,2.4817,-0.0005,6.596,18.7472,4.3293,89.6396,CALCILUTITO,3_BRSA_778_SE
505.28,169.6674,8.5729,0.1464,0.0384,0.9162,6.9518,64.9202,2.4834,-0.0007,6.6872,18.559,4.3366,89.2112,CALCILUTITO,3_BRSA_778_SE
505.29,186.9212,8.7047,0.1479,0.0432,0.8984,6.7526,64.3184,2.4851,-0.0009,6.7783,18.3709,4.3438,88.7827,CALCILUTITO,3_BRSA_778_SE
505.3,194.7192,8.722,0.154,0.0464,0.8824,6.649,63.7166,2.4868,-0.0011,6.8695,18.1827,4.351,88.3543,CALCILUTITO,3_BRSA_778_SE
505.31,204.7336,8.9178,0.1548,0.0494,0.8644,6.4903,63.2706,2.4889,-0.0012,7.0108,17.94,4.3599,87.8842,CALCILUTITO,3_BRSA_778_SE
505.32,209.719,8.9616,0.1636,0.0501,0.8702,6.5114,62.8246,2.491,-0.0014,7.1521,17.6973,4.3688,87.4141,CALCILUTITO,3_BRSA_778_SE
505.33,219.7044,9.0758,0.1688,0.052,0.878,6.4808,62.3786,2.4931,-0.0015,7.2934,17.4546,4.3776,86.944,CALCILUTITO,3_BRSA_778_SE
505.34,229.5843,9.2078,0.1752,0.0554,0.8818,6.385,61.9326,2.4952,-0.0017,7.4347,17.2119,4.3865,86.4739,CALCILUTITO,3_BRSA_778_SE
505.35,254.4368,9.4125,0.185,0.0593,0.8782,6.3224,61.4866,2.4973,-0.0019,7.576,16.9691,4.3954,86.0038,CALCILUTITO,3_BRSA_778_SE
505.36,283.8099,9.7684,0.188,0.0622,0.8748,6.2622,61.0407,2.4994,-0.002,7.7173,16.7264,4.4043,85.5338,CALCILUTITO,3_BRSA_778_SE
505.37,295.2594,9.8822,0.1962,0.0652,0.8821,6.1825,60.5947,2.5015,-0.0022,7.8586,16.4837,4.4132,85.0637,CALCILUTITO,3_BRSA_778_SE
505.38,298.9288,9.8378,0.198,0.067,0.8859,6.102,60.1487,2.5036,-0.0023,7.9999,16.241,4.422,84.5936,CALCILUTITO,3_BRSA_778_SE
505.39,290.6104,9.6258,0.2,0.0669,0.8894,6.1141,59.7027,2.5057,-0.0025,8.1412,15.9983,4.4309,84.1235,CALCILUTITO,3_BRSA_778_SE
505.4,276.3161,9.3714,0.2032,0.0684,0.8957,6.0601,59.2567,2.5078,-0.0026,8.2825,15.7556,4.4398,83.6534,CALCILUTITO,3_BRSA_778_SE
505.41,236.3102,8.7332,0.2114,0.0703,0.9082,6.0551,58.4386,2.5125,-0.0026,8.8944,15.3439,4.4599,82.7835,CALCILUTITO,3_BRSA_778_SE
505.42,204.8386,8.2328,0.2068,0.0684,0.9104,6.0916,57.6206,2.5172,-0.0026,9.5062,14.9322,4.4801,81.9137,CALCILUTITO,3_BRSA_778_SE
505.43,174.4579,7.8746,0.1933,0.064,0.9081,6.162,56.8025,2.522,-0.0025,10.1181,14.5205,4.5002,81.0438,CALCILUTITO,3_BRSA_778_SE
505.44,142.5717,7.4484,0.188,0.0602,0.9052,6.2154,55.9845,2.5267,-0.0025,10.7299,14.1088,4.5204,80.174,CALCILUTITO,3_BRSA_778_SE
505.45,112.9381,7.0094,0.1805,0.0526,0.9006,6.3698,55.1664,2.5314,-0.0025,11.3418,13.6972,4.5405,79.3041,CALCILUTITO,3_BRSA_778_SE
505.46,92.7746,6.7238,0.1752,0.0481,0.8891,6.4138,54.3484,2.5361,-0.0025,11.9536,13.2855,4.5606,78.4342,CALCILUTITO,3_BRSA_778_SE
505.47,84.8822,6.592,0.1699,0.0463,0.8612,6.452,53.5303,2.5408,-0.0025,12.5655,12.8738,4.5808,77.5644,CALCILUTITO,3_BRSA_778_SE
505.48,82.6272,6.4674,0.1753,0.0466,0.8466,6.456,52.7123,2.5456,-0.0024,13.1773,12.4621,4.6009,76.6945,CALCILUTITO,3_BRSA_778_SE
505.49,92.274,6.6236,0.18,0.0484,0.8364,6.3945,51.8942,2.5503,-0.0024,13.7892,12.0504,4.6211,75.8247,CALCILUTITO,3_BRSA_778_SE
505.5,100.2898,6.8846,0.1771,0.0486,0.8369,6.3982,51.0762,2.555,-0.0024,14.401,11.6387,4.6412,74.9548,CALCILUTITO,3_BRSA_778_SE
505.51,107.093,7.1564,0.1711,0.0465,0.8463,6.4946,50.8729,2.5571,-0.0022,15.0551,11.4509,4.6507,74.6506,CALCILUTITO,3_BRSA_778_SE
505.52,121.9717,7.4966,0.1674,0.0465,0.838,6.4914,50.6697,2.5592,-0.0021,15.7091,11.2631,4.6603,74.3464,CALCILUTITO,3_BRSA_778_SE
505.53,128.2656,7.6334,0.1679,0.0463,0.8338,6.508,50.4664,2.5613,-0.0019,16.3632,11.0753,4.6698,74.0421,CALCILUTITO,3_BRSA_778_SE
505.54,125.7869,7.6114,0.1664,0.0456,0.8338,6.5313,50.2631,2.5634,-0.0018,17.0173,10.8875,4.6794,73.7379,CALCILUTITO,3_BRSA_778_SE
505.55,116.6736,7.4077,0.1684,0.045,0.8329,6.5436,50.0598,2.5655,-0.0016,17.6714,10.6996,4.689,73.4337,CALCILUTITO,3_BRSA_778_SE
505.56,111.4461,7.2551,0.1696,0.0432,0.8397,6.608,49.8566,2.5675,-0.0014,18.3254,10.5118,4.6985,73.1295,CALCILUTITO,3_BRSA_778_SE
505.57,108.0909,7.111,0.1735,0.0421,0.848,6.6552,49.6533,2.5696,-0.0013,18.9795,10.324,4.708,72.8253,CALCILUTITO,3_BRSA_778_SE
505.58,100.1766,6.908,0.1774,0.0422,0.8587,6.647,49.45,2.5717,-0.0011,19.6336,10.1362,4.7176,72.521,CALCILUTITO,3_BRSA_778_SE
505.59,101.3933,6.8798,0.1752,0.0434,0.8543,6.6066,49.2468,2.5738,-0.001,20.2876,9.9484,4.7271,72.2168,CALCILUTITO,3_BRSA_778_SE
505.6,96.9144,6.659,0.1804,0.0456,0.8666,6.538,49.0435,2.5759,-0.0008,20.9417,9.7606,4.7367,71.9126,CALCILUTITO,3_BRSA_778_SE
505.61,108.409,6.8614,0.1916,0.0475,0.8764,6.5466,48.7733,2.5773,-0.0005,21.7143,9.6527,4.743,71.8443,CALCILUTITO,3_BRSA_778_SE
505.62,120.6135,7.1466,0.1956,0.049,0.8911,6.5622,48.5031,2.5787,-0.0002,22.4868,9.5449,4.7493,71.776,CALCILUTITO,3_BRSA_778_SE
505.63,129.6665,7.4733,0.1894,0.0466,0.9032,6.6776,48.2329,2.58,0.0002,23.2594,9.437,4.7555,71.7077,CALCILUTITO,3_BRSA_778_SE
505.64,145.7328,7.9712,0.1826,0.0452,0.9008,6.7186,47.9627,2.5814,0.0005,24.0319,9.3291,4.7618,71.6394,CALCILUTITO,3_BRSA_778_SE
505.65,181.3008,8.9404,0.1711,0.0417,0.8878,6.8206,47.6926,2.5828,0.0008,24.8045,9.2213,4.7681,71.5711,CALCILUTITO,3_BRSA_778_SE
505.66,217.7842,9.9024,0.1553,0.0388,0.8703,6.9128,47.4224,2.5842,0.0011,25.5771,9.1134,4.7744,71.5028,CALCILUTITO,3_BRSA_778_SE
505.67,229.4498,10.3172,0.1341,0.0378,0.853,6.9334,47.1522,2.5856,0.0014,26.3496,9.0055,4.7807,71.4345,CALCILUTITO,3_BRSA_778_SE
505.68,240.1019,10.5354,0.1258,0.0388,0.8236,6.8834,46.882,2.5869,0.0018,27.1222,8.8976,4.7869,71.3662,CALCILUTITO,3_BRSA_778_SE
505.69,276.1145,11.14,0.121,0.0362,0.806,6.9958,46.6118,2.5883,0.0021,27.8947,8.7898,4.7932,71.2979,CALCILUTITO,3_BRSA_778_SE
505.7,278.312,11.2375,0.1192,0.0354,0.7894,6.9933,46.3416,2.5897,0.0024,28.6673,8.6819,4.7995,71.2296,CALCILUTITO,3_BRSA_778_SE
505.71,260.8348,10.897,0.1229,0.0366,0.7724,6.9475,46.6368,2.5903,0.0047,28.3212,8.7906,4.8072,71.5354,CALCILUTITO,3_BRSA_778_SE
505.72,246.1346,10.6676,0.1206,0.0372,0.7768,6.9152,46.9319,2.5909,0.007,27.9751,8.8993,4.815,71.8412,CALCILUTITO,3_BRSA_778_SE
505.73,245.8977,10.5532,0.1256,0.0386,0.7834,6.8696,47.2271,2.5915,0.0094,27.6291,9.008,4.8227,72.1471,CALCILUTITO,3_BRSA_778_SE
505.74,229.666,10.1978,0.1302,0.0426,0.7614,6.7303,47.5222,2.5921,0.0117,27.283,9.1167,4.8305,72.4529,CALCILUTITO,3_BRSA_778_SE
505.75,219.8438,9.8442,0.1346,0.0447,0.7302,6.6828,47.8174,2.5927,0.014,26.9369,9.2254,4.8382,72.7587,CALCILUTITO,3_BRSA_778_SE
505.76,218.4106,9.756,0.14,0.047,0.732,6.577,48.1126,2.5933,0.0163,26.5908,9.3342,4.8459,73.0645,CALCILUTITO,3_BRSA_778_SE
505.77,220.351,9.6448,0.1468,0.0482,0.7319,6.5462,48.4077,2.5939,0.0186,26.2447,9.4429,4.8537,73.3703,CALCILUTITO,3_BRSA_778_SE
505.78,235.654,9.8386,0.1458,0.0466,0.7482,6.5997,48.7029,2.5945,0.021,25.8987,9.5516,4.8614,73.6762,CALCILUTITO,3_BRSA_778_SE
505.79,235.3684,9.9541,0.1388,0.043,0.8679,6.7534,48.998,2.5951,0.0233,25.5526,9.6603,4.8692,73.982,CALCILUTITO,3_BRSA_778_SE
505.8,220.6108,9.8958,0.1366,0.0407,0.9248,6.8232,49.2932,2.5957,0.0256,25.2065,9.769,4.8769,74.2878,CALCILUTITO,3_BRSA_778_SE
505.81,213.9358,9.744,0.1357,0.0377,0.9506,6.9158,50.0603,2.5951,0.0278,24.2713,9.9833,4.8795,74.6166,CALCILUTITO,3_BRSA_778_SE
505.82,209.4157,9.8141,0.1276,0.0332,0.962,7.1292,50.8274,2.5944,0.0301,23.3361,10.1976,4.8822,74.9454,CALCILUTITO,3_BRSA_778_SE
505.83,188.6932,9.5558,0.1232,0.031,0.9705,7.2301,51.5946,2.5938,0.0323,22.4008,10.412,4.8848,75.2743,CALCILUTITO,3_BRSA_778_SE
505.84,167.8072,9.1599,0.1228,0.0326,0.9744,7.2024,52.3617,2.5931,0.0345,21.4656,10.6263,4.8875,75.6031,CALCILUTITO,3_BRSA_778_SE
505.85,148.3506,8.7166,0.127,0.0376,0.9732,7.0458,53.1288,2.5925,0.0368,20.5304,10.8406,4.8901,75.9319,CALCILUTITO,3_BRSA_778_SE
505.86,134.4732,8.4737,0.1232,0.0407,0.9623,6.9988,53.8959,2.5919,0.039,19.5952,11.0549,4.8927,76.2607,CALCILUTITO,3_BRSA_778_SE
505.87,126.0676,8.2536,0.1241,0.0446,0.9258,6.804,54.663,2.5912,0.0412,18.66,11.2692,4.8954,76.5895,CALCILUTITO,3_BRSA_778_SE
505.88,136.1236,8.3858,0.1248,0.0463,0.909,6.7634,55.4302,2.5906,0.0434,17.7247,11.4836,4.898,76.9184,CALCILUTITO,3_BRSA_778_SE
505.89,154.7716,8.8807,0.1236,0.0484,0.9147,6.7034,56.1973,2.5899,0.0457,16.7895,11.6979,4.9007,77.2472,CALCILUTITO,3_BRSA_778_SE
505.9,167.5005,9.2323,0.1222,0.047,0.922,6.8224,56.9644,2.5893,0.0479,15.8543,11.9122,4.9033,77.576,CALCILUTITO,3_BRSA_778_SE
505.91,178.201,9.4651,0.1221,0.0483,0.9258,6.7521,58.0776,2.5878,0.0506,15.2811,12.1307,4.9044,77.9921,CALCILUTITO,3_BRSA_778_SE
505.92,180.0328,9.3934,0.1288,0.0508,0.9317,6.7612,59.1908,2.5863,0.0532,14.7078,12.3492,4.9054,78.4081,CALCILUTITO,3_BRSA_778_SE
505.93,171.4317,9.0954,0.1366,0.0535,0.9378,6.6748,60.3041,2.5847,0.0559,14.1346,12.5677,4.9065,78.8242,CALCILUTITO,3_BRSA_778_SE
505.94,156.5046,8.6654,0.1446,0.056,0.9424,6.7046,61.4173,2.5832,0.0586,13.5613,12.7862,4.9076,79.2403,CALCILUTITO,3_BRSA_778_SE
505.95,146.3775,8.2784,0.1546,0.0592,0.946,6.6092,62.5305,2.5817,0.0612,12.9881,13.0047,4.9086,79.6564,CALCILUTITO,3_BRSA_778_SE
505.96,145.9781,8.2472,0.16,0.0614,0.9454,6.6605,63.6437,2.5802,0.0639,12.4149,13.2232,4.9097,80.0724,CALCILUTITO,3_BRSA_778_SE
505.97,144.1572,8.153,0.1669,0.0635,0.946,6.6118,64.7569,2.5787,0.0666,11.8416,13.4417,4.9108,80.4885,CALCILUTITO,3_BRSA_778_SE
505.98,135.8632,7.9459,0.171,0.0636,0.9456,6.6342,65.8702,2.5771,0.0693,11.2684,13.6602,4.9119,80.9046,CALCILUTITO,3_BRSA_778_SE
505.99,124.4895,7.589,0.1758,0.0667,0.9466,6.5582,66.9834,2.5756,0.0719,10.6951,13.8787,4.9129,81.3206,CALCILUTITO,3_BRSA_778_SE
506.0,112.2227,7.2789,0.1759,0.0708,0.9464,6.5741,68.0966,2.5741,0.0746,10.1219,14.0972,4.914,81.7367,CALCILUTITO,3_BRSA_778_SE
506.01,100.7642,7.0438,0.1723,0.0635,0.9432,6.66,70.1401,2.5706,0.079,9.6627,14.7405,4.9131,82.5884,CALCILUTITO,3_BRSA_778_SE
506.02,87.7762,6.7688,0.1661,0.056,0.9367,6.7692,72.1836,2.5671,0.0833,9.2036,15.3838,4.9121,83.4401,CALCILUTITO,3_BRSA_778_SE
506.03,87.9158,6.8244,0.1623,0.0488,0.9273,6.8478,74.227,2.5636,0.0877,8.7444,16.0271,4.9112,84.2918,CALCILUTITO,3_BRSA_778_SE
506.04,99.545,7.2654,0.1523,0.0397,0.9111,7.0014,76.2705,2.5601,0.092,8.2853,16.6704,4.9102,85.1435,CALCILUTITO,3_BRSA_778_SE
506.05,110.5025,7.7054,0.1421,0.0335,0.8896,7.0545,78.314,2.5567,0.0964,7.8261,17.3137,4.9092,85.9952,CALCILUTITO,3_BRSA_778_SE
506.06,111.6876,7.7661,0.138,0.0323,0.8762,7.0969,80.3575,2.5532,0.1008,7.3669,17.9569,4.9083,86.8469,CALCILUTITO,3_BRSA_778_SE
506.07,113.7536,7.8162,0.1358,0.0331,0.8686,7.0445,82.401,2.5497,0.1051,6.9078,18.6002,4.9074,87.6986,CALCILUTITO,3_BRSA_778_SE
506.08,116.4182,7.8198,0.1364,0.0318,0.8757,7.1158,84.4444,2.5462,0.1095,6.4486,19.2435,4.9064,88.5503,CALCILUTITO,3_BRSA_778_SE
506.09,109.0164,7.6332,0.1394,0.0313,0.8968,7.1194,86.4879,2.5427,0.1138,5.9895,19.8868,4.9055,89.402,CALCILUTITO,3_BRSA_778_SE
506.1,96.5582,7.1458,0.1525,0.0304,0.9174,7.1804,88.5314,2.5392,0.1182,5.5303,20.5301,4.9045,90.2537,CALCILUTITO,3_BRSA_778_SE
506.11,88.8312,6.8267,0.163,0.0313,0.922,7.134,88.8535,2.5371,0.1182,5.4652,20.7279,4.8992,90.4754,CALCILUTITO,3_BRSA_778_SE
506.12,86.5144,6.6907,0.1708,0.0327,0.9014,7.1077,89.1757,2.535,0.1183,5.4002,20.9258,4.8939,90.6971,CALCILUTITO,3_BRSA_778_SE
506.13,78.3918,6.5352,0.174,0.0364,0.8776,6.8999,89.4978,2.533,0.1183,5.3351,21.1236,4.8887,90.9187,CALCILUTITO,3_BRSA_778_SE
506.14,74.6917,6.4878,0.1669,0.0379,0.865,6.8457,89.8199,2.5309,0.1184,5.2701,21.3214,4.8834,91.1404,CALCILUTITO,3_BRSA_778_SE
506.15,73.1759,6.4642,0.1624,0.0392,0.8559,6.7452,90.142,2.5288,0.1184,5.205,21.5192,4.8781,91.3621,CALCILUTITO,3_BRSA_778_SE
506.16,70.7961,6.3415,0.1623,0.0414,0.8516,6.6416,90.4642,2.5267,0.1185,5.1399,21.7171,4.8728,91.5838,CALCILUTITO,3_BRSA_778_SE
506.17,68.5686,6.2186,0.1644,0.0443,0.8544,6.4999,90.7863,2.5246,0.1186,5.0749,21.9149,4.8675,91.8055,CALCILUTITO,3_BRSA_778_SE
506.18,64.6421,5.9596,0.1741,0.0468,0.8626,6.4339,91.1084,2.5226,0.1186,5.0098,22.1127,4.8623,92.0271,CALCILUTITO,3_BRSA_778_SE
506.19,61.9408,5.7604,0.1838,0.0496,0.8658,6.3261,91.4306,2.5205,0.1187,4.9448,22.3106,4.857,92.2488,CALCILUTITO,3_BRSA_778_SE
506.2,57.8902,5.5165,0.1962,0.052,0.871,6.2682,91.7527,2.5184,0.1187,4.8797,22.5084,4.8517,92.4705,CALCILUTITO,3_BRSA_778_SE
506.21,57.087,5.4397,0.2017,0.0525,0.8809,6.2348,91.3861,2.5171,0.1173,4.8747,22.5773,4.8451,92.5034,CALCILUTITO,3_BRSA_778_SE
506.22,56.3338,5.3872,0.2054,0.0512,0.8945,6.2681,91.0195,2.5157,0.1159,4.8698,22.6463,4.8385,92.5364,CALCILUTITO,3_BRSA_778_SE
506.23,56.6348,5.4232,0.2014,0.051,0.8944,6.2522,90.653,2.5143,0.1144,4.8648,22.7153,4.8319,92.5693,CALCILUTITO,3_BRSA_778_SE
506.24,61.0222,5.6357,0.1948,0.0514,0.8748,6.2441,90.2864,2.513,0.113,4.8598,22.7842,4.8253,92.6023,CALCILUTITO,3_BRSA_778_SE
506.25,65.3004,5.8038,0.1952,0.052,0.8396,6.2034,89.9198,2.5117,0.1116,4.8548,22.8532,4.8188,92.6352,FOLHELHO,3_BRSA_778_SE
506.26,69.1646,5.9701,0.1906,0.0525,0.8057,6.2038,89.5532,2.5103,0.1102,4.8499,22.9221,4.8122,92.6681,FOLHELHO,3_BRSA_778_SE
506.27,74.7252,6.1876,0.1872,0.0512,0.79,6.2422,89.1866,2.509,0.1088,4.8449,22.991,4.8056,92.7011,FOLHELHO,3_BRSA_778_SE
506.28,79.2058,6.4282,0.1762,0.0479,0.8035,6.3598,88.8201,2.5076,0.1073,4.8399,23.06,4.799,92.734,FOLHELHO,3_BRSA_778_SE
506.29,84.2818,6.667,0.1694,0.0465,0.8174,6.4055,88.4535,2.5062,0.1059,4.835,23.129,4.7924,92.767,FOLHELHO,3_BRSA_778_SE
506.3,85.7782,6.7124,0.1714,0.0456,0.839,6.4633,88.0869,2.5049,0.1045,4.83,23.1979,4.7858,92.7999,FOLHELHO,3_BRSA_778_SE
506.31,90.5909,6.9472,0.1619,0.044,0.8588,6.5412,85.984,2.5059,0.0994,4.9805,22.7789,4.7749,92.4487,FOLHELHO,3_BRSA_778_SE
506.32,98.5781,7.2474,0.1532,0.0423,0.8714,6.622,83.8811,2.5069,0.0943,5.131,22.3599,4.764,92.0976,FOLHELHO,3_BRSA_778_SE
506.33,103.7762,7.4591,0.1493,0.042,0.878,6.6346,81.7782,2.5079,0.0891,5.2814,21.9409,4.753,91.7464,FOLHELHO,3_BRSA_778_SE
506.34,112.2611,7.7023,0.1504,0.0424,0.8762,6.6257,79.6753,2.5089,0.084,5.4319,21.5219,4.7421,91.3953,FOLHELHO,3_BRSA_778_SE
506.35,121.3764,7.9319,0.1458,0.0427,0.8654,6.6019,77.5723,2.5099,0.0789,5.5824,21.1029,4.7312,91.0441,FOLHELHO,3_BRSA_778_SE
506.36,124.1046,8.0676,0.1367,0.0433,0.8503,6.5472,75.4694,2.5109,0.0738,5.7329,20.6839,4.7203,90.6929,FOLHELHO,3_BRSA_778_SE
506.37,116.0512,7.7492,0.143,0.0448,0.8298,6.4718,73.3665,2.5119,0.0687,5.8834,20.2649,4.7094,90.3418,FOLHELHO,3_BRSA_778_SE
506.38,111.1242,7.508,0.148,0.0463,0.7972,6.4204,71.2636,2.5129,0.0635,6.0338,19.8459,4.6984,89.9906,FOLHELHO,3_BRSA_778_SE
506.39,109.0904,7.3294,0.1561,0.047,0.7774,6.397,69.1607,2.5139,0.0584,6.1843,19.4269,4.6875,89.6395,FOLHELHO,3_BRSA_778_SE
506.4,100.1329,7.0156,0.168,0.0481,0.7685,6.3588,67.0578,2.5149,0.0533,6.3348,19.0079,4.6766,89.2883,FOLHELHO,3_BRSA_778_SE
506.41,95.2291,6.8038,0.179,0.0474,0.8058,6.4042,66.0115,2.5166,0.051,6.5032,18.699,4.6731,88.9855,FOLHELHO,3_BRSA_778_SE
506.42,93.2481,6.7218,0.1846,0.0472,0.8322,6.4,64.9652,2.5182,0.0487,6.6716,18.39,4.6696,88.6827,FOLHELHO,3_BRSA_778_SE
506.43,91.5814,6.7476,0.1822,0.0452,0.8475,6.4731,63.9189,2.5199,0.0463,6.84,18.0811,4.666,88.3799,FOLHELHO,3_BRSA_778_SE
506.44,85.9314,6.6386,0.184,0.0444,0.855,6.5074,62.8726,2.5215,0.044,7.0084,17.7722,4.6625,88.0771,FOLHELHO,3_BRSA_778_SE
506.45,82.0763,6.5606,0.1826,0.0433,0.8598,6.5648,61.8263,2.5232,0.0417,7.1769,17.4632,4.659,87.7744,FOLHELHO,3_BRSA_778_SE
506.46,78.4556,6.4589,0.1808,0.0445,0.8633,6.5174,60.78,2.5249,0.0394,7.3453,17.1543,4.6555,87.4716,FOLHELHO,3_BRSA_778_SE
506.47,78.0962,6.4059,0.1771,0.0441,0.8549,6.52,59.7337,2.5265,0.0371,7.5137,16.8454,4.652,87.1688,FOLHELHO,3_BRSA_778_SE
506.48,75.3406,6.2542,0.1806,0.046,0.8479,6.4391,58.6874,2.5282,0.0347,7.6821,16.5365,4.6484,86.866,FOLHELHO,3_BRSA_778_SE
506.49,75.9466,6.2773,0.1854,0.0472,0.8389,6.3931,57.6411,2.5298,0.0324,7.8505,16.2275,4.6449,86.5632,FOLHELHO,3_BRSA_778_SE
506.5,78.1482,6.3611,0.1841,0.0501,0.825,6.2585,56.5948,2.5315,0.0301,8.0189,15.9186,4.6414,86.2604,FOLHELHO,3_BRSA_778_SE
506.51,85.6094,6.5372,0.1824,0.0513,0.7888,6.2443,55.999,2.5335,0.0286,8.2484,15.6797,4.6397,85.9231,FOLHELHO,3_BRSA_778_SE
506.52,82.0438,6.407,0.1821,0.0536,0.7503,6.1691,55.4032,2.5356,0.0272,8.4778,15.4407,4.638,85.5858,FOLHELHO,3_BRSA_778_SE
506.53,81.045,6.3931,0.183,0.0524,0.7584,6.2177,54.8074,2.5376,0.0257,8.7073,15.2018,4.6363,85.2485,FOLHELHO,3_BRSA_778_SE
506.54,80.9144,6.3511,0.1841,0.0514,0.7893,6.2441,54.2116,2.5396,0.0242,8.9368,14.9629,4.6346,84.9112,FOLHELHO,3_BRSA_778_SE
506.55,78.079,6.2083,0.1848,0.0506,0.8149,6.2804,53.6158,2.5416,0.0228,9.1662,14.7239,4.633,84.5739,FOLHELHO,3_BRSA_778_SE
506.56,71.04,6.0089,0.1879,0.05,0.829,6.2803,53.0199,2.5437,0.0213,9.3957,14.485,4.6313,84.2366,FOLHELHO,3_BRSA_778_SE
506.57,63.008,5.839,0.1927,0.0498,0.8477,6.2662,52.4241,2.5457,0.0198,9.6252,14.2461,4.6296,83.8993,FOLHELHO,3_BRSA_778_SE
506.58,60.2014,5.7634,0.1945,0.0488,0.8597,6.2699,51.8283,2.5477,0.0183,9.8547,14.0072,4.6279,83.562,FOLHELHO,3_BRSA_778_SE
506.59,55.3917,5.5494,0.1982,0.0479,0.862,6.3109,51.2325,2.5498,0.0169,10.0841,13.7682,4.6262,83.2247,FOLHELHO,3_BRSA_778_SE
506.6,51.2608,5.3906,0.1996,0.0484,0.865,6.2709,50.6367,2.5518,0.0154,10.3136,13.5293,4.6245,82.8874,FOLHELHO,3_BRSA_778_SE
506.61,47.7691,5.241,0.2,0.0486,0.8706,6.2527,50.7231,2.5538,0.0143,10.7304,13.3396,4.6177,82.2901,FOLHELHO,3_BRSA_778_SE
506.62,43.6674,5.0644,0.1972,0.0496,0.8796,6.2102,50.8095,2.5559,0.0131,11.1471,13.1499,4.6108,81.6928,FOLHELHO,3_BRSA_778_SE
506.63,44.8134,5.0806,0.1941,0.0502,0.8806,6.2128,50.8959,2.5579,0.012,11.5639,12.9602,4.604,81.0955,FOLHELHO,3_BRSA_778_SE
506.64,49.8757,5.286,0.1868,0.0506,0.878,6.217,50.9823,2.56,0.0108,11.9807,12.7705,4.5971,80.4982,FOLHELHO,3_BRSA_778_SE
506.65,52.871,5.421,0.1822,0.0507,0.8726,6.2548,51.0687,2.562,0.0097,12.3974,12.5808,4.5903,79.9009,CALCILUTITO,3_BRSA_778_SE
506.66,56.9604,5.5507,0.1836,0.0508,0.859,6.2468,51.1551,2.5641,0.0086,12.8142,12.3911,4.5835,79.3036,CALCILUTITO,3_BRSA_778_SE
506.67,63.8488,5.8146,0.184,0.049,0.8494,6.3234,51.2415,2.5662,0.0074,13.231,12.2014,4.5766,78.7063,CALCILUTITO,3_BRSA_778_SE
506.68,68.8095,6.0082,0.1848,0.0489,0.8441,6.344,51.3279,2.5682,0.0063,13.6478,12.0117,4.5698,78.109,CALCILUTITO,3_BRSA_778_SE
506.69,68.1338,6.0251,0.1846,0.0476,0.8498,6.4176,51.4143,2.5703,0.0051,14.0645,11.822,4.5629,77.5117,CALCILUTITO,3_BRSA_778_SE
506.7,66.4146,5.9669,0.1882,0.0478,0.86,6.4001,51.5007,2.5723,0.004,14.4813,11.6323,4.5561,76.9144,CALCILUTITO,3_BRSA_778_SE
506.71,62.0884,5.806,0.1896,0.0471,0.8772,6.4268,51.664,2.572,0.0038,14.5345,11.6663,4.5493,76.76,CALCILUTITO,3_BRSA_778_SE
506.72,58.1116,5.6416,0.1881,0.0468,0.8893,6.4478,51.8273,2.5717,0.0036,14.5877,11.7003,4.5425,76.6056,CALCILUTITO,3_BRSA_778_SE
506.73,58.0692,5.606,0.189,0.0468,0.8935,6.4659,51.9906,2.5714,0.0034,14.641,11.7344,4.5357,76.4513,CALCILUTITO,3_BRSA_778_SE
506.74,66.1668,5.8159,0.191,0.0468,0.892,6.487,52.1539,2.5711,0.0032,14.6942,11.7684,4.5289,76.2969,CALCILUTITO,3_BRSA_778_SE
506.75,71.024,5.9696,0.1959,0.0462,0.8827,6.5078,52.3172,2.5708,0.003,14.7474,11.8024,4.5221,76.1425,CALCILUTITO,3_BRSA_778_SE
506.76,78.1971,6.2378,0.1934,0.0454,0.8764,6.5424,52.4806,2.5705,0.0027,14.8006,11.8364,4.5153,75.9881,CALCILUTITO,3_BRSA_778_SE
506.77,99.4683,6.8826,0.1893,0.043,0.8648,6.6284,52.6439,2.5702,0.0025,14.8538,11.8704,4.5085,75.8337,CALCILUTITO,3_BRSA_778_SE
506.78,116.2058,7.3954,0.1824,0.0415,0.8589,6.702,52.8072,2.5699,0.0023,14.9071,11.9045,4.5017,75.6794,CALCILUTITO,3_BRSA_778_SE
506.79,120.8412,7.5992,0.1711,0.04,0.8506,6.7649,52.9705,2.5696,0.0021,14.9603,11.9385,4.4949,75.525,CALCILUTITO,3_BRSA_778_SE
506.8,117.8316,7.5626,0.1608,0.039,0.8562,6.7935,53.1338,2.5693,0.0019,15.0135,11.9725,4.4881,75.3706,CALCILUTITO,3_BRSA_778_SE
506.81,122.7394,7.7458,0.1519,0.0387,0.8524,6.8168,53.2085,2.5685,0.0017,14.9852,12.0307,4.48,75.2762,CALCILUTITO,3_BRSA_778_SE
506.82,122.8467,7.7494,0.1506,0.0398,0.846,6.7631,53.2833,2.5677,0.0015,14.9569,12.0888,4.472,75.1818,CALCILUTITO,3_BRSA_778_SE
