TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO,HDRS,NPHI,PE,DTC,Lithology,Well
246.45,405.7419,15.0799,0.0741,0.0229,0.7576,7.786,78.2477,2.3841,0.0094,6.173,0.2025,3.8368,98.0188,CALCILUTITO,3_BRSA_897_SE
246.46,386.2572,14.6743,0.0769,0.0223,0.7455,7.8016,78.5827,2.3814,0.0098,6.0877,0.2032,3.8264,97.8942,CALCILUTITO,3_BRSA_897_SE
246.47,369.1788,14.304,0.0816,0.0226,0.7308,7.7796,78.9176,2.3788,0.0101,6.0024,0.2039,3.8161,97.7695,CALCILUTITO,3_BRSA_897_SE
246.48,353.7179,13.8947,0.0846,0.0226,0.7264,7.7776,79.2526,2.3762,0.0104,5.9171,0.2045,3.8058,97.6449,CALCILUTITO,3_BRSA_897_SE
246.49,331.3303,13.4934,0.0878,0.0226,0.7244,7.7684,79.5875,2.3735,0.0108,5.8318,0.2052,3.7954,97.5203,CALCILUTITO,3_BRSA_897_SE
246.5,322.0957,13.3666,0.0861,0.0226,0.7215,7.7696,79.9225,2.3709,0.0111,5.7465,0.2058,3.7851,97.3957,CALCILUTITO,3_BRSA_897_SE
246.51,306.5164,13.1816,0.0864,0.0238,0.7246,7.6982,80.2488,2.3667,0.0113,5.6367,0.2074,3.7697,97.3518,CALCILUTITO,3_BRSA_897_SE
246.52,310.4048,13.3846,0.0794,0.0241,0.7213,7.6858,80.5751,2.3625,0.0115,5.527,0.2091,3.7543,97.3079,CALCILUTITO,3_BRSA_897_SE
246.53,306.2416,13.4454,0.0732,0.0242,0.7232,7.6802,80.9014,2.3583,0.0117,5.4172,0.2107,3.7389,97.264,CALCILUTITO,3_BRSA_897_SE
246.54,300.5265,13.4894,0.0686,0.0242,0.7342,7.6602,81.2277,2.3541,0.0119,5.3075,0.2123,3.7236,97.2201,CALCILUTITO,3_BRSA_897_SE
246.55,281.0149,13.162,0.0682,0.024,0.7456,7.6643,81.5541,2.3499,0.0121,5.1978,0.2139,3.7082,97.1762,CALCILUTITO,3_BRSA_897_SE
246.56,266.1599,12.936,0.0672,0.023,0.7552,7.721,81.8804,2.3457,0.0123,5.088,0.2155,3.6928,97.1323,CALCILUTITO,3_BRSA_897_SE
246.57,261.1352,12.8438,0.0676,0.0231,0.7578,7.7068,82.2067,2.3415,0.0125,4.9783,0.2171,3.6774,97.0884,CALCILUTITO,3_BRSA_897_SE
246.58,259.2382,12.7256,0.0756,0.0234,0.7636,7.6871,82.533,2.3374,0.0127,4.8685,0.2187,3.662,97.0445,CALCILUTITO,3_BRSA_897_SE
246.59,258.9966,12.5877,0.0814,0.0234,0.764,7.6994,82.8593,2.3332,0.0129,4.7588,0.2203,3.6467,97.0006,CALCILUTITO,3_BRSA_897_SE
246.6,261.1113,12.5388,0.0854,0.0236,0.7685,7.6844,83.1857,2.329,0.0132,4.6491,0.222,3.6313,96.9568,CALCILUTITO,3_BRSA_897_SE
246.61,259.7558,12.432,0.0881,0.0242,0.7844,7.6598,84.2527,2.3206,0.0132,4.5016,0.2276,3.5987,97.1731,CALCILUTITO,3_BRSA_897_SE
246.62,258.2631,12.3143,0.0932,0.0246,0.7946,7.6489,85.3198,2.3122,0.0133,4.3541,0.2332,3.5662,97.3895,CALCILUTITO,3_BRSA_897_SE
246.63,258.288,12.2679,0.0958,0.0245,0.8028,7.6456,86.3868,2.3038,0.0134,4.2067,0.2388,3.5336,97.6058,CALCILUTITO,3_BRSA_897_SE
246.64,268.1756,12.4657,0.0948,0.024,0.8018,7.6822,87.4538,2.2954,0.0134,4.0592,0.2444,3.5011,97.8222,CALCILUTITO,3_BRSA_897_SE
246.65,272.2336,12.595,0.094,0.0236,0.8028,7.701,88.5208,2.2871,0.0135,3.9117,0.25,3.4685,98.0385,CALCILUTITO,3_BRSA_897_SE
246.66,280.9061,12.7325,0.0971,0.0236,0.7963,7.71,89.5878,2.2787,0.0136,3.7643,0.2556,3.4359,98.2549,CALCILUTITO,3_BRSA_897_SE
246.67,291.5548,12.9642,0.0968,0.0234,0.7852,7.7332,90.6548,2.2703,0.0137,3.6168,0.2612,3.4034,98.4713,CALCILUTITO,3_BRSA_897_SE
246.68,297.7606,13.1083,0.0908,0.0229,0.7814,7.7656,91.7218,2.2619,0.0137,3.4693,0.2668,3.3708,98.6876,CALCILUTITO,3_BRSA_897_SE
246.69,292.3342,13.0436,0.0827,0.0231,0.7834,7.7505,92.7889,2.2535,0.0138,3.3219,0.2724,3.3383,98.904,CALCILUTITO,3_BRSA_897_SE
246.7,286.558,12.917,0.0826,0.0236,0.7868,7.7264,93.8558,2.2451,0.0139,3.1744,0.278,3.3057,99.1203,CALCILUTITO,3_BRSA_897_SE
246.71,280.8237,12.7488,0.085,0.0234,0.793,7.7194,94.2961,2.2432,0.0139,3.1391,0.2791,3.2964,99.387,CALCILUTITO,3_BRSA_897_SE
246.72,271.7677,12.5023,0.0851,0.0231,0.8009,7.7278,94.7364,2.2412,0.014,3.1038,0.2803,3.2871,99.6536,CALCILUTITO,3_BRSA_897_SE
246.73,258.1606,12.2154,0.0862,0.023,0.8046,7.7476,95.1766,2.2392,0.014,3.0685,0.2814,3.2777,99.9202,CALCILUTITO,3_BRSA_897_SE
246.74,248.8714,12.051,0.0909,0.023,0.8036,7.7516,95.6169,2.2372,0.014,3.0332,0.2826,3.2684,100.1869,CALCILUTITO,3_BRSA_897_SE
246.75,236.5569,11.8364,0.0924,0.023,0.8067,7.7498,96.0572,2.2353,0.0141,2.9979,0.2837,3.2591,100.4535,CALCILUTITO,3_BRSA_897_SE
246.76,222.934,11.5494,0.092,0.0236,0.8076,7.6976,96.4974,2.2333,0.0141,2.9627,0.2849,3.2497,100.7201,CALCILUTITO,3_BRSA_897_SE
246.77,208.447,11.2611,0.09,0.0236,0.8174,7.6896,96.9377,2.2313,0.0142,2.9274,0.286,3.2404,100.9868,CALCILUTITO,3_BRSA_897_SE
246.78,187.315,10.6868,0.0945,0.0234,0.8405,7.7004,97.378,2.2294,0.0142,2.8921,0.2872,3.2311,101.2534,CALCILUTITO,3_BRSA_897_SE
246.79,172.3254,10.2492,0.0979,0.0235,0.859,7.685,97.8183,2.2274,0.0142,2.8568,0.2883,3.2217,101.52,CALCILUTITO,3_BRSA_897_SE
246.8,158.8707,9.7341,0.1043,0.0241,0.873,7.6358,98.2585,2.2254,0.0143,2.8215,0.2895,3.2124,101.7866,CALCILUTITO,3_BRSA_897_SE
246.81,154.0989,9.4269,0.1128,0.0245,0.8795,7.6149,98.1393,2.2251,0.0143,2.8033,0.2902,3.2091,101.9842,CALCILUTITO,3_BRSA_897_SE
246.82,150.973,9.2156,0.1205,0.0254,0.876,7.5682,98.0202,2.2248,0.0142,2.7851,0.291,3.2059,102.1817,CALCILUTITO,3_BRSA_897_SE
246.83,155.916,9.2321,0.1246,0.0268,0.838,7.4797,97.9011,2.2244,0.0142,2.7668,0.2918,3.2026,102.3792,CALCILUTITO,3_BRSA_897_SE
246.84,164.9769,9.473,0.1201,0.028,0.7679,7.3949,97.7819,2.2241,0.0142,2.7486,0.2926,3.1993,102.5767,CALCILUTITO,3_BRSA_897_SE
246.85,171.0197,9.5738,0.1184,0.0284,0.745,7.3717,97.6628,2.2238,0.0142,2.7304,0.2934,3.1961,102.7743,CALCILUTITO,3_BRSA_897_SE
246.86,173.031,9.6739,0.1125,0.0278,0.7438,7.3964,97.5437,2.2234,0.0142,2.7122,0.2942,3.1928,102.9718,CALCILUTITO,3_BRSA_897_SE
246.87,172.5808,9.7257,0.1056,0.0274,0.7466,7.4137,97.4245,2.2231,0.0142,2.694,0.295,3.1895,103.1693,CALCILUTITO,3_BRSA_897_SE
246.88,175.1606,9.8686,0.1032,0.027,0.7513,7.4414,97.3054,2.2228,0.0142,2.6758,0.2958,3.1863,103.3669,CALCILUTITO,3_BRSA_897_SE
246.89,184.3997,10.0941,0.101,0.0264,0.7616,7.4892,97.1863,2.2224,0.0142,2.6575,0.2966,3.183,103.5644,CALCILUTITO,3_BRSA_897_SE
246.9,188.868,10.2047,0.0998,0.026,0.7724,7.5235,97.0671,2.2221,0.0142,2.6393,0.2974,3.1797,103.7619,CALCILUTITO,3_BRSA_897_SE
246.91,187.67,10.1902,0.1011,0.0264,0.7758,7.51,96.6683,2.222,0.0141,2.636,0.2995,3.1812,104.0985,CALCILUTITO,3_BRSA_897_SE
246.92,188.4112,10.2028,0.1085,0.0264,0.7771,7.5231,96.2694,2.2219,0.0141,2.6326,0.3017,3.1827,104.4351,CALCILUTITO,3_BRSA_897_SE
246.93,182.128,9.9872,0.1144,0.0264,0.7869,7.5104,95.8706,2.2218,0.0141,2.6292,0.3038,3.1841,104.7716,CALCILUTITO,3_BRSA_897_SE
246.94,173.9488,9.7108,0.1175,0.0268,0.7924,7.4916,95.4718,2.2217,0.0141,2.6259,0.3059,3.1856,105.1082,CALCILUTITO,3_BRSA_897_SE
246.95,153.8132,9.1773,0.1259,0.0277,0.7853,7.4366,95.0729,2.2216,0.014,2.6225,0.308,3.187,105.4448,CALCILUTITO,3_BRSA_897_SE
246.96,148.516,8.8572,0.138,0.0294,0.7742,7.3632,94.6741,2.2215,0.014,2.6191,0.3102,3.1885,105.7814,CALCILUTITO,3_BRSA_897_SE
246.97,144.194,8.6704,0.1404,0.03,0.7732,7.32,94.2753,2.2214,0.014,2.6158,0.3123,3.19,106.1179,CALCILUTITO,3_BRSA_897_SE
246.98,146.6327,8.64,0.1403,0.0304,0.7631,7.3018,93.8764,2.2213,0.014,2.6124,0.3144,3.1914,106.4545,CALCILUTITO,3_BRSA_897_SE
246.99,149.1505,8.621,0.1405,0.0301,0.7382,7.3024,93.4776,2.2212,0.0139,2.609,0.3166,3.1929,106.7911,CALCILUTITO,3_BRSA_897_SE
247.0,151.0249,8.5571,0.1469,0.0306,0.724,7.2773,93.0787,2.2211,0.0139,2.6057,0.3187,3.1944,107.1277,CALCILUTITO,3_BRSA_897_SE
247.01,155.2104,8.5973,0.1501,0.0304,0.7248,7.285,92.4416,2.2209,0.0132,2.614,0.3182,3.1993,107.3509,CALCILUTITO,3_BRSA_897_SE
247.02,158.0066,8.6604,0.1484,0.0308,0.7342,7.2754,91.8045,2.2206,0.0124,2.6223,0.3176,3.2042,107.5742,CALCILUTITO,3_BRSA_897_SE
247.03,162.9527,8.8056,0.1437,0.0308,0.7378,7.2788,91.1674,2.2204,0.0116,2.6306,0.3171,3.2091,107.7974,CALCILUTITO,3_BRSA_897_SE
247.04,159.6976,8.7428,0.1456,0.031,0.74,7.2624,90.5303,2.2201,0.0109,2.6389,0.3166,3.214,108.0207,CALCILUTITO,3_BRSA_897_SE
247.05,155.7124,8.7074,0.1414,0.0306,0.7532,7.2668,89.8932,2.2199,0.0101,2.6472,0.3161,3.2189,108.2439,SILTITO,3_BRSA_897_SE
247.06,153.2323,8.6676,0.1376,0.0302,0.7588,7.2946,89.2561,2.2196,0.0094,2.6555,0.3156,3.2238,108.4672,SILTITO,3_BRSA_897_SE
247.07,145.4305,8.4374,0.1394,0.0305,0.756,7.2702,88.619,2.2194,0.0086,2.6638,0.315,3.2287,108.6904,SILTITO,3_BRSA_897_SE
247.08,135.4264,8.1994,0.1418,0.0315,0.7638,7.222,87.9819,2.2191,0.0079,2.6721,0.3145,3.2337,108.9137,SILTITO,3_BRSA_897_SE
247.09,125.7384,7.9673,0.1427,0.0319,0.774,7.1992,87.3448,2.2188,0.0071,2.6804,0.314,3.2386,109.1369,SILTITO,3_BRSA_897_SE
247.1,123.931,7.8113,0.1465,0.0324,0.788,7.1702,86.7078,2.2186,0.0064,2.6887,0.3135,3.2435,109.3602,SILTITO,3_BRSA_897_SE
247.11,124.582,7.7405,0.1475,0.0332,0.8016,7.1416,86.9461,2.2176,0.0059,2.6997,0.3132,3.2442,109.4977,SILTITO,3_BRSA_897_SE
247.12,128.892,7.8308,0.1425,0.0326,0.8124,7.1734,87.1844,2.2165,0.0054,2.7106,0.3128,3.2448,109.6352,SILTITO,3_BRSA_897_SE
247.13,135.6982,7.9541,0.1387,0.032,0.8104,7.2006,87.4226,2.2155,0.005,2.7216,0.3125,3.2455,109.7728,SILTITO,3_BRSA_897_SE
247.14,134.924,7.8316,0.1427,0.0328,0.8089,7.1508,87.6609,2.2145,0.0045,2.7325,0.3122,3.2462,109.9103,SILTITO,3_BRSA_897_SE
247.15,133.2613,7.7323,0.1445,0.033,0.81,7.1333,87.8992,2.2134,0.0041,2.7434,0.3119,3.2469,110.0479,SILTITO,3_BRSA_897_SE
247.16,140.6649,7.8641,0.1469,0.032,0.7936,7.1722,88.1374,2.2124,0.0036,2.7544,0.3116,3.2476,110.1854,SILTITO,3_BRSA_897_SE
247.17,145.7563,8.0038,0.1448,0.0318,0.7822,7.1906,88.3757,2.2114,0.0031,2.7653,0.3113,3.2482,110.3229,SILTITO,3_BRSA_897_SE
247.18,149.4858,8.008,0.1471,0.0319,0.7828,7.1793,88.6139,2.2103,0.0027,2.7763,0.3109,3.2489,110.4605,SILTITO,3_BRSA_897_SE
247.19,154.9626,8.0672,0.1471,0.0318,0.7827,7.1943,88.8522,2.2093,0.0022,2.7872,0.3106,3.2496,110.598,SILTITO,3_BRSA_897_SE
247.2,159.8791,8.3278,0.1378,0.03,0.794,7.2874,89.0905,2.2083,0.0018,2.7982,0.3103,3.2503,110.7355,SILTITO,3_BRSA_897_SE
247.21,159.9737,8.5242,0.1324,0.0286,0.8064,7.3631,89.4323,2.2075,0.0014,2.8167,0.3106,3.2479,110.7415,SILTITO,3_BRSA_897_SE
247.22,150.0251,8.4514,0.1294,0.0282,0.818,7.3848,89.7742,2.2068,0.001,2.8353,0.311,3.2455,110.7475,SILTITO,3_BRSA_897_SE
247.23,146.683,8.5148,0.1271,0.0284,0.814,7.3694,90.1161,2.206,0.0006,2.8538,0.3114,3.2431,110.7534,SILTITO,3_BRSA_897_SE
247.24,150.1126,8.6942,0.1205,0.0284,0.8066,7.3774,90.4579,2.2053,0.0002,2.8724,0.3117,3.2408,110.7594,SILTITO,3_BRSA_897_SE
247.25,151.2949,8.728,0.1244,0.0286,0.8119,7.3682,90.7998,2.2046,-0.0001,2.8909,0.3121,3.2384,110.7654,SILTITO,3_BRSA_897_SE
247.26,157.7225,8.8536,0.1252,0.0294,0.8058,7.3408,91.1416,2.2038,-0.0005,2.9095,0.3124,3.236,110.7713,SILTITO,3_BRSA_897_SE
247.27,161.9573,8.8979,0.1256,0.03,0.8018,7.3143,91.4835,2.2031,-0.0009,2.928,0.3128,3.2336,110.7773,SILTITO,3_BRSA_897_SE
247.28,162.0989,8.8842,0.1278,0.0294,0.8039,7.3398,91.8254,2.2023,-0.0013,2.9466,0.3131,3.2313,110.7832,SILTITO,3_BRSA_897_SE
247.29,154.6222,8.863,0.1301,0.0292,0.8129,7.3338,92.1672,2.2016,-0.0017,2.9651,0.3135,3.2289,110.7892,SILTITO,3_BRSA_897_SE
247.3,154.9794,9.0553,0.1256,0.0288,0.8131,7.3544,92.509,2.2009,-0.002,2.9837,0.3138,3.2265,110.7952,SILTITO,3_BRSA_897_SE
247.31,160.0147,9.2736,0.1233,0.0284,0.8029,7.3732,92.5332,2.2,-0.0024,2.9879,0.3128,3.2152,110.7618,SILTITO,3_BRSA_897_SE
247.32,155.6103,9.1745,0.1234,0.0286,0.7941,7.37,92.5574,2.1992,-0.0028,2.9921,0.3118,3.2039,110.7285,SILTITO,3_BRSA_897_SE
247.33,154.9434,9.1215,0.1246,0.0284,0.7842,7.3726,92.5816,2.1984,-0.0031,2.9963,0.3109,3.1926,110.6952,SILTITO,3_BRSA_897_SE
247.34,147.9886,8.7634,0.133,0.029,0.7951,7.367,92.6057,2.1976,-0.0035,3.0006,0.3099,3.1813,110.6619,SILTITO,3_BRSA_897_SE
247.35,139.104,8.3442,0.1404,0.0306,0.806,7.2918,92.6299,2.1967,-0.0039,3.0048,0.3089,3.17,110.6286,SILTITO,3_BRSA_897_SE
247.36,128.0194,7.8257,0.1533,0.0324,0.8076,7.2078,92.6541,2.1959,-0.0042,3.009,0.3079,3.1587,110.5953,SILTITO,3_BRSA_897_SE
247.37,117.153,7.3276,0.1643,0.0353,0.8148,7.1117,92.6782,2.1951,-0.0046,3.0132,0.3069,3.1474,110.562,SILTITO,3_BRSA_897_SE
247.38,111.0916,7.0678,0.1702,0.0372,0.8262,7.0302,92.7024,2.1943,-0.005,3.0175,0.3059,3.1361,110.5287,SILTITO,3_BRSA_897_SE
247.39,108.1838,7.0326,0.168,0.0377,0.8402,7.0088,92.7266,2.1934,-0.0053,3.0217,0.3049,3.1248,110.4953,SILTITO,3_BRSA_897_SE
247.4,114.0262,7.3068,0.162,0.0356,0.8421,7.0588,92.7507,2.1926,-0.0057,3.0259,0.3039,3.1135,110.462,SILTITO,3_BRSA_897_SE
247.41,121.4584,7.6804,0.1533,0.0337,0.8442,7.1482,92.5125,2.1926,-0.0058,3.0268,0.3032,3.1077,110.4338,SILTITO,3_BRSA_897_SE
247.42,124.7458,7.9308,0.1406,0.0323,0.844,7.2058,92.2742,2.1927,-0.0059,3.0276,0.3025,3.1019,110.4055,SILTITO,3_BRSA_897_SE
247.43,129.6084,8.1169,0.1388,0.0316,0.8274,7.2317,92.0359,2.1927,-0.0059,3.0285,0.3017,3.0961,110.3772,SILTITO,3_BRSA_897_SE
247.44,134.8385,8.1765,0.1392,0.032,0.8064,7.214,91.7977,2.1928,-0.006,3.0293,0.301,3.0904,110.3489,SILTITO,3_BRSA_897_SE
247.45,129.4276,7.9256,0.1462,0.0332,0.8187,7.175,91.5594,2.1928,-0.0061,3.0302,0.3002,3.0846,110.3207,SILTITO,3_BRSA_897_SE
247.46,120.2113,7.5768,0.1553,0.0348,0.8378,7.0985,91.3211,2.1928,-0.0062,3.031,0.2995,3.0788,110.2924,SILTITO,3_BRSA_897_SE
247.47,107.4578,7.0648,0.1674,0.0358,0.8565,7.0407,91.0829,2.1929,-0.0062,3.0319,0.2988,3.073,110.2641,SILTITO,3_BRSA_897_SE
247.48,101.4448,6.8636,0.172,0.0362,0.8718,7.0006,90.8446,2.1929,-0.0063,3.0327,0.298,3.0673,110.2358,SILTITO,3_BRSA_897_SE
247.49,92.8303,6.6782,0.1737,0.0364,0.8877,6.9842,90.6063,2.1929,-0.0064,3.0336,0.2973,3.0615,110.2076,SILTITO,3_BRSA_897_SE
247.5,83.8383,6.5038,0.177,0.0362,0.8947,7.0188,90.3681,2.193,-0.0065,3.0344,0.2966,3.0557,110.1793,SILTITO,3_BRSA_897_SE
247.51,75.022,6.2339,0.1768,0.0372,0.8929,6.9738,89.9744,2.1931,-0.0066,3.0331,0.2982,3.0521,110.1464,SILTITO,3_BRSA_897_SE
247.52,66.9308,5.9778,0.1802,0.0377,0.892,6.9292,89.5807,2.1933,-0.0067,3.0318,0.2998,3.0484,110.1135,SILTITO,3_BRSA_897_SE
247.53,60.1852,5.7494,0.1808,0.0376,0.888,6.9156,89.1871,2.1935,-0.0069,3.0305,0.3015,3.0447,110.0807,SILTITO,3_BRSA_897_SE
247.54,53.9306,5.5468,0.1801,0.0376,0.8842,6.8964,88.7934,2.1936,-0.007,3.0291,0.3031,3.0411,110.0478,SILTITO,3_BRSA_897_SE
247.55,48.5208,5.3673,0.1816,0.0379,0.8797,6.8556,88.3998,2.1938,-0.0071,3.0278,0.3048,3.0374,110.0149,ARENITO,3_BRSA_897_SE
247.56,47.9056,5.3241,0.185,0.0382,0.868,6.8381,88.0061,2.1939,-0.0073,3.0265,0.3064,3.0338,109.9821,ARENITO,3_BRSA_897_SE
247.57,53.8652,5.636,0.1744,0.0366,0.8778,6.923,87.6125,2.1941,-0.0074,3.0252,0.3081,3.0301,109.9492,ARENITO,3_BRSA_897_SE
247.58,61.5516,5.9706,0.168,0.0362,0.8695,6.9689,87.2188,2.1942,-0.0075,3.0238,0.3097,3.0265,109.9163,ARENITO,3_BRSA_897_SE
247.59,65.6585,6.1062,0.1648,0.0374,0.8502,6.9337,86.8252,2.1944,-0.0077,3.0225,0.3114,3.0228,109.8834,ARENITO,3_BRSA_897_SE
247.6,68.1754,6.1882,0.1632,0.0378,0.8348,6.9137,86.4316,2.1946,-0.0078,3.0212,0.313,3.0191,109.8506,ARENITO,3_BRSA_897_SE
247.61,72.1546,6.3894,0.152,0.0357,0.8842,7.0194,86.5421,2.1941,-0.0083,3.0186,0.315,3.0217,109.7229,ARENITO,3_BRSA_897_SE
247.62,74.7102,6.5329,0.1486,0.0344,0.9015,7.072,86.6526,2.1936,-0.0088,3.0159,0.317,3.0243,109.5953,ARENITO,3_BRSA_897_SE
247.63,72.1186,6.411,0.1515,0.0348,0.8994,7.0352,86.7631,2.1932,-0.0093,3.0133,0.3189,3.0269,109.4677,ARENITO,3_BRSA_897_SE
247.64,70.2974,6.3769,0.1501,0.0343,0.8978,7.0404,86.8736,2.1927,-0.0097,3.0107,0.3209,3.0294,109.3401,ARENITO,3_BRSA_897_SE
247.65,69.3226,6.3814,0.1514,0.0343,0.8952,7.0392,86.9841,2.1923,-0.0102,3.008,0.3229,3.032,109.2125,ARENITO,3_BRSA_897_SE
247.66,69.6654,6.4118,0.152,0.0343,0.8791,7.0203,87.0946,2.1918,-0.0107,3.0054,0.3248,3.0346,109.0848,ARENITO,3_BRSA_897_SE
247.67,68.852,6.3459,0.1564,0.0346,0.8114,6.9802,87.2051,2.1914,-0.0112,3.0028,0.3268,3.0372,108.9572,ARENITO,3_BRSA_897_SE
247.68,70.0925,6.3766,0.1566,0.0346,0.7977,6.9884,87.3156,2.1909,-0.0117,3.0001,0.3288,3.0398,108.8296,ARENITO,3_BRSA_897_SE
247.69,73.8911,6.5603,0.154,0.0339,0.7952,7.032,87.4261,2.1905,-0.0122,2.9975,0.3307,3.0423,108.702,ARENITO,3_BRSA_897_SE
247.7,76.1055,6.6002,0.1584,0.0334,0.799,7.0568,87.5366,2.19,-0.0126,2.9949,0.3327,3.0449,108.5744,ARENITO,3_BRSA_897_SE
247.71,76.9185,6.6138,0.1574,0.0328,0.8204,7.0982,87.8733,2.1906,-0.0128,2.9963,0.3337,3.0501,108.4835,ARENITO,3_BRSA_897_SE
247.72,74.0228,6.4756,0.1594,0.0329,0.8312,7.1084,88.2099,2.1911,-0.013,2.9978,0.3346,3.0554,108.3927,ARENITO,3_BRSA_897_SE
247.73,73.3862,6.495,0.1578,0.0315,0.846,7.1772,88.5466,2.1916,-0.0131,2.9993,0.3356,3.0606,108.3019,ARENITO,3_BRSA_897_SE
247.74,76.2661,6.5882,0.157,0.0308,0.8618,7.2164,88.8833,2.1922,-0.0133,3.0007,0.3366,3.0658,108.211,ARENITO,3_BRSA_897_SE
247.75,79.6512,6.7362,0.1503,0.0298,0.8798,7.278,89.22,2.1927,-0.0134,3.0022,0.3376,3.071,108.1202,ARENITO,3_BRSA_897_SE
247.76,86.7039,7.006,0.1471,0.0288,0.886,7.3467,89.5567,2.1932,-0.0136,3.0036,0.3385,3.0763,108.0293,ARENITO,3_BRSA_897_SE
247.77,95.2938,7.3052,0.1426,0.028,0.892,7.4019,89.8933,2.1938,-0.0137,3.0051,0.3395,3.0815,107.9385,ARENITO,3_BRSA_897_SE
247.78,92.9899,7.159,0.1491,0.0286,0.9064,7.3818,90.23,2.1943,-0.0139,3.0066,0.3405,3.0867,107.8477,ARENITO,3_BRSA_897_SE
247.79,85.2595,6.688,0.1716,0.0311,0.9162,7.2671,90.5667,2.1948,-0.014,3.008,0.3415,3.092,107.7568,ARENITO,3_BRSA_897_SE
247.8,77.5398,6.293,0.1795,0.0329,0.922,7.1732,90.9034,2.1954,-0.0142,3.0095,0.3424,3.0972,107.666,ARENITO,3_BRSA_897_SE
247.81,71.7241,6.1082,0.1805,0.0324,0.9313,7.1904,91.2504,2.1964,-0.0142,3.0132,0.3408,3.1065,107.616,ARENITO,3_BRSA_897_SE
247.82,64.3582,5.9397,0.1782,0.0313,0.9382,7.2296,91.5975,2.1975,-0.0143,3.017,0.3391,3.1159,107.5661,ARENITO,3_BRSA_897_SE
247.83,64.936,6.0548,0.173,0.031,0.9374,7.2374,91.9445,2.1985,-0.0143,3.0207,0.3374,3.1252,107.5161,ARENITO,3_BRSA_897_SE
247.84,70.1722,6.3814,0.16,0.0292,0.9306,7.3254,92.2915,2.1996,-0.0144,3.0244,0.3357,3.1346,107.4662,ARENITO,3_BRSA_897_SE
247.85,75.6546,6.7383,0.1462,0.0292,0.9213,7.3352,92.6386,2.2006,-0.0144,3.0282,0.334,3.1439,107.4162,ARENITO,3_BRSA_897_SE
247.86,81.3538,6.9495,0.1497,0.0292,0.9159,7.3519,92.9856,2.2017,-0.0144,3.0319,0.3323,3.1533,107.3663,ARENITO,3_BRSA_897_SE
247.87,81.6688,6.9346,0.1503,0.03,0.9096,7.3143,93.3326,2.2027,-0.0145,3.0356,0.3306,3.1626,107.3163,ARENITO,3_BRSA_897_SE
247.88,80.0672,6.8301,0.1519,0.0292,0.9016,7.355,93.6797,2.2038,-0.0145,3.0394,0.3289,3.172,107.2664,ARENITO,3_BRSA_897_SE
247.89,79.2088,6.7866,0.1501,0.0304,0.8929,7.299,94.0267,2.2049,-0.0146,3.0431,0.3273,3.1813,107.2164,ARENITO,3_BRSA_897_SE
247.9,77.1736,6.6646,0.1577,0.0314,0.8942,7.257,94.3738,2.2059,-0.0146,3.0468,0.3256,3.1907,107.1665,ARENITO,3_BRSA_897_SE
247.91,74.1818,6.4496,0.1675,0.0326,0.8971,7.2038,94.7864,2.2096,-0.0143,3.0544,0.3222,3.2163,107.2988,ARENITO,3_BRSA_897_SE
247.92,75.0198,6.3406,0.176,0.0346,0.8944,7.1198,95.1991,2.2134,-0.0141,3.062,0.3188,3.242,107.4311,ARENITO,3_BRSA_897_SE
247.93,77.4893,6.3691,0.1818,0.0367,0.8791,7.028,95.6117,2.2171,-0.0138,3.0695,0.3154,3.2676,107.5634,ARENITO,3_BRSA_897_SE
247.94,79.1372,6.415,0.1824,0.0394,0.8596,6.9127,96.0244,2.2208,-0.0135,3.0771,0.3121,3.2933,107.6957,ARENITO,3_BRSA_897_SE
247.95,75.008,6.1652,0.1954,0.0421,0.8408,6.818,96.437,2.2246,-0.0133,3.0847,0.3087,3.3189,107.828,ARENITO,3_BRSA_897_SE
247.96,71.2949,5.9079,0.1995,0.0434,0.8185,6.734,96.8497,2.2283,-0.013,3.0923,0.3053,3.3446,107.9603,ARENITO,3_BRSA_897_SE
247.97,68.2387,5.6617,0.2026,0.044,0.8007,6.6901,97.2623,2.232,-0.0127,3.0998,0.3019,3.3702,108.0926,ARENITO,3_BRSA_897_SE
247.98,65.881,5.4154,0.2082,0.043,0.8174,6.7042,97.6749,2.2358,-0.0125,3.1074,0.2985,3.3959,108.2249,ARENITO,3_BRSA_897_SE
247.99,63.5274,5.1724,0.2172,0.0416,0.8726,6.7582,98.0876,2.2395,-0.0122,3.115,0.2952,3.4215,108.3572,ARENITO,3_BRSA_897_SE
248.0,68.0014,5.2668,0.2176,0.0401,0.9228,6.8512,98.5002,2.2432,-0.0119,3.1226,0.2918,3.4472,108.4895,ARENITO,3_BRSA_897_SE
248.01,79.2593,5.7755,0.2009,0.0378,0.9422,6.9999,98.8628,2.2439,-0.0119,3.1207,0.2936,3.4586,108.5484,ARENITO,3_BRSA_897_SE
248.02,88.8371,6.3424,0.1864,0.0336,0.9528,7.2028,99.2254,2.2447,-0.0119,3.1189,0.2955,3.4701,108.6074,ARENITO,3_BRSA_897_SE
248.03,96.479,6.9642,0.1659,0.0294,0.9535,7.414,99.588,2.2454,-0.0118,3.1171,0.2973,3.4815,108.6663,ARENITO,3_BRSA_897_SE
