TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO,HDRS,NPHI,PE,DTC,Lithology,Well
231.69,73.7316,6.5042,0.1466,0.0339,0.8944,7.0946,72.966,2.2915,-0.0108,3.842,0.2826,4.6074,109.5397,CALCILUTITO,3_BRSA_897_SE
231.7,73.8758,6.4847,0.1499,0.0324,0.9324,7.2074,72.2565,2.2926,-0.0119,3.8639,0.2785,4.6241,109.4298,CALCILUTITO,3_BRSA_897_SE
231.71,84.1501,6.8481,0.1468,0.0288,0.9414,7.3976,72.3912,2.2926,-0.0123,3.8661,0.2765,4.6221,109.4178,CALCILUTITO,3_BRSA_897_SE
231.72,95.7593,7.3111,0.1422,0.0266,0.94,7.4942,72.5259,2.2926,-0.0128,3.8683,0.2744,4.6201,109.4057,CALCILUTITO,3_BRSA_897_SE
231.73,106.6023,7.6846,0.1381,0.0253,0.9365,7.5657,72.6605,2.2926,-0.0132,3.8705,0.2724,4.618,109.3937,CALCILUTITO,3_BRSA_897_SE
231.74,116.1843,7.9285,0.1332,0.0244,0.9373,7.6322,72.7952,2.2927,-0.0136,3.8727,0.2703,4.616,109.3817,CALCILUTITO,3_BRSA_897_SE
231.75,134.1056,8.4386,0.1288,0.0246,0.9314,7.6184,72.9299,2.2927,-0.0141,3.875,0.2683,4.614,109.3697,CALCILUTITO,3_BRSA_897_SE
231.76,143.8659,8.7384,0.1284,0.0254,0.9212,7.5763,73.0645,2.2927,-0.0145,3.8772,0.2662,4.6119,109.3576,CALCILUTITO,3_BRSA_897_SE
231.77,156.1354,9.1135,0.1268,0.0248,0.908,7.6322,73.1992,2.2927,-0.0149,3.8794,0.2642,4.6099,109.3456,CALCILUTITO,3_BRSA_897_SE
231.78,176.1441,9.7613,0.1189,0.0248,0.898,7.6464,73.3339,2.2928,-0.0154,3.8816,0.2621,4.6078,109.3336,CALCILUTITO,3_BRSA_897_SE
231.79,186.3756,10.2028,0.1131,0.0243,0.8968,7.6708,73.4686,2.2928,-0.0158,3.8839,0.26,4.6058,109.3215,CALCILUTITO,3_BRSA_897_SE
231.8,178.9534,10.063,0.115,0.0235,0.9048,7.7146,73.6033,2.2928,-0.0162,3.8861,0.258,4.6038,109.3095,CALCILUTITO,3_BRSA_897_SE
231.81,165.1361,9.74,0.1118,0.023,0.9088,7.7392,74.0021,2.2918,-0.0168,3.8664,0.259,4.5951,109.3752,CALCILUTITO,3_BRSA_897_SE
231.82,164.7222,9.7688,0.1095,0.0242,0.9076,7.646,74.4009,2.2908,-0.0173,3.8468,0.26,4.5864,109.441,CALCILUTITO,3_BRSA_897_SE
231.83,153.7554,9.5142,0.1094,0.0256,0.91,7.5492,74.7998,2.2898,-0.0178,3.8271,0.2611,4.5777,109.5067,CALCILUTITO,3_BRSA_897_SE
231.84,144.2727,9.3024,0.1093,0.0272,0.9118,7.4452,75.1986,2.2888,-0.0183,3.8075,0.2621,4.569,109.5724,CALCILUTITO,3_BRSA_897_SE
231.85,145.002,9.3721,0.1064,0.0297,0.9039,7.2945,75.5974,2.2877,-0.0188,3.7878,0.2631,4.5603,109.6382,CALCILUTITO,3_BRSA_897_SE
231.86,152.7294,9.6741,0.0998,0.0322,0.8951,7.151,75.9963,2.2867,-0.0193,3.7682,0.2642,4.5516,109.7039,CALCILUTITO,3_BRSA_897_SE
231.87,153.9034,9.7238,0.0965,0.0334,0.8926,7.1264,76.3951,2.2857,-0.0199,3.7485,0.2652,4.5429,109.7696,CALCILUTITO,3_BRSA_897_SE
231.88,151.8202,9.6485,0.095,0.034,0.8934,7.0972,76.794,2.2847,-0.0204,3.7289,0.2662,4.5342,109.8354,CALCILUTITO,3_BRSA_897_SE
231.89,150.4289,9.5934,0.0952,0.0341,0.894,7.0968,77.1928,2.2837,-0.0209,3.7092,0.2672,4.5255,109.9011,CALCILUTITO,3_BRSA_897_SE
231.9,149.9098,9.5667,0.0952,0.0337,0.8942,7.0862,77.5917,2.2826,-0.0214,3.6896,0.2683,4.5168,109.9668,CALCILUTITO,3_BRSA_897_SE
231.91,149.8956,9.5507,0.0968,0.0337,0.8942,7.0854,78.3479,2.2817,-0.0217,3.6258,0.2685,4.4942,110.0922,CALCILUTITO,3_BRSA_897_SE
231.92,150.5816,9.5496,0.1008,0.0338,0.8938,7.0894,79.1041,2.2807,-0.0221,3.5621,0.2687,4.4717,110.2176,CALCILUTITO,3_BRSA_897_SE
231.93,152.1604,9.5792,0.1032,0.0339,0.893,7.0996,79.8604,2.2798,-0.0224,3.4984,0.2689,4.4491,110.343,CALCILUTITO,3_BRSA_897_SE
231.94,154.4262,9.6258,0.1034,0.0338,0.8919,7.1044,80.6166,2.2788,-0.0227,3.4347,0.2691,4.4265,110.4683,CALCILUTITO,3_BRSA_897_SE
231.95,157.3644,9.6932,0.1024,0.0335,0.8906,7.1266,81.3728,2.2779,-0.023,3.3709,0.2693,4.404,110.5937,CALCILUTITO,3_BRSA_897_SE
231.96,161.01,9.7898,0.0983,0.0335,0.8889,7.1292,82.1291,2.2769,-0.0234,3.3072,0.2696,4.3814,110.7191,CALCILUTITO,3_BRSA_897_SE
231.97,165.3917,9.9043,0.0935,0.0336,0.8869,7.1219,82.8853,2.276,-0.0237,3.2435,0.2698,4.3589,110.8445,CALCILUTITO,3_BRSA_897_SE
231.98,170.4945,10.0414,0.0884,0.0342,0.8847,7.0955,83.6415,2.275,-0.024,3.1798,0.27,4.3363,110.9698,CALCILUTITO,3_BRSA_897_SE
231.99,176.3072,10.1912,0.0857,0.0344,0.8822,7.0852,84.3978,2.2741,-0.0243,3.1161,0.2702,4.3138,111.0952,CALCILUTITO,3_BRSA_897_SE
232.0,180.5432,10.2646,0.086,0.0326,0.8848,7.1798,85.1539,2.2731,-0.0247,3.0523,0.2704,4.2912,111.2206,CALCILUTITO,3_BRSA_897_SE
232.01,182.2408,10.1819,0.09,0.03,0.8927,7.3326,85.3456,2.273,-0.0249,3.0279,0.2712,4.283,111.2046,CALCILUTITO,3_BRSA_897_SE
232.02,187.3753,10.2368,0.0953,0.0274,0.8972,7.4822,85.5372,2.2728,-0.025,3.0034,0.272,4.2747,111.1886,CALCILUTITO,3_BRSA_897_SE
232.03,177.8822,9.9187,0.1054,0.0248,0.915,7.627,85.7289,2.2726,-0.0252,2.9789,0.2729,4.2665,111.1727,CALCILUTITO,3_BRSA_897_SE
232.04,165.5745,9.6106,0.1098,0.0231,0.9422,7.7458,85.9205,2.2724,-0.0254,2.9545,0.2737,4.2582,111.1567,CALCILUTITO,3_BRSA_897_SE
232.05,162.6405,9.4637,0.1124,0.0222,0.954,7.8127,86.1122,2.2722,-0.0256,2.93,0.2745,4.2499,111.1408,SILTITO,3_BRSA_897_SE
232.06,174.521,9.6256,0.1138,0.0226,0.954,7.7962,86.3038,2.272,-0.0257,2.9055,0.2753,4.2417,111.1248,SILTITO,3_BRSA_897_SE
232.07,172.342,9.7014,0.1117,0.022,0.9554,7.83,86.4955,2.2719,-0.0259,2.8811,0.2762,4.2334,111.1088,SILTITO,3_BRSA_897_SE
232.08,176.5502,9.9532,0.1032,0.0212,0.9549,7.8764,86.6871,2.2717,-0.0261,2.8566,0.277,4.2252,111.0929,SILTITO,3_BRSA_897_SE
232.09,181.2522,10.1124,0.1001,0.0211,0.9488,7.8812,86.8788,2.2715,-0.0263,2.8321,0.2778,4.2169,111.0769,SILTITO,3_BRSA_897_SE
232.1,180.8501,10.0932,0.1014,0.021,0.9418,7.8822,87.0704,2.2713,-0.0264,2.8077,0.2786,4.2087,111.061,SILTITO,3_BRSA_897_SE
232.11,163.6604,9.8371,0.1007,0.021,0.9412,7.8799,86.9253,2.2721,-0.0265,2.7928,0.2796,4.2056,111.0021,SILTITO,3_BRSA_897_SE
232.12,153.7526,9.6787,0.1004,0.0221,0.9446,7.8121,86.7803,2.2728,-0.0266,2.7779,0.2806,4.2025,110.9433,SILTITO,3_BRSA_897_SE
232.13,149.1048,9.4922,0.1037,0.0226,0.9434,7.7818,86.6353,2.2736,-0.0266,2.763,0.2816,4.1994,110.8845,SILTITO,3_BRSA_897_SE
232.14,145.7405,9.4326,0.1026,0.0228,0.9386,7.7619,86.4902,2.2744,-0.0267,2.7481,0.2825,4.1963,110.8257,SILTITO,3_BRSA_897_SE
232.15,145.1444,9.4591,0.1042,0.0226,0.9347,7.762,86.3452,2.2751,-0.0268,2.7331,0.2835,4.1932,110.7669,SILTITO,3_BRSA_897_SE
232.16,147.9475,9.5893,0.1034,0.0218,0.9358,7.8044,86.2002,2.2759,-0.0268,2.7182,0.2845,4.1901,110.7081,SILTITO,3_BRSA_897_SE
232.17,152.347,9.7298,0.1014,0.0213,0.9338,7.8446,86.0551,2.2767,-0.0269,2.7033,0.2855,4.1871,110.6493,SILTITO,3_BRSA_897_SE
232.18,157.7099,9.8442,0.1043,0.0214,0.9282,7.8516,85.9101,2.2774,-0.027,2.6884,0.2865,4.184,110.5905,SILTITO,3_BRSA_897_SE
232.19,169.9929,10.1254,0.1056,0.0216,0.9238,7.8421,85.7651,2.2782,-0.027,2.6735,0.2875,4.1809,110.5316,SILTITO,3_BRSA_897_SE
232.2,179.432,10.2788,0.1084,0.0217,0.92,7.8388,85.62,2.279,-0.0271,2.6586,0.2884,4.1778,110.4728,SILTITO,3_BRSA_897_SE
232.21,185.1058,10.3716,0.1094,0.022,0.9108,7.8116,84.7653,2.2807,-0.027,2.6556,0.2897,4.1835,110.4071,SILTITO,3_BRSA_897_SE
232.22,180.7174,10.2177,0.1117,0.0224,0.9052,7.7853,83.9107,2.2825,-0.0269,2.6525,0.2909,4.1893,110.3413,SILTITO,3_BRSA_897_SE
232.23,177.9925,10.1468,0.1142,0.0224,0.9006,7.7774,83.056,2.2843,-0.0268,2.6494,0.2921,4.195,110.2756,SILTITO,3_BRSA_897_SE
232.24,167.963,9.9256,0.1109,0.0226,0.8976,7.7576,82.2014,2.286,-0.0267,2.6464,0.2934,4.2008,110.2098,SILTITO,3_BRSA_897_SE
232.25,163.3444,9.7826,0.1114,0.0243,0.8884,7.651,81.3467,2.2878,-0.0266,2.6433,0.2946,4.2065,110.1441,SILTITO,3_BRSA_897_SE
232.26,155.656,9.6094,0.107,0.0247,0.8785,7.6272,80.4921,2.2895,-0.0265,2.6402,0.2958,4.2123,110.0783,SILTITO,3_BRSA_897_SE
232.27,151.3301,9.4794,0.1069,0.0258,0.8644,7.561,79.6374,2.2913,-0.0264,2.6371,0.297,4.218,110.0126,SILTITO,3_BRSA_897_SE
232.28,143.7702,9.2069,0.1084,0.0264,0.8501,7.5054,78.7828,2.2931,-0.0263,2.6341,0.2983,4.2237,109.9468,SILTITO,3_BRSA_897_SE
232.29,133.0862,8.8531,0.1102,0.0269,0.8484,7.4762,77.9281,2.2948,-0.0262,2.631,0.2995,4.2295,109.8811,SILTITO,3_BRSA_897_SE
232.3,118.846,8.429,0.114,0.026,0.8623,7.5233,77.0735,2.2966,-0.0261,2.6279,0.3007,4.2352,109.8153,SILTITO,3_BRSA_897_SE
232.31,113.8586,8.2931,0.1138,0.0261,0.8694,7.516,76.395,2.2972,-0.0257,2.6374,0.2996,4.2409,109.8266,SILTITO,3_BRSA_897_SE
232.32,113.6035,8.281,0.117,0.0272,0.866,7.4478,75.7164,2.2979,-0.0253,2.6468,0.2984,4.2465,109.838,SILTITO,3_BRSA_897_SE
232.33,120.0331,8.5238,0.1164,0.0267,0.856,7.463,75.0379,2.2986,-0.0249,2.6563,0.2972,4.2522,109.8493,SILTITO,3_BRSA_897_SE
232.34,127.6946,8.7641,0.1182,0.0261,0.8554,7.4998,74.3594,2.2992,-0.0245,2.6657,0.296,4.2578,109.8606,SILTITO,3_BRSA_897_SE
232.35,140.4854,9.1465,0.1134,0.0256,0.8512,7.5452,73.6808,2.2999,-0.0241,2.6752,0.2948,4.2635,109.8719,SILTITO,3_BRSA_897_SE
232.36,146.5038,9.2284,0.1168,0.0258,0.8444,7.5454,73.0023,2.3005,-0.0236,2.6846,0.2936,4.2691,109.8833,SILTITO,3_BRSA_897_SE
232.37,152.9522,9.447,0.1149,0.0248,0.8407,7.6039,72.3237,2.3012,-0.0232,2.6941,0.2925,4.2748,109.8946,SILTITO,3_BRSA_897_SE
232.38,154.796,9.4954,0.1136,0.025,0.8416,7.5832,71.6452,2.3019,-0.0228,2.7035,0.2913,4.2804,109.9059,SILTITO,3_BRSA_897_SE
232.39,161.5514,9.6939,0.1094,0.025,0.8439,7.5805,70.9667,2.3025,-0.0224,2.713,0.2901,4.2861,109.9172,SILTITO,3_BRSA_897_SE
232.4,162.1361,9.7442,0.1072,0.0251,0.8524,7.5718,70.2882,2.3032,-0.022,2.7224,0.2889,4.2917,109.9285,SILTITO,3_BRSA_897_SE
232.41,163.2504,9.8853,0.1039,0.025,0.8684,7.5984,69.936,2.3027,-0.0217,2.737,0.2885,4.2956,109.9352,SILTITO,3_BRSA_897_SE
232.42,169.1434,10.0822,0.1006,0.0239,0.88,7.6729,69.5837,2.3022,-0.0214,2.7516,0.288,4.2995,109.9419,SILTITO,3_BRSA_897_SE
232.43,184.5185,10.4221,0.0993,0.0228,0.8782,7.7532,69.2315,2.3017,-0.0212,2.7661,0.2876,4.3034,109.9486,SILTITO,3_BRSA_897_SE
232.44,196.7884,10.7565,0.0952,0.0224,0.8725,7.7764,68.8793,2.3012,-0.0209,2.7807,0.2871,4.3073,109.9553,SILTITO,3_BRSA_897_SE
232.45,197.556,10.7648,0.0956,0.0228,0.8754,7.7556,68.5271,2.3007,-0.0206,2.7953,0.2867,4.3112,109.962,SILTITO,3_BRSA_897_SE
232.46,197.0966,10.6736,0.0975,0.0228,0.8834,7.761,68.1749,2.3002,-0.0204,2.8098,0.2862,4.315,109.9687,SILTITO,3_BRSA_897_SE
232.47,187.8984,10.3565,0.1021,0.0227,0.8959,7.764,67.8227,2.2997,-0.0201,2.8244,0.2858,4.3189,109.9754,SILTITO,3_BRSA_897_SE
232.48,172.2672,9.932,0.1058,0.0228,0.9071,7.7508,67.4704,2.2992,-0.0198,2.8389,0.2853,4.3228,109.9821,SILTITO,3_BRSA_897_SE
232.49,154.4527,9.5304,0.107,0.0233,0.913,7.7118,67.1182,2.2987,-0.0196,2.8535,0.2849,4.3267,109.9888,SILTITO,3_BRSA_897_SE
232.5,155.8671,9.5884,0.1048,0.0231,0.9123,7.7217,66.766,2.2982,-0.0193,2.8681,0.2844,4.3306,109.9954,SILTITO,3_BRSA_897_SE
232.51,170.9075,10.0432,0.101,0.0234,0.9054,7.6946,66.7557,2.2971,-0.0191,2.9057,0.2831,4.3319,109.8285,SILTITO,3_BRSA_897_SE
232.52,186.4091,10.5028,0.096,0.0234,0.9009,7.6936,66.7453,2.296,-0.0189,2.9433,0.2818,4.3331,109.6615,SILTITO,3_BRSA_897_SE
232.53,200.7031,10.995,0.09,0.0233,0.8892,7.706,66.735,2.295,-0.0187,2.9809,0.2805,4.3344,109.4945,SILTITO,3_BRSA_897_SE
232.54,211.886,11.2693,0.0878,0.0232,0.8748,7.7192,66.7246,2.2939,-0.0185,3.0185,0.2792,4.3357,109.3275,SILTITO,3_BRSA_897_SE
232.55,208.0441,11.1217,0.0907,0.0232,0.8686,7.7089,66.7142,2.2928,-0.0183,3.0561,0.2778,4.337,109.1605,CALCILUTITO,3_BRSA_897_SE
232.56,198.251,10.9075,0.0912,0.0228,0.8698,7.7468,66.7039,2.2917,-0.0181,3.0937,0.2765,4.3382,108.9935,CALCILUTITO,3_BRSA_897_SE
232.57,188.9377,10.7476,0.09,0.0233,0.872,7.722,66.6935,2.2906,-0.0179,3.1313,0.2752,4.3395,108.8266,CALCILUTITO,3_BRSA_897_SE
232.58,186.9276,10.7518,0.09,0.0238,0.8694,7.679,66.6832,2.2895,-0.0177,3.1689,0.2739,4.3408,108.6596,CALCILUTITO,3_BRSA_897_SE
232.59,185.2962,10.7339,0.0882,0.024,0.8722,7.6626,66.6728,2.2885,-0.0175,3.2065,0.2726,4.3421,108.4926,CALCILUTITO,3_BRSA_897_SE
232.6,209.1572,11.2599,0.0846,0.0238,0.877,7.669,66.6625,2.2874,-0.0173,3.2441,0.2713,4.3434,108.3256,CALCILUTITO,3_BRSA_897_SE
232.61,241.9668,11.9212,0.0834,0.0252,0.877,7.5522,67.0769,2.2834,-0.0174,3.2672,0.2712,4.334,108.1781,CALCILUTITO,3_BRSA_897_SE
232.62,268.2794,12.3374,0.0871,0.0282,0.8775,7.3872,67.4913,2.2794,-0.0175,3.2904,0.2712,4.3247,108.0305,CALCILUTITO,3_BRSA_897_SE
232.63,293.1674,12.7472,0.0876,0.0323,0.8782,7.1746,67.9056,2.2754,-0.0177,3.3136,0.2711,4.3154,107.883,CALCILUTITO,3_BRSA_897_SE
232.64,318.2378,13.1546,0.0898,0.0373,0.8807,6.8832,68.32,2.2713,-0.0178,3.3367,0.2711,4.306,107.7354,CALCILUTITO,3_BRSA_897_SE
232.65,338.3832,13.5358,0.0901,0.0413,0.8806,6.6302,68.7344,2.2673,-0.0179,3.3599,0.271,4.2967,107.5879,CALCILUTITO,3_BRSA_897_SE
232.66,336.81,13.5071,0.091,0.0414,0.8808,6.6263,69.1487,2.2633,-0.018,3.383,0.271,4.2874,107.4403,CALCILUTITO,3_BRSA_897_SE
232.67,335.4043,13.4792,0.092,0.0414,0.881,6.6289,69.5631,2.2593,-0.0181,3.4062,0.2709,4.278,107.2927,CALCILUTITO,3_BRSA_897_SE
232.68,334.2832,13.461,0.0914,0.0414,0.881,6.6146,69.9775,2.2553,-0.0183,3.4293,0.2709,4.2687,107.1452,CALCILUTITO,3_BRSA_897_SE
232.69,333.1334,13.44,0.0918,0.0416,0.8812,6.6193,70.3919,2.2513,-0.0184,3.4525,0.2708,4.2593,106.9976,CALCILUTITO,3_BRSA_897_SE
232.7,332.1356,13.4212,0.0917,0.042,0.8812,6.6037,70.8062,2.2473,-0.0185,3.4757,0.2708,4.25,106.8501,CALCILUTITO,3_BRSA_897_SE
232.71,331.2197,13.4048,0.091,0.0424,0.8814,6.5834,70.9979,2.2456,-0.0185,3.5066,0.2715,4.2422,106.7394,CALCILUTITO,3_BRSA_897_SE
232.72,330.1873,13.3838,0.09,0.0428,0.8815,6.5572,71.1895,2.2438,-0.0185,3.5375,0.2722,4.2343,106.6288,CALCILUTITO,3_BRSA_897_SE
232.73,329.37,13.3728,0.089,0.0431,0.8816,6.5454,71.3812,2.2421,-0.0185,3.5684,0.273,4.2265,106.5181,CALCILUTITO,3_BRSA_897_SE
232.74,328.8721,13.366,0.0884,0.043,0.8815,6.5621,71.5728,2.2403,-0.0185,3.5993,0.2737,4.2186,106.4075,CALCILUTITO,3_BRSA_897_SE
232.75,328.6346,13.3622,0.0878,0.0426,0.8814,6.5786,71.7645,2.2386,-0.0186,3.6302,0.2745,4.2108,106.2968,CALCILUTITO,3_BRSA_897_SE
232.76,328.4555,13.3586,0.0874,0.0423,0.8813,6.5926,71.9561,2.2369,-0.0186,3.6611,0.2752,4.2029,106.1862,CALCILUTITO,3_BRSA_897_SE
232.77,328.6514,13.3672,0.0862,0.042,0.8811,6.606,72.1478,2.2351,-0.0186,3.692,0.2759,4.1951,106.0755,CALCILUTITO,3_BRSA_897_SE
232.78,329.0813,13.3728,0.0851,0.0421,0.8808,6.5986,72.3394,2.2334,-0.0186,3.7229,0.2767,4.1872,105.9649,CALCILUTITO,3_BRSA_897_SE
232.79,329.5446,13.3728,0.0859,0.0422,0.8806,6.5923,72.531,2.2317,-0.0186,3.7538,0.2774,4.1794,105.8542,CALCILUTITO,3_BRSA_897_SE
232.8,330.0644,13.3755,0.0866,0.0421,0.8803,6.601,72.7227,2.2299,-0.0186,3.7847,0.2781,4.1715,105.7436,CALCILUTITO,3_BRSA_897_SE
232.81,330.8776,13.3864,0.0866,0.0418,0.8799,6.61,72.9506,2.2282,-0.0187,3.9028,0.2785,4.1605,105.6494,CALCILUTITO,3_BRSA_897_SE
232.82,331.7898,13.3952,0.0874,0.0416,0.8796,6.6108,73.1785,2.2264,-0.0187,4.0209,0.279,4.1495,105.5552,CALCILUTITO,3_BRSA_897_SE
232.83,332.8186,13.4052,0.0896,0.0416,0.8792,6.6112,73.4064,2.2246,-0.0188,4.139,0.2794,4.1385,105.461,CALCILUTITO,3_BRSA_897_SE
232.84,334.021,13.423,0.0907,0.0417,0.8786,6.5979,73.6343,2.2229,-0.0189,4.2571,0.2798,4.1274,105.3668,CALCILUTITO,3_BRSA_897_SE
232.85,335.4034,13.4445,0.091,0.0419,0.878,6.6002,73.8622,2.2211,-0.0189,4.3753,0.2802,4.1164,105.2726,CALCILUTITO,3_BRSA_897_SE
232.86,336.8543,13.4682,0.0922,0.0419,0.8776,6.6038,74.0901,2.2194,-0.019,4.4934,0.2806,4.1054,105.1784,CALCILUTITO,3_BRSA_897_SE
232.87,338.3632,13.4952,0.0945,0.0419,0.877,6.6169,74.318,2.2176,-0.0191,4.6115,0.281,4.0944,105.0842,CALCILUTITO,3_BRSA_897_SE
232.88,340.1452,13.5308,0.0942,0.0421,0.8764,6.6022,74.5459,2.2159,-0.0191,4.7296,0.2814,4.0834,104.99,CALCILUTITO,3_BRSA_897_SE
232.89,341.9466,13.5678,0.0938,0.0421,0.8758,6.6054,74.7739,2.2141,-0.0192,4.8477,0.2819,4.0723,104.8958,CALCILUTITO,3_BRSA_897_SE
232.9,344.1242,13.6162,0.0932,0.0422,0.8752,6.5925,75.0019,2.2123,-0.0193,4.9658,0.2823,4.0613,104.8016,CALCILUTITO,3_BRSA_897_SE
232.91,346.2197,13.6638,0.0918,0.0424,0.8746,6.5922,76.0119,2.2095,-0.0188,5.0761,0.2825,4.045,104.7746,CALCILUTITO,3_BRSA_897_SE
232.92,348.7012,13.72,0.0894,0.0422,0.8738,6.607,77.0219,2.2067,-0.0184,5.1864,0.2826,4.0287,104.7476,CALCILUTITO,3_BRSA_897_SE
232.93,351.408,13.7784,0.0884,0.0419,0.873,6.6226,78.032,2.2038,-0.0179,5.2967,0.2828,4.0124,104.7206,CALCILUTITO,3_BRSA_897_SE
232.94,354.3527,13.842,0.089,0.0417,0.8721,6.6128,79.042,2.201,-0.0175,5.4071,0.283,3.9961,104.6937,CALCILUTITO,3_BRSA_897_SE
232.95,352.2006,13.804,0.088,0.0383,0.872,6.8102,80.052,2.1982,-0.0171,5.5174,0.2832,3.9799,104.6667,CALCILUTITO,3_BRSA_897_SE
232.96,348.0076,13.8586,0.0853,0.0332,0.8704,7.1396,81.0621,2.1953,-0.0166,5.6277,0.2834,3.9636,104.6397,CALCILUTITO,3_BRSA_897_SE
232.97,336.3085,13.7645,0.0819,0.0289,0.8735,7.399,82.0721,2.1925,-0.0162,5.738,0.2836,3.9473,104.6127,CALCILUTITO,3_BRSA_897_SE
232.98,327.3392,13.695,0.0784,0.0246,0.8738,7.6555,83.0822,2.1897,-0.0157,5.8483,0.2838,3.931,104.5858,CALCILUTITO,3_BRSA_897_SE
232.99,315.7408,13.6292,0.0742,0.0217,0.8712,7.8528,84.0922,2.1868,-0.0153,5.9586,0.284,3.9147,104.5588,CALCILUTITO,3_BRSA_897_SE
233.0,305.4778,13.6332,0.0695,0.0207,0.8626,7.9354,85.1022,2.184,-0.0149,6.069,0.2841,3.8984,104.5318,CALCILUTITO,3_BRSA_897_SE
233.01,285.0816,13.241,0.0702,0.021,0.8624,7.9163,85.703,2.1827,-0.0145,6.2302,0.2844,3.8941,104.4943,CALCILUTITO,3_BRSA_897_SE
233.02,270.3389,12.8442,0.0731,0.0214,0.8758,7.901,86.3039,2.1814,-0.0141,6.3914,0.2847,3.8899,104.4569,CALCILUTITO,3_BRSA_897_SE
233.03,261.222,12.5811,0.0786,0.0213,0.8908,7.9081,86.9047,2.1801,-0.0137,6.5527,0.285,3.8856,104.4194,CALCILUTITO,3_BRSA_897_SE
233.04,252.3714,12.3568,0.082,0.0215,0.9029,7.9058,87.5056,2.1788,-0.0133,6.7139,0.2853,3.8813,104.3819,CALCILUTITO,3_BRSA_897_SE
233.05,239.9292,12.047,0.0866,0.021,0.9169,7.9273,88.1064,2.1775,-0.0129,6.8751,0.2856,3.8771,104.3445,SILTITO,3_BRSA_897_SE
233.06,233.313,11.8533,0.0871,0.0207,0.926,7.9468,88.7072,2.1762,-0.0126,7.0363,0.2859,3.8728,104.307,SILTITO,3_BRSA_897_SE
