TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO,HDRS,NPHI,PE,DTC,Lithology,Well
95.65,158.2118,9.6569,0.0998,0.0264,0.809,7.4798,59.6411,2.3826,-0.0002,8.0952,0.2284,4.2988,89.6036,CALCARENITO,3_BRSA_889_SE
95.66,154.8202,9.5486,0.1015,0.0261,0.8357,7.498,59.586,2.3831,-0.0003,8.1169,0.2276,4.3057,89.6382,CALCARENITO,3_BRSA_889_SE
95.67,166.8688,9.7446,0.0976,0.0264,0.8336,7.488,59.5308,2.3836,-0.0003,8.1387,0.2269,4.3126,89.6727,CALCARENITO,3_BRSA_889_SE
95.68,178.7567,10.127,0.0927,0.0265,0.835,7.4923,59.4757,2.3841,-0.0004,8.1605,0.2261,4.3195,89.7073,CALCARENITO,3_BRSA_889_SE
95.69,184.2511,10.4746,0.0928,0.0254,0.8368,7.551,59.4206,2.3846,-0.0004,8.1823,0.2254,4.3264,89.7418,CALCARENITO,3_BRSA_889_SE
95.7,190.6079,10.8114,0.0964,0.0244,0.8369,7.6124,59.3654,2.385,-0.0005,8.204,0.2246,4.3333,89.7764,CALCARENITO,3_BRSA_889_SE
95.71,200.3311,10.9809,0.1014,0.0245,0.8302,7.6138,59.2944,2.3864,-0.0004,8.2069,0.2229,4.3422,89.7514,CALCARENITO,3_BRSA_889_SE
95.72,197.9316,10.8788,0.0983,0.0243,0.8315,7.6211,59.2234,2.3877,-0.0003,8.2098,0.2212,4.3511,89.7265,CALCARENITO,3_BRSA_889_SE
95.73,185.2105,10.4677,0.1023,0.0252,0.8255,7.5604,59.1524,2.3891,-0.0002,8.2126,0.2195,4.36,89.7015,CALCARENITO,3_BRSA_889_SE
95.74,173.7345,10.1066,0.1054,0.0256,0.8142,7.5343,59.0814,2.3904,-0.0001,8.2155,0.2178,4.3689,89.6766,CALCARENITO,3_BRSA_889_SE
95.75,176.2157,10.1506,0.1054,0.0259,0.792,7.5078,59.0104,2.3917,-0.0,8.2183,0.2161,4.3778,89.6517,CALCARENITO,3_BRSA_889_SE
95.76,189.8108,10.6351,0.0992,0.0274,0.7612,7.4262,58.9393,2.3931,0.0001,8.2212,0.2144,4.3867,89.6267,CALCARENITO,3_BRSA_889_SE
95.77,191.9472,10.8243,0.0951,0.0275,0.7624,7.4274,58.8683,2.3944,0.0002,8.2241,0.2127,4.3956,89.6018,CALCARENITO,3_BRSA_889_SE
95.78,182.5066,10.5523,0.0995,0.0276,0.7901,7.4329,58.7973,2.3957,0.0003,8.2269,0.211,4.4045,89.5768,CALCARENITO,3_BRSA_889_SE
95.79,154.7282,9.7302,0.1042,0.0274,0.8252,7.4371,58.7263,2.3971,0.0003,8.2298,0.2093,4.4134,89.5519,CALCARENITO,3_BRSA_889_SE
95.8,142.3231,9.229,0.1098,0.027,0.8316,7.4423,58.6553,2.3984,0.0004,8.2327,0.2076,4.4223,89.5269,CALCARENITO,3_BRSA_889_SE
95.81,140.6332,9.1946,0.1109,0.0276,0.8288,7.4005,58.6837,2.4021,0.0008,8.179,0.2055,4.4354,89.6781,CALCARENITO,3_BRSA_889_SE
95.82,152.2312,9.6019,0.1094,0.03,0.8163,7.275,58.7121,2.4058,0.0013,8.1254,0.2034,4.4484,89.8292,CALCARENITO,3_BRSA_889_SE
95.83,166.1003,10.1396,0.1013,0.0298,0.8015,7.279,58.7405,2.4095,0.0017,8.0718,0.2012,4.4615,89.9803,CALCARENITO,3_BRSA_889_SE
95.84,163.3746,10.0784,0.0997,0.0262,0.7979,7.4902,58.7689,2.4132,0.0021,8.0182,0.1991,4.4745,90.1315,CALCARENITO,3_BRSA_889_SE
95.85,163.4962,9.9113,0.105,0.0258,0.7905,7.512,58.7973,2.4169,0.0025,7.9646,0.197,4.4876,90.2826,CALCILUTITO,3_BRSA_889_SE
95.86,172.4753,9.9655,0.1073,0.0288,0.7917,7.3346,58.8257,2.4205,0.0029,7.9109,0.1949,4.5006,90.4337,CALCILUTITO,3_BRSA_889_SE
95.87,181.5677,10.1458,0.1041,0.0293,0.8004,7.3031,58.8541,2.4242,0.0033,7.8573,0.1927,4.5137,90.5849,CALCILUTITO,3_BRSA_889_SE
95.88,192.5235,10.386,0.1034,0.0278,0.8022,7.3852,58.8825,2.4279,0.0037,7.8037,0.1906,4.5267,90.736,CALCILUTITO,3_BRSA_889_SE
95.89,196.5058,10.5353,0.1066,0.0272,0.8035,7.4438,58.9109,2.4316,0.0041,7.7501,0.1885,4.5398,90.8872,CALCILUTITO,3_BRSA_889_SE
95.9,197.2,10.6586,0.1078,0.0264,0.8093,7.4933,58.9393,2.4353,0.0045,7.6965,0.1864,4.5528,91.0383,CALCILUTITO,3_BRSA_889_SE
95.91,187.6332,10.6528,0.1021,0.0252,0.8219,7.57,58.997,2.4368,0.0047,7.6553,0.1864,4.5536,91.2054,CALCILUTITO,3_BRSA_889_SE
95.92,183.25,10.5954,0.0966,0.0248,0.8156,7.5951,59.0546,2.4384,0.0049,7.6141,0.1865,4.5543,91.3725,CALCILUTITO,3_BRSA_889_SE
95.93,173.6438,10.3334,0.0957,0.0249,0.7946,7.5726,59.1123,2.4399,0.0051,7.5729,0.1866,4.5551,91.5396,CALCILUTITO,3_BRSA_889_SE
95.94,170.1295,10.3452,0.0931,0.0249,0.7663,7.5744,59.1699,2.4415,0.0053,7.5318,0.1867,4.5558,91.7067,CALCILUTITO,3_BRSA_889_SE
95.95,171.603,10.4922,0.0891,0.0259,0.7518,7.5074,59.2276,2.443,0.0055,7.4906,0.1868,4.5566,91.8739,CALCILUTITO,3_BRSA_889_SE
95.96,172.7333,10.5433,0.0831,0.026,0.761,7.4918,59.2852,2.4445,0.0057,7.4494,0.1869,4.5574,92.041,CALCILUTITO,3_BRSA_889_SE
95.97,165.4724,10.2361,0.0864,0.027,0.7612,7.4411,59.3428,2.4461,0.0058,7.4082,0.187,4.5581,92.2081,CALCILUTITO,3_BRSA_889_SE
95.98,155.3762,9.8896,0.0941,0.0276,0.7631,7.425,59.4005,2.4476,0.006,7.3671,0.1871,4.5589,92.3752,CALCILUTITO,3_BRSA_889_SE
95.99,155.0452,9.7956,0.0989,0.0308,0.7607,7.2247,59.4581,2.4491,0.0062,7.3259,0.1872,4.5596,92.5423,CALCILUTITO,3_BRSA_889_SE
96.0,152.8602,9.6553,0.1034,0.0301,0.7795,7.2722,59.5158,2.4507,0.0064,7.2847,0.1873,4.5604,92.7094,CALCILUTITO,3_BRSA_889_SE
96.01,163.7076,9.8572,0.1015,0.0276,0.7714,7.4072,59.7138,2.4517,0.0065,7.2429,0.1869,4.5568,92.8038,CALCILUTITO,3_BRSA_889_SE
96.02,180.1798,10.2722,0.097,0.0261,0.7458,7.4945,59.9118,2.4528,0.0065,7.2011,0.1865,4.5532,92.8983,CALCILUTITO,3_BRSA_889_SE
96.03,190.2557,10.5449,0.091,0.0264,0.7332,7.4785,60.1098,2.4538,0.0066,7.1593,0.1862,4.5496,92.9927,CALCILUTITO,3_BRSA_889_SE
96.04,184.8073,10.5403,0.0912,0.026,0.7598,7.5363,60.3077,2.4548,0.0067,7.1175,0.1858,4.546,93.0871,CALCILUTITO,3_BRSA_889_SE
96.05,183.9478,10.554,0.0901,0.0258,0.7629,7.5414,60.5057,2.4559,0.0067,7.0757,0.1854,4.5424,93.1815,CALCILUTITO,3_BRSA_889_SE
96.06,197.2878,10.9683,0.0898,0.0265,0.7519,7.501,60.7037,2.4569,0.0068,7.0339,0.1851,4.5388,93.276,CALCILUTITO,3_BRSA_889_SE
96.07,205.0274,11.0829,0.093,0.0276,0.7445,7.4227,60.9017,2.458,0.0068,6.9921,0.1847,4.5352,93.3704,CALCILUTITO,3_BRSA_889_SE
96.08,204.1537,11.0512,0.0935,0.0269,0.7527,7.4544,61.0997,2.459,0.0069,6.9502,0.1843,4.5316,93.4648,CALCILUTITO,3_BRSA_889_SE
96.09,208.327,11.1454,0.0925,0.027,0.7419,7.47,61.2977,2.46,0.007,6.9084,0.184,4.528,93.5592,CALCILUTITO,3_BRSA_889_SE
96.1,208.6428,11.1866,0.0924,0.027,0.7305,7.4732,61.4957,2.4611,0.007,6.8666,0.1836,4.5244,93.6536,CALCILUTITO,3_BRSA_889_SE
96.11,198.303,10.7409,0.1048,0.0274,0.7281,7.4386,61.5868,2.4614,0.007,6.8284,0.1834,4.5189,93.6723,CALCILUTITO,3_BRSA_889_SE
96.12,174.6187,9.9158,0.1204,0.028,0.7421,7.4127,61.6779,2.4617,0.0069,6.7902,0.1833,4.5133,93.6909,CALCILUTITO,3_BRSA_889_SE
96.13,175.0443,9.7855,0.1298,0.0293,0.7401,7.3592,61.7689,2.462,0.0069,6.752,0.1831,4.5078,93.7095,CALCILUTITO,3_BRSA_889_SE
96.14,178.2338,9.8224,0.1299,0.0293,0.7413,7.3704,61.86,2.4624,0.0068,6.7137,0.183,4.5023,93.7281,CALCILUTITO,3_BRSA_889_SE
96.15,168.4434,9.5507,0.1352,0.0294,0.7604,7.3556,61.951,2.4627,0.0068,6.6755,0.1828,4.4967,93.7467,CALCILUTITO,3_BRSA_889_SE
96.16,176.512,9.5097,0.1305,0.0298,0.7624,7.3098,62.0421,2.463,0.0067,6.6373,0.1826,4.4912,93.7654,CALCILUTITO,3_BRSA_889_SE
96.17,193.4573,9.7325,0.1213,0.0294,0.7561,7.3315,62.1332,2.4633,0.0066,6.5991,0.1825,4.4856,93.784,CALCILUTITO,3_BRSA_889_SE
96.18,194.2656,9.9112,0.1105,0.0278,0.766,7.4152,62.2242,2.4636,0.0066,6.5609,0.1823,4.4801,93.8026,CALCILUTITO,3_BRSA_889_SE
96.19,159.3945,9.51,0.1084,0.0276,0.8011,7.423,62.3153,2.464,0.0065,6.5226,0.1822,4.4745,93.8212,CALCILUTITO,3_BRSA_889_SE
96.2,135.7234,9.1178,0.1136,0.0289,0.8116,7.3336,62.4064,2.4643,0.0065,6.4844,0.182,4.469,93.8398,CALCILUTITO,3_BRSA_889_SE
96.21,130.1538,8.8261,0.122,0.0303,0.7954,7.2505,62.3813,2.4634,0.0062,6.4283,0.1829,4.4573,93.7977,CALCILUTITO,3_BRSA_889_SE
96.22,126.8159,8.5592,0.1318,0.0308,0.7854,7.2369,62.3562,2.4626,0.0059,6.3722,0.1838,4.4456,93.7555,CALCILUTITO,3_BRSA_889_SE
96.23,121.3554,8.248,0.135,0.031,0.8022,7.23,62.3312,2.4618,0.0056,6.3161,0.1847,4.4339,93.7133,CALCILUTITO,3_BRSA_889_SE
96.24,118.6808,8.1598,0.1334,0.0306,0.8036,7.2473,62.3061,2.461,0.0053,6.26,0.1856,4.4222,93.6711,CALCILUTITO,3_BRSA_889_SE
96.25,116.4415,8.161,0.1327,0.0305,0.788,7.2339,62.281,2.4601,0.005,6.2039,0.1865,4.4105,93.6289,CALCILUTITO,3_BRSA_889_SE
96.26,112.0038,7.9894,0.1399,0.0318,0.77,7.173,62.256,2.4593,0.0047,6.1478,0.1874,4.3988,93.5868,CALCILUTITO,3_BRSA_889_SE
96.27,103.107,7.5506,0.1516,0.0336,0.7666,7.0942,62.2309,2.4585,0.0044,6.0917,0.1883,4.3871,93.5446,CALCILUTITO,3_BRSA_889_SE
96.28,93.1505,7.072,0.1582,0.035,0.7796,7.0536,62.2059,2.4577,0.0041,6.0356,0.1892,4.3754,93.5024,CALCILUTITO,3_BRSA_889_SE
96.29,96.1804,7.1084,0.1611,0.035,0.7841,7.0788,62.1808,2.4568,0.0038,5.9794,0.1901,4.3636,93.4602,CALCILUTITO,3_BRSA_889_SE
96.3,112.4194,7.7067,0.145,0.0331,0.7748,7.1544,62.1557,2.456,0.0035,5.9233,0.1911,4.3519,93.4181,CALCILUTITO,3_BRSA_889_SE
96.31,125.5044,8.2204,0.1346,0.0312,0.772,7.2132,61.9686,2.4553,0.0035,5.9069,0.1919,4.349,93.4311,CALCILUTITO,3_BRSA_889_SE
96.32,125.9463,8.3378,0.1296,0.0293,0.7853,7.2994,61.7815,2.4546,0.0035,5.8905,0.1928,4.3461,93.4442,CALCILUTITO,3_BRSA_889_SE
96.33,121.0537,8.3262,0.1269,0.0288,0.8014,7.32,61.5943,2.4539,0.0034,5.8741,0.1936,4.3432,93.4573,CALCILUTITO,3_BRSA_889_SE
96.34,129.3386,8.5502,0.1227,0.0289,0.7998,7.3125,61.4072,2.4533,0.0034,5.8577,0.1945,4.3402,93.4703,CALCILUTITO,3_BRSA_889_SE
96.35,140.9904,8.6859,0.1262,0.0304,0.796,7.2298,61.2201,2.4526,0.0034,5.8413,0.1953,4.3373,93.4834,CALCILUTITO,3_BRSA_889_SE
96.36,151.9236,8.7221,0.1337,0.0325,0.794,7.121,61.0329,2.4519,0.0033,5.8249,0.1962,4.3344,93.4965,CALCILUTITO,3_BRSA_889_SE
96.37,150.2234,8.7394,0.1328,0.0338,0.8022,7.0687,60.8458,2.4512,0.0033,5.8085,0.197,4.3315,93.5096,CALCILUTITO,3_BRSA_889_SE
96.38,146.5242,8.8483,0.1303,0.0319,0.7992,7.1832,60.6587,2.4505,0.0032,5.7921,0.1979,4.3285,93.5226,CALCILUTITO,3_BRSA_889_SE
96.39,138.5327,8.7802,0.1268,0.0302,0.7974,7.2786,60.4715,2.4498,0.0032,5.7756,0.1987,4.3256,93.5357,CALCILUTITO,3_BRSA_889_SE
96.4,131.3987,8.638,0.1201,0.0292,0.7926,7.3189,60.2844,2.4491,0.0032,5.7592,0.1996,4.3227,93.5488,CALCILUTITO,3_BRSA_889_SE
96.41,119.9248,8.2871,0.1156,0.0283,0.8048,7.3672,60.114,2.4484,0.0033,5.7505,0.2005,4.3222,93.5792,CALCILUTITO,3_BRSA_889_SE
96.42,112.106,7.9895,0.1196,0.0282,0.8375,7.3652,59.9435,2.4477,0.0033,5.7418,0.2013,4.3217,93.6097,CALCILUTITO,3_BRSA_889_SE
96.43,110.4072,7.8214,0.1263,0.0278,0.8542,7.3716,59.7731,2.447,0.0034,5.7332,0.2022,4.3211,93.6401,CALCILUTITO,3_BRSA_889_SE
96.44,107.3739,7.6857,0.1305,0.0286,0.8461,7.3302,59.6027,2.4463,0.0035,5.7245,0.2031,4.3206,93.6705,CALCILUTITO,3_BRSA_889_SE
96.45,99.4154,7.2938,0.1428,0.0307,0.8277,7.2016,59.4323,2.4456,0.0036,5.7158,0.2039,4.3201,93.701,CALCILUTITO,3_BRSA_889_SE
96.46,85.7502,6.6908,0.1596,0.0325,0.8499,7.1139,59.2618,2.445,0.0037,5.7071,0.2048,4.3196,93.7314,CALCILUTITO,3_BRSA_889_SE
96.47,81.5498,6.5178,0.1657,0.0334,0.8722,7.1125,59.0914,2.4443,0.0038,5.6984,0.2057,4.3191,93.7619,CALCILUTITO,3_BRSA_889_SE
96.48,80.9339,6.636,0.1631,0.0334,0.8812,7.123,58.921,2.4436,0.0039,5.6897,0.2065,4.3186,93.7923,CALCILUTITO,3_BRSA_889_SE
96.49,82.5346,6.8345,0.1468,0.0324,0.883,7.1624,58.7506,2.4429,0.004,5.681,0.2074,4.3181,93.8227,CALCILUTITO,3_BRSA_889_SE
96.5,85.2839,6.9762,0.1396,0.0328,0.8775,7.1464,58.5801,2.4422,0.0041,5.6723,0.2083,4.3175,93.8532,CALCILUTITO,3_BRSA_889_SE
96.51,87.6599,7.0368,0.1404,0.0332,0.8765,7.1256,58.0956,2.4416,0.0047,5.6794,0.2083,4.3207,93.8095,CALCILUTITO,3_BRSA_889_SE
96.52,84.7158,6.8846,0.1478,0.034,0.8878,7.0989,57.6111,2.441,0.0053,5.6865,0.2084,4.3239,93.7659,CALCILUTITO,3_BRSA_889_SE
96.53,82.754,6.7552,0.1524,0.0354,0.8922,7.0456,57.1265,2.4405,0.006,5.6937,0.2085,4.327,93.7222,CALCILUTITO,3_BRSA_889_SE
96.54,81.3104,6.6236,0.157,0.0378,0.8804,6.9488,56.642,2.4399,0.0066,5.7008,0.2086,4.3302,93.6786,CALCILUTITO,3_BRSA_889_SE
96.55,75.0637,6.2542,0.1734,0.0386,0.86,6.9127,56.1574,2.4393,0.0072,5.7079,0.2087,4.3333,93.6349,CALCILUTITO,3_BRSA_889_SE
96.56,66.5552,5.9527,0.176,0.0372,0.868,6.9518,55.6729,2.4388,0.0079,5.715,0.2088,4.3365,93.5913,CALCILUTITO,3_BRSA_889_SE
96.57,67.5688,6.0555,0.173,0.0356,0.881,7.026,55.1883,2.4382,0.0085,5.7221,0.2089,4.3397,93.5476,CALCILUTITO,3_BRSA_889_SE
96.58,74.6691,6.3941,0.1636,0.0329,0.8843,7.1594,54.7038,2.4376,0.0091,5.7292,0.209,4.3428,93.504,CALCILUTITO,3_BRSA_889_SE
96.59,81.843,6.7262,0.1539,0.0304,0.8787,7.2712,54.2192,2.4371,0.0098,5.7363,0.209,4.346,93.4603,CALCILUTITO,3_BRSA_889_SE
96.6,95.8897,7.4054,0.1359,0.0285,0.8634,7.331,53.7347,2.4365,0.0104,5.7435,0.2091,4.3492,93.4167,CALCILUTITO,3_BRSA_889_SE
96.61,113.4991,8.1937,0.12,0.028,0.8376,7.3527,53.5642,2.4366,0.0108,5.7591,0.2088,4.352,93.3536,CALCILUTITO,3_BRSA_889_SE
96.62,122.391,8.5933,0.1136,0.0277,0.8139,7.378,53.3938,2.4367,0.0113,5.7748,0.2084,4.3549,93.2906,CALCILUTITO,3_BRSA_889_SE
96.63,120.77,8.5326,0.1188,0.0282,0.7817,7.3538,53.2234,2.4368,0.0117,5.7904,0.208,4.3578,93.2276,CALCILUTITO,3_BRSA_889_SE
96.64,116.0014,8.3417,0.1256,0.0294,0.7614,7.2675,53.0529,2.4369,0.0121,5.8061,0.2076,4.3606,93.1646,CALCILUTITO,3_BRSA_889_SE
96.65,114.6214,8.2544,0.1304,0.0299,0.7552,7.242,52.8825,2.437,0.0126,5.8217,0.2073,4.3635,93.1015,CALCILUTITO,3_BRSA_889_SE
96.66,106.7098,7.9887,0.1288,0.0304,0.7736,7.2292,52.7121,2.4371,0.013,5.8374,0.2069,4.3664,93.0385,CALCILUTITO,3_BRSA_889_SE
96.67,99.8375,7.657,0.1341,0.0316,0.7795,7.1478,52.5417,2.4372,0.0135,5.853,0.2065,4.3693,92.9755,CALCILUTITO,3_BRSA_889_SE
96.68,89.4259,7.1488,0.1427,0.0321,0.7991,7.1026,52.3712,2.4373,0.0139,5.8687,0.2061,4.3721,92.9125,CALCILUTITO,3_BRSA_889_SE
96.69,83.8564,6.8185,0.1462,0.0327,0.8088,7.0901,52.2008,2.4374,0.0144,5.8844,0.2057,4.375,92.8494,CALCILUTITO,3_BRSA_889_SE
96.7,75.9681,6.5179,0.1456,0.0342,0.8196,7.017,52.0304,2.4375,0.0148,5.9,0.2054,4.3779,92.7864,CALCILUTITO,3_BRSA_889_SE
96.71,68.3313,6.2514,0.1525,0.0347,0.8546,7.0077,51.9736,2.4378,0.0152,5.9206,0.2052,4.3801,92.6104,CALCILUTITO,3_BRSA_889_SE
96.72,64.2108,6.0432,0.1684,0.0349,0.8882,7.0217,51.9167,2.438,0.0155,5.9412,0.2051,4.3824,92.4344,CALCILUTITO,3_BRSA_889_SE
96.73,64.3879,6.0287,0.172,0.0336,0.9012,7.0817,51.8599,2.4383,0.0159,5.9618,0.2049,4.3847,92.2583,CALCILUTITO,3_BRSA_889_SE
96.74,62.5622,5.9783,0.1666,0.0334,0.8986,7.0768,51.8031,2.4385,0.0162,5.9824,0.2047,4.3869,92.0823,CALCILUTITO,3_BRSA_889_SE
96.75,58.0449,5.7986,0.1625,0.0353,0.8862,6.9725,51.7463,2.4388,0.0166,6.0031,0.2046,4.3892,91.9063,CALCILUTITO,3_BRSA_889_SE
96.76,58.0883,5.753,0.1669,0.0356,0.8799,6.9602,51.6895,2.439,0.0169,6.0237,0.2044,4.3915,91.7302,CALCILUTITO,3_BRSA_889_SE
96.77,70.0882,6.2408,0.1599,0.0342,0.8744,7.0412,51.6327,2.4393,0.0173,6.0443,0.2043,4.3937,91.5542,CALCILUTITO,3_BRSA_889_SE
96.78,86.5632,6.9426,0.1472,0.0316,0.862,7.1771,51.5759,2.4395,0.0177,6.0649,0.2041,4.396,91.3782,CALCILUTITO,3_BRSA_889_SE
96.79,99.6228,7.3443,0.1418,0.032,0.8081,7.1585,51.5191,2.4398,0.018,6.0855,0.2039,4.3982,91.2022,CALCILUTITO,3_BRSA_889_SE
96.8,107.967,7.4816,0.1508,0.0348,0.7371,7.0163,51.4623,2.44,0.0184,6.1061,0.2038,4.4005,91.0261,CALCILUTITO,3_BRSA_889_SE
96.81,113.56,7.6577,0.1539,0.035,0.7209,7.0046,51.606,2.4407,0.0188,6.1411,0.2039,4.4022,90.9933,CALCILUTITO,3_BRSA_889_SE
96.82,116.9921,7.922,0.1472,0.0338,0.7571,7.055,51.7496,2.4415,0.0192,6.1761,0.204,4.4039,90.9604,CALCILUTITO,3_BRSA_889_SE
96.83,117.3029,8.0651,0.1374,0.0328,0.7829,7.1141,51.8933,2.4422,0.0196,6.211,0.2041,4.4056,90.9276,CALCILUTITO,3_BRSA_889_SE
96.84,121.68,8.31,0.1329,0.031,0.7903,7.231,52.037,2.4429,0.02,6.246,0.2042,4.4073,90.8947,CALCILUTITO,3_BRSA_889_SE
96.85,132.3663,8.7854,0.1218,0.0302,0.7808,7.2868,52.1807,2.4436,0.0204,6.281,0.2043,4.409,90.8619,CALCILUTITO,3_BRSA_889_SE
96.86,149.2936,9.3866,0.1126,0.0296,0.7531,7.3144,52.3244,2.4443,0.0208,6.316,0.2045,4.4107,90.8291,CALCILUTITO,3_BRSA_889_SE
96.87,149.2595,9.3468,0.1148,0.0296,0.7604,7.3266,52.4681,2.445,0.0212,6.3509,0.2046,4.4124,90.7962,CALCILUTITO,3_BRSA_889_SE
96.88,139.8203,8.927,0.1257,0.0295,0.798,7.332,52.6118,2.4457,0.0216,6.3859,0.2047,4.4141,90.7634,CALCILUTITO,3_BRSA_889_SE
96.89,123.8692,8.3274,0.1322,0.0298,0.8376,7.3184,52.7555,2.4464,0.022,6.4209,0.2048,4.4158,90.7306,CALCILUTITO,3_BRSA_889_SE
96.9,108.0778,7.6794,0.1427,0.0312,0.8522,7.244,52.8992,2.4471,0.0225,6.4559,0.2049,4.4175,90.6977,CALCILUTITO,3_BRSA_889_SE
96.91,98.6317,7.2872,0.1463,0.033,0.8452,7.1624,52.9752,2.4473,0.0224,6.4622,0.2047,4.4175,90.7997,CALCILUTITO,3_BRSA_889_SE
96.92,99.3165,7.3165,0.141,0.0331,0.8134,7.1356,53.0512,2.4474,0.0223,6.4685,0.2045,4.4174,90.9018,CALCILUTITO,3_BRSA_889_SE
96.93,115.4594,8.0516,0.1226,0.0312,0.7691,7.231,53.1273,2.4475,0.0222,6.4747,0.2044,4.4173,91.0038,CALCILUTITO,3_BRSA_889_SE
96.94,136.5702,8.8706,0.1179,0.03,0.7432,7.284,53.2033,2.4476,0.0221,6.481,0.2042,4.4172,91.1058,CALCILUTITO,3_BRSA_889_SE
96.95,150.1741,9.3307,0.116,0.0306,0.7487,7.2646,53.2793,2.4477,0.022,6.4873,0.204,4.4171,91.2078,CALCILUTITO,3_BRSA_889_SE
96.96,149.3721,9.2163,0.1187,0.0348,0.7689,7.0598,53.3553,2.4479,0.0219,6.4936,0.2038,4.4171,91.3099,CALCILUTITO,3_BRSA_889_SE
96.97,140.6564,8.87,0.1182,0.0337,0.8048,7.1042,53.4314,2.448,0.0219,6.4999,0.2036,4.417,91.4119,CALCILUTITO,3_BRSA_889_SE
96.98,132.675,8.6631,0.1212,0.0291,0.8293,7.32,53.5074,2.4481,0.0218,6.5062,0.2034,4.4169,91.5139,CALCILUTITO,3_BRSA_889_SE
96.99,128.0762,8.551,0.1276,0.0298,0.8378,7.2917,53.5834,2.4482,0.0217,6.5125,0.2033,4.4168,91.616,CALCILUTITO,3_BRSA_889_SE
97.0,120.8532,8.3394,0.1351,0.0328,0.841,7.1549,53.6594,2.4483,0.0216,6.5188,0.2031,4.4167,91.718,CALCILUTITO,3_BRSA_889_SE
97.01,115.9879,8.2454,0.1271,0.032,0.8459,7.1632,53.5199,2.4482,0.0214,6.5184,0.2027,4.4153,91.828,CALCILUTITO,3_BRSA_889_SE
97.02,113.1018,8.3082,0.1096,0.0316,0.8524,7.1923,53.3804,2.448,0.0211,6.518,0.2023,4.4138,91.9379,CALCILUTITO,3_BRSA_889_SE
97.03,111.7339,8.3227,0.1026,0.0334,0.8593,7.1388,53.2409,2.4478,0.0209,6.5176,0.2019,4.4123,92.0479,CALCILUTITO,3_BRSA_889_SE
97.04,108.4195,8.0727,0.1115,0.0322,0.8805,7.2158,53.1014,2.4477,0.0207,6.5172,0.2015,4.4108,92.1579,CALCILUTITO,3_BRSA_889_SE
97.05,99.5238,7.6077,0.129,0.0309,0.9038,7.285,52.9619,2.4475,0.0204,6.5168,0.2011,4.4093,92.2678,CALCILUTITO,3_BRSA_889_SE
97.06,89.8367,7.2145,0.144,0.0308,0.9134,7.2732,52.8224,2.4473,0.0202,6.5164,0.2007,4.4078,92.3778,CALCILUTITO,3_BRSA_889_SE
97.07,84.3904,6.9234,0.1596,0.0304,0.9119,7.2764,52.6828,2.4471,0.02,6.516,0.2003,4.4063,92.4878,CALCILUTITO,3_BRSA_889_SE
97.08,90.0006,7.0355,0.1623,0.03,0.9023,7.2925,52.5433,2.447,0.0197,6.5156,0.1999,4.4048,92.5978,CALCILUTITO,3_BRSA_889_SE
97.09,99.8191,7.3762,0.1529,0.0316,0.8924,7.2436,52.4038,2.4468,0.0195,6.5152,0.1995,4.4033,92.7077,CALCILUTITO,3_BRSA_889_SE
97.1,107.949,7.7174,0.1459,0.033,0.8844,7.2005,52.2643,2.4466,0.0193,6.5148,0.1991,4.4018,92.8177,CALCILUTITO,3_BRSA_889_SE
97.11,114.0889,7.9518,0.1467,0.032,0.8794,7.2412,52.1373,2.4457,0.0187,6.5103,0.2,4.3982,92.9755,CALCILUTITO,3_BRSA_889_SE
97.12,111.0546,7.7896,0.1534,0.0321,0.8823,7.2597,52.0103,2.4449,0.018,6.5059,0.2009,4.3945,93.1334,CALCILUTITO,3_BRSA_889_SE
97.13,107.7454,7.6642,0.1475,0.032,0.8803,7.2953,51.8833,2.444,0.0174,6.5014,0.2019,4.3908,93.2912,CALCILUTITO,3_BRSA_889_SE
97.14,114.0423,7.8344,0.1352,0.0319,0.8543,7.2805,51.7564,2.4431,0.0168,6.497,0.2028,4.3872,93.4491,CALCILUTITO,3_BRSA_889_SE
97.15,121.5391,8.0763,0.1256,0.0303,0.8207,7.29,51.6294,2.4422,0.0162,6.4925,0.2037,4.3835,93.6069,CALCILUTITO,3_BRSA_889_SE
97.16,123.567,8.0989,0.1285,0.0301,0.8073,7.2758,51.5024,2.4413,0.0156,6.4881,0.2046,4.3799,93.7648,CALCILUTITO,3_BRSA_889_SE
97.17,120.9222,8.0892,0.1405,0.0296,0.83,7.2908,51.3754,2.4404,0.015,6.4836,0.2056,4.3762,93.9226,CALCILUTITO,3_BRSA_889_SE
97.18,125.6594,8.2417,0.1438,0.0291,0.8456,7.3284,51.2484,2.4395,0.0143,6.4791,0.2065,4.3726,94.0805,CALCILUTITO,3_BRSA_889_SE
97.19,131.1111,8.387,0.1452,0.029,0.8622,7.3524,51.1214,2.4386,0.0137,6.4747,0.2074,4.3689,94.2383,CALCILUTITO,3_BRSA_889_SE
97.2,127.0422,8.2896,0.1436,0.0292,0.8787,7.355,50.9944,2.4377,0.0131,6.4702,0.2084,4.3653,94.3962,CALCILUTITO,3_BRSA_889_SE
97.21,127.1356,8.3544,0.1431,0.0294,0.8737,7.3842,50.9067,2.4372,0.0128,6.4698,0.2081,4.3626,94.4497,CALCILUTITO,3_BRSA_889_SE
