TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO
554.66,137.575,8.8974,0.13,0.0357,0.824,6.9626,128.7227,2.5105,0.0079
554.67,145.6263,8.9804,0.1334,0.0366,0.8214,6.9322,129.2906,2.5083,0.0078
554.68,143.1549,8.6939,0.14,0.0385,0.8229,6.8496,129.8584,2.5061,0.0077
554.69,132.9594,8.2535,0.1466,0.0409,0.8262,6.711,130.4263,2.504,0.0077
554.7,122.2101,7.8716,0.1512,0.0416,0.8265,6.6513,130.9941,2.5018,0.0076
554.71,112.613,7.5852,0.1483,0.042,0.8264,6.6324,131.4346,2.4987,0.0074
554.72,112.2972,7.6261,0.144,0.0412,0.8135,6.6792,131.8751,2.4955,0.0071
554.73,102.5478,7.4988,0.1404,0.0407,0.8119,6.6868,132.3156,2.4924,0.0068
554.74,101.0233,7.534,0.1402,0.0387,0.8068,6.772,132.7561,2.4892,0.0066
554.75,103.4228,7.5991,0.1365,0.0378,0.8022,6.8224,133.1966,2.4861,0.0064
554.76,113.0555,7.9404,0.1262,0.0364,0.8056,6.8972,133.637,2.483,0.0061
554.77,120.5882,8.2182,0.1238,0.0356,0.8069,6.9226,134.0775,2.4798,0.0058
554.78,120.6368,8.2718,0.1286,0.0352,0.8114,6.9482,134.518,2.4767,0.0056
554.79,117.6788,8.2093,0.1316,0.0354,0.8238,6.9492,134.9585,2.4735,0.0054
554.8,117.4998,8.2394,0.1316,0.036,0.8396,6.9003,135.399,2.4704,0.0051
554.81,114.0254,8.2218,0.1341,0.0366,0.8452,6.8646,135.8015,2.4696,0.005
554.82,108.1724,8.0446,0.1366,0.0368,0.8505,6.8513,136.2041,2.4687,0.0049
554.83,100.4861,7.7976,0.1316,0.0369,0.8594,6.8411,136.6066,2.4678,0.0048
554.84,98.6528,7.6998,0.1303,0.0373,0.8663,6.8335,137.0092,2.467,0.0047
554.85,101.6421,7.738,0.1322,0.0368,0.8598,6.8642,137.4117,2.4661,0.0045
554.86,102.5331,7.7323,0.1364,0.0368,0.854,6.8578,137.8142,2.4653,0.0044
554.87,102.0674,7.712,0.1389,0.0372,0.8554,6.8365,138.2168,2.4644,0.0043
554.88,97.2752,7.5279,0.1396,0.0387,0.857,6.7566,138.6193,2.4636,0.0042
554.89,99.0345,7.5672,0.1427,0.0392,0.8508,6.7286,139.0219,2.4627,0.0041
554.9,102.4043,7.6437,0.139,0.0394,0.8404,6.7491,139.4244,2.4619,0.004
554.91,98.8559,7.5238,0.1375,0.0407,0.8418,6.707,139.4698,2.4615,0.004
554.92,94.722,7.3566,0.1349,0.0405,0.84,6.7556,139.5153,2.461,0.004
554.93,91.6174,7.241,0.1347,0.0398,0.841,6.7998,139.5607,2.4606,0.0039
554.94,89.7102,7.1784,0.1312,0.0396,0.8384,6.791,139.6062,2.4601,0.0039
554.95,87.5496,7.122,0.128,0.0398,0.8507,6.7923,139.6517,2.4596,0.0039
554.96,87.881,7.1756,0.1252,0.0384,0.8611,6.8336,139.6971,2.4592,0.0039
554.97,91.5728,7.3234,0.1242,0.0369,0.865,6.8846,139.7426,2.4587,0.0039
554.98,94.2627,7.3888,0.1302,0.0373,0.865,6.856,139.788,2.4583,0.0038
554.99,93.9388,7.3156,0.1438,0.0382,0.8668,6.8154,139.8335,2.4578,0.0038
555.0,93.7136,7.3088,0.1476,0.0394,0.8644,6.7632,139.8789,2.4574,0.0038
555.01,93.9096,7.1964,0.1566,0.0401,0.8534,6.7384,139.9583,2.4566,0.0038
555.02,92.3494,7.0334,0.1676,0.0408,0.8454,6.6882,140.0377,2.4558,0.0037
555.03,86.7824,6.7704,0.1684,0.041,0.847,6.6914,140.1171,2.455,0.0037
555.04,84.907,6.7056,0.1624,0.0409,0.847,6.7044,140.1965,2.4542,0.0036
555.05,86.4952,6.7944,0.157,0.0412,0.8445,6.686,140.2759,2.4534,0.0036
555.06,86.26,6.7962,0.1571,0.0402,0.8452,6.734,140.3554,2.4525,0.0036
555.07,81.7748,6.7552,0.1522,0.0397,0.8426,6.7354,140.4348,2.4517,0.0035
555.08,84.1082,6.8708,0.1512,0.0391,0.8267,6.7696,140.5142,2.4509,0.0035
555.09,92.8444,7.2451,0.1461,0.0377,0.8246,6.8383,140.5936,2.4501,0.0034
555.1,96.3481,7.3572,0.1471,0.0374,0.8298,6.875,140.673,2.4493,0.0034
555.11,100.5265,7.4223,0.1468,0.0379,0.8318,6.844,140.3644,2.4491,0.0034
555.12,106.1732,7.6048,0.1412,0.0368,0.8354,6.898,140.0557,2.449,0.0035
555.13,118.7714,8.0564,0.1326,0.0344,0.8492,7.0048,139.7471,2.4488,0.0035
555.14,129.6932,8.4534,0.1234,0.0325,0.848,7.1058,139.4384,2.4486,0.0035
555.15,143.9484,8.8758,0.1186,0.0315,0.8287,7.1561,139.1298,2.4485,0.0035
555.16,166.2099,9.5402,0.1078,0.0301,0.802,7.2161,138.8211,2.4483,0.0036
555.17,195.9621,10.4687,0.094,0.029,0.7836,7.2669,138.5125,2.4481,0.0036
555.18,217.9954,11.0982,0.0861,0.0297,0.7756,7.224,138.2038,2.4479,0.0036
555.19,237.5064,11.6055,0.086,0.0308,0.7683,7.1432,137.8951,2.4478,0.0037
555.2,248.4285,11.8918,0.0851,0.0315,0.7704,7.1054,137.5865,2.4476,0.0037
555.21,246.2086,11.8559,0.0852,0.0321,0.7802,7.062,137.3663,2.4478,0.0038
555.22,227.4196,11.3392,0.0946,0.0318,0.7909,7.0828,137.146,2.448,0.0038
555.23,212.9522,10.8116,0.1047,0.0318,0.7884,7.0855,136.9258,2.4481,0.0039
555.24,192.4916,10.248,0.1086,0.031,0.79,7.1632,136.7055,2.4483,0.004
555.25,170.119,9.5731,0.1144,0.0321,0.7966,7.1089,136.4853,2.4485,0.004
555.26,153.7446,9.1498,0.1158,0.0318,0.7968,7.1492,136.2651,2.4487,0.0041
555.27,147.6522,9.0459,0.1142,0.0326,0.7853,7.0844,136.0448,2.4489,0.0042
555.28,139.3306,8.965,0.1119,0.0325,0.7912,7.0846,135.8246,2.449,0.0043
555.29,132.2948,8.7896,0.1122,0.0339,0.7878,6.9738,135.6043,2.4492,0.0043
555.3,125.916,8.6185,0.117,0.0348,0.7913,6.9527,135.3841,2.4494,0.0044
555.31,125.1048,8.595,0.1182,0.0352,0.8,6.9432,134.1625,2.4515,0.0046
555.32,125.3186,8.49,0.1247,0.0344,0.8101,6.9846,132.9409,2.4536,0.0049
555.33,124.539,8.3372,0.1354,0.0346,0.8171,6.9708,131.7193,2.4558,0.0051
555.34,116.9834,8.0268,0.149,0.0367,0.8229,6.8932,130.4977,2.4579,0.0054
555.35,117.3723,7.9794,0.1516,0.0387,0.8209,6.8044,129.2761,2.46,0.0056
555.36,120.2741,8.0287,0.1506,0.0397,0.8158,6.7551,128.0545,2.4621,0.0058
555.37,116.1768,7.8255,0.1548,0.0409,0.7962,6.6814,126.8329,2.4642,0.0061
555.38,110.9808,7.6674,0.152,0.0436,0.782,6.5437,125.6113,2.4664,0.0063
555.39,108.3066,7.6016,0.1482,0.043,0.7848,6.5618,124.3897,2.4685,0.0066
555.4,100.2014,7.3093,0.149,0.0433,0.7922,6.5527,123.1681,2.4706,0.0068
555.41,90.7798,6.9758,0.1524,0.0442,0.7997,6.528,122.1733,2.4725,0.0068
555.42,83.5146,6.6937,0.1544,0.0449,0.8111,6.4965,121.1784,2.4745,0.0069
555.43,76.9911,6.4584,0.1614,0.0447,0.829,6.5176,120.1836,2.4764,0.0069
555.44,66.8645,6.0688,0.169,0.047,0.8443,6.3915,119.1887,2.4784,0.007
555.45,63.2674,5.9102,0.1694,0.0472,0.8574,6.3824,118.1938,2.4804,0.0071
555.46,62.3726,5.8353,0.173,0.047,0.8688,6.3791,117.199,2.4823,0.0071
555.47,56.4381,5.5596,0.1842,0.0476,0.8805,6.3441,116.2041,2.4843,0.0072
555.48,50.474,5.2442,0.2004,0.0479,0.8924,6.3101,115.2093,2.4862,0.0072
555.49,46.8504,4.976,0.2156,0.0476,0.9018,6.3531,114.2144,2.4882,0.0073
555.5,42.8242,4.6921,0.2293,0.0504,0.9102,6.2634,113.2196,2.4901,0.0073
555.51,35.8728,4.2844,0.2532,0.054,0.9214,6.1913,112.1349,2.4925,0.0073
555.52,32.0414,4.0445,0.2625,0.0597,0.9254,6.0874,111.0501,2.495,0.0072
555.53,27.7291,3.815,0.2672,0.0684,0.93,5.8654,109.9654,2.4974,0.0072
555.54,23.9826,3.5614,0.2772,0.0766,0.9362,5.6343,108.8806,2.4999,0.0072
555.55,21.1256,3.3372,0.2924,0.0823,0.9411,5.468,107.7959,2.5023,0.0072
555.56,18.5505,3.1604,0.3028,0.0896,0.943,5.251,106.7111,2.5047,0.0071
555.57,26.9908,3.4988,0.2972,0.0879,0.923,5.3512,105.6263,2.5072,0.0071
555.58,35.7542,3.8452,0.294,0.0862,0.9052,5.3988,104.5416,2.5096,0.0071
555.59,42.4212,3.9762,0.2973,0.085,0.8943,5.4512,103.4568,2.5121,0.007
555.6,60.9822,4.3262,0.2882,0.0842,0.8942,5.5122,102.3721,2.5145,0.007
555.61,73.92,4.6473,0.2796,0.0799,0.9306,5.6379,100.3754,2.5198,0.0066
555.62,86.539,4.9118,0.274,0.078,0.9404,5.7082,98.3787,2.5251,0.0063
555.63,83.3655,4.6222,0.2843,0.0804,0.9454,5.6242,96.382,2.5304,0.0059
555.64,83.5286,4.5637,0.2884,0.083,0.9479,5.5366,94.3853,2.5357,0.0055
555.65,91.0251,4.8684,0.2785,0.0806,0.9526,5.5895,92.3886,2.541,0.0052
555.66,102.0534,5.1503,0.2708,0.0799,0.9464,5.6508,90.3919,2.5464,0.0048
555.67,89.3938,4.904,0.2728,0.0837,0.9397,5.5556,88.3952,2.5517,0.0044
555.68,75.9753,4.5318,0.2794,0.0888,0.9368,5.3985,86.3985,2.557,0.004
555.69,71.1293,4.3801,0.2785,0.091,0.94,5.3447,84.4018,2.5623,0.0037
555.7,58.5408,4.0123,0.2879,0.0942,0.936,5.2592,82.4051,2.5676,0.0033
555.71,28.5542,3.2974,0.3045,0.0986,0.9348,5.1116,81.9736,2.5694,0.003
555.72,18.154,3.0114,0.3128,0.1006,0.9385,5.0304,81.5421,2.5713,0.0028
555.73,18.4061,3.0092,0.3106,0.0977,0.9386,5.0702,81.1106,2.5731,0.0025
555.74,39.2357,3.3806,0.3069,0.0917,0.9249,5.2064,80.6791,2.575,0.0022
555.75,58.968,3.8068,0.2976,0.0872,0.9277,5.2824,80.2476,2.5768,0.002
555.76,70.8643,4.1293,0.284,0.0829,0.9268,5.3621,79.8161,2.5786,0.0017
555.77,72.836,4.2764,0.278,0.0795,0.9239,5.422,79.3846,2.5805,0.0014
555.78,75.8093,4.4187,0.2753,0.0772,0.9198,5.5228,78.9531,2.5823,0.0011
555.79,72.5544,4.4716,0.2686,0.0756,0.9181,5.561,78.5216,2.5842,0.0009
555.8,54.249,4.2745,0.2689,0.0724,0.913,5.6711,78.0901,2.586,0.0006
555.81,43.5548,4.1926,0.2643,0.0677,0.8846,5.8027,78.15,2.5872,0.0005
555.82,44.8079,4.346,0.2576,0.0622,0.8751,5.9704,78.21,2.5883,0.0004
555.83,47.976,4.553,0.2435,0.0575,0.8698,6.0772,78.2699,2.5895,0.0003
555.84,48.6039,4.7424,0.2299,0.0532,0.8658,6.1952,78.3298,2.5906,0.0002
555.85,51.0987,5.0379,0.213,0.0523,0.8596,6.2262,78.3898,2.5918,0.0001
555.86,58.7796,5.4488,0.1984,0.0518,0.8482,6.253,78.4497,2.593,-0.0
555.87,70.3236,5.9568,0.182,0.0501,0.8378,6.3229,78.5096,2.5941,-0.0001
555.88,79.8524,6.3244,0.1737,0.0496,0.8307,6.3117,78.5695,2.5953,-0.0002
555.89,88.3915,6.6894,0.1634,0.0476,0.8268,6.3782,78.6295,2.5964,-0.0003
555.9,92.3965,6.8364,0.1602,0.0463,0.8316,6.4355,78.6894,2.5976,-0.0004
555.91,92.8518,6.849,0.1597,0.0463,0.8336,6.4377,80.5423,2.5969,-0.0001
555.92,92.0523,6.8719,0.1648,0.0473,0.8335,6.4026,82.3951,2.5963,0.0002
555.93,93.0448,6.9626,0.1641,0.0466,0.8288,6.4338,84.248,2.5956,0.0006
555.94,98.2581,7.0877,0.1632,0.0466,0.8314,6.4432,86.1008,2.595,0.0009
555.95,93.0608,6.9594,0.1618,0.0468,0.8188,6.4326,87.9537,2.5943,0.0012
555.96,93.6138,7.0262,0.1602,0.046,0.8098,6.4516,89.8066,2.5936,0.0015
555.97,91.8287,6.9835,0.1584,0.046,0.8089,6.4542,91.6594,2.593,0.0018
555.98,90.1428,6.95,0.156,0.0459,0.8149,6.4651,93.5123,2.5923,0.0022
555.99,85.9602,6.8776,0.1522,0.0465,0.8149,6.4262,95.3651,2.5917,0.0025
556.0,86.7942,6.9696,0.1492,0.0468,0.8032,6.4072,97.218,2.591,0.0028
556.01,90.4464,7.111,0.1482,0.046,0.8055,6.4368,98.4915,2.5894,0.0032
556.02,97.2382,7.3515,0.1475,0.0446,0.8023,6.5074,99.7651,2.5878,0.0036
556.03,103.699,7.535,0.1458,0.0443,0.8046,6.4988,101.0386,2.5862,0.004
556.04,114.892,7.8006,0.1448,0.0434,0.8226,6.577,102.3122,2.5846,0.0044
556.05,121.8622,7.9536,0.1468,0.0422,0.8474,6.6494,103.5857,2.5831,0.0047
556.06,127.9438,8.1046,0.1449,0.0416,0.847,6.688,104.8592,2.5815,0.0051
556.07,141.7942,8.4744,0.14,0.0408,0.8379,6.7196,106.1328,2.5799,0.0055
556.08,153.4676,8.7366,0.1372,0.0404,0.8324,6.7327,107.4063,2.5783,0.0059
556.09,164.8145,9.0151,0.1354,0.0418,0.8167,6.6692,108.6799,2.5767,0.0063
556.1,176.2202,9.45,0.1297,0.0417,0.7838,6.6524,109.9534,2.5751,0.0067
556.11,187.847,9.8758,0.1221,0.0409,0.7542,6.6587,111.0761,2.5733,0.0072
556.12,202.8516,10.3541,0.118,0.0394,0.7513,6.7486,112.1988,2.5715,0.0078
556.13,204.1103,10.4365,0.119,0.039,0.7458,6.7693,113.3215,2.5696,0.0083
556.14,204.2629,10.5941,0.1141,0.0379,0.7295,6.8176,114.4442,2.5678,0.0088
556.15,202.6574,10.6268,0.1116,0.0364,0.7317,6.9107,115.5669,2.566,0.0093
556.16,206.4,10.7329,0.1116,0.0365,0.7335,6.8838,116.6896,2.5642,0.0099
556.17,213.1836,10.8739,0.1152,0.0357,0.7498,6.9389,117.8123,2.5624,0.0104
556.18,216.1886,10.9493,0.115,0.0361,0.7571,6.9114,118.935,2.5605,0.0109
556.19,224.1672,11.1576,0.1112,0.0358,0.7599,6.9218,120.0577,2.5587,0.0115
556.2,228.5694,11.262,0.108,0.0363,0.769,6.8771,121.1804,2.5569,0.012
556.21,224.8002,11.1505,0.1081,0.0363,0.7807,6.8922,122.006,2.5548,0.0124
556.22,221.1348,11.0909,0.1049,0.0364,0.7844,6.8711,122.8315,2.5528,0.0129
556.23,222.3374,11.2711,0.1002,0.0349,0.784,6.9778,123.657,2.5508,0.0133
556.24,231.8591,11.5206,0.0968,0.0336,0.789,7.0434,124.4826,2.5487,0.0137
556.25,239.847,11.6797,0.0964,0.0335,0.7928,7.039,125.3082,2.5466,0.0142
556.26,251.3378,12.0313,0.0918,0.0326,0.7809,7.0913,126.1337,2.5446,0.0146
556.27,275.289,12.6572,0.0895,0.0319,0.7734,7.127,126.9592,2.5426,0.015
556.28,283.8949,12.8858,0.0861,0.0318,0.7879,7.1283,127.7848,2.5405,0.0154
556.29,281.483,12.7595,0.0875,0.0324,0.7978,7.0828,128.6104,2.5384,0.0159
556.3,278.733,12.7152,0.0905,0.0326,0.7965,7.0719,129.4359,2.5364,0.0163
556.31,270.3782,12.4632,0.0908,0.0331,0.8024,7.05,130.0782,2.533,0.0169
556.32,250.5804,11.9226,0.0962,0.0338,0.8149,7.0098,130.7204,2.5295,0.0176
556.33,237.7967,11.5664,0.1,0.0342,0.807,6.9918,131.3627,2.5261,0.0182
556.34,235.5407,11.4831,0.0977,0.035,0.7889,6.9546,132.0049,2.5226,0.0188
556.35,223.4527,11.2554,0.0945,0.0349,0.7844,6.962,132.6472,2.5192,0.0195
556.36,210.9703,10.9794,0.0962,0.0367,0.7872,6.8624,133.2895,2.5158,0.0201
556.37,224.3577,11.402,0.0922,0.0359,0.7897,6.9104,133.9317,2.5123,0.0207
556.38,231.9893,11.5982,0.0894,0.0358,0.7906,6.9067,134.574,2.5089,0.0213
556.39,239.5318,11.5829,0.0944,0.036,0.7796,6.891,135.2162,2.5054,0.022
556.4,258.7645,11.7764,0.0968,0.0358,0.7622,6.9092,135.8585,2.502,0.0226
556.41,259.3694,11.7818,0.0944,0.0334,0.7599,7.0357,135.8006,2.5008,0.0227
556.42,256.8749,11.7346,0.0932,0.0332,0.7482,7.0568,135.7426,2.4997,0.0228
556.43,246.0488,11.333,0.1018,0.034,0.736,7.0032,135.6847,2.4985,0.023
556.44,234.707,11.1775,0.1024,0.0329,0.7624,7.06,135.6268,2.4973,0.0231
556.45,219.1645,11.0206,0.1013,0.0336,0.7883,7.0018,135.5688,2.4961,0.0232
556.46,218.2501,10.9052,0.1058,0.0342,0.7923,6.9777,135.5109,2.495,0.0233
556.47,235.9164,11.0758,0.1128,0.0352,0.8098,6.932,135.453,2.4938,0.0234
556.48,244.101,11.1754,0.113,0.0343,0.833,7.0144,135.3951,2.4926,0.0236
556.49,243.664,11.0989,0.1112,0.0344,0.8556,7.022,135.3371,2.4915,0.0237
556.5,240.7376,11.0355,0.112,0.0334,0.8671,7.1138,135.2792,2.4903,0.0238
556.51,230.1348,10.8744,0.1146,0.0329,0.885,7.1264,134.8038,2.4895,0.0237
556.52,216.0746,10.7142,0.114,0.0327,0.9005,7.1178,134.3283,2.4886,0.0236
556.53,190.5658,10.219,0.1189,0.0329,0.921,7.0995,133.8529,2.4878,0.0236
556.54,180.2584,9.9422,0.1238,0.033,0.9298,7.0802,133.3774,2.487,0.0235
556.55,168.5854,9.6106,0.129,0.0329,0.9358,7.1016,132.902,2.4862,0.0234
556.56,163.4132,9.4009,0.1299,0.0327,0.9392,7.0867,132.4265,2.4853,0.0233
556.57,160.3392,9.2501,0.1291,0.0315,0.9396,7.1652,131.951,2.4845,0.0232
556.58,155.5348,9.034,0.131,0.0318,0.9373,7.1416,131.4756,2.4837,0.0232
556.59,148.471,8.8566,0.1319,0.0329,0.9318,7.1142,131.0001,2.4828,0.0231
556.6,141.2874,8.694,0.1294,0.0356,0.925,6.9658,130.5247,2.482,0.023
556.61,129.0788,8.2862,0.1325,0.0388,0.9152,6.8119,128.2798,2.4829,0.0226
556.62,113.2808,7.7924,0.1405,0.0405,0.8988,6.7072,126.0349,2.4839,0.0223
556.63,95.5797,7.2938,0.1472,0.043,0.8903,6.5762,123.7899,2.4848,0.0219
556.64,93.002,7.214,0.1446,0.043,0.862,6.5734,121.545,2.4858,0.0216
556.65,92.1828,7.0804,0.1471,0.0431,0.8367,6.5647,119.3001,2.4867,0.0212
556.66,93.2584,7.0564,0.1552,0.0417,0.8313,6.6378,117.0552,2.4877,0.0208
556.67,95.5839,7.1188,0.1552,0.0422,0.8222,6.6214,114.8103,2.4886,0.0205
556.68,97.5286,7.1087,0.1586,0.0422,0.8218,6.6132,112.5653,2.4896,0.0201
556.69,104.6637,7.259,0.1619,0.0422,0.8459,6.6348,110.3204,2.4906,0.0198
556.7,105.178,7.2154,0.1709,0.044,0.8688,6.573,108.0755,2.4915,0.0194
556.71,100.6299,7.0352,0.1812,0.0472,0.877,6.4842,106.37,2.4934,0.0192
556.72,99.7789,6.8771,0.1901,0.0509,0.8816,6.407,104.6644,2.4954,0.019
556.73,103.7579,6.9219,0.1988,0.0542,0.8846,6.3568,102.9589,2.4973,0.0187
556.74,124.1887,7.2394,0.204,0.0602,0.8688,6.2866,101.2534,2.4992,0.0185
556.75,129.3733,7.2216,0.212,0.0671,0.8429,6.1953,99.5479,2.5012,0.0183
556.76,142.1206,7.4495,0.2158,0.0736,0.8391,6.1535,97.8423,2.5031,0.0181
556.77,147.2152,7.619,0.2128,0.0763,0.839,6.1733,96.1368,2.505,0.0179
556.78,153.8922,7.8104,0.2126,0.0802,0.8382,6.1544,94.4313,2.5069,0.0176
556.79,161.2426,7.9411,0.2114,0.0786,0.8394,6.162,92.7257,2.5089,0.0174
556.8,163.7999,8.0064,0.2058,0.0737,0.8559,6.1676,91.0202,2.5108,0.0172
556.81,172.1284,8.1814,0.1962,0.0686,0.8577,6.2176,89.5779,2.5134,0.017
556.82,169.301,8.0918,0.1936,0.0665,0.8524,6.175,88.1355,2.5159,0.0168
556.83,166.4286,7.9502,0.1945,0.0657,0.8534,6.1664,86.6932,2.5185,0.0167
556.84,156.7561,7.6524,0.1941,0.0652,0.856,6.0915,85.2508,2.5211,0.0165
556.85,163.4216,7.6478,0.1968,0.0626,0.8632,6.1481,83.8085,2.5237,0.0163
556.86,165.195,7.7643,0.1943,0.0614,0.9038,6.2437,82.3662,2.5262,0.0161
556.87,182.6601,8.1658,0.1906,0.0626,0.9347,6.2642,80.9238,2.5288,0.0159
556.88,196.4468,8.4016,0.1841,0.0635,0.9446,6.2953,79.4815,2.5314,0.0158
556.89,211.3463,8.7323,0.1765,0.062,0.9458,6.3569,78.0391,2.5339,0.0156
556.9,202.201,8.7826,0.1721,0.0594,0.9469,6.4116,76.5968,2.5365,0.0154
556.91,178.0872,8.413,0.1687,0.059,0.9477,6.3513,75.9466,2.5415,0.0154
556.92,155.1082,7.9886,0.1679,0.0562,0.9344,6.3694,75.2963,2.5465,0.0155
556.93,126.8515,7.4998,0.1703,0.0545,0.9064,6.3603,74.6461,2.5516,0.0155
556.94,117.9424,7.5194,0.1654,0.0515,0.844,6.4305,73.9958,2.5566,0.0156
556.95,114.1722,7.6629,0.1536,0.0478,0.8295,6.4987,73.3455,2.5616,0.0156
556.96,116.163,7.8415,0.1501,0.0452,0.8452,6.5679,72.6953,2.5666,0.0156
556.97,125.1037,8.2069,0.1476,0.0406,0.8569,6.7363,72.045,2.5716,0.0157
556.98,142.3198,8.8561,0.1377,0.038,0.8588,6.7952,71.3948,2.5767,0.0157
556.99,152.876,9.2584,0.1299,0.0374,0.8504,6.8174,70.7445,2.5817,0.0158
557.0,145.9842,9.0134,0.1362,0.0382,0.8448,6.7679,70.0943,2.5867,0.0158
557.01,142.2241,8.9304,0.1348,0.0385,0.831,6.7447,71.2035,2.5876,0.0159
557.02,141.2014,8.9283,0.1268,0.0387,0.8295,6.7143,72.3127,2.5885,0.016
557.03,128.58,8.4744,0.1299,0.0396,0.8357,6.6949,73.422,2.5895,0.0161
557.04,112.8654,7.9024,0.1388,0.0411,0.8364,6.6178,74.5312,2.5904,0.0162
557.05,112.8931,7.8812,0.1402,0.0411,0.8326,6.6275,75.6404,2.5913,0.0163
557.06,113.0361,7.858,0.1404,0.041,0.8384,6.6422,76.7496,2.5922,0.0164
557.07,109.4424,7.648,0.1478,0.0414,0.838,6.6258,77.8588,2.5931,0.0165
557.08,105.6569,7.471,0.1528,0.0418,0.8242,6.6038,78.9681,2.5941,0.0166
557.09,103.9346,7.4934,0.1453,0.0426,0.8167,6.5552,80.0773,2.595,0.0167
557.1,100.2407,7.4052,0.1428,0.0429,0.821,6.5471,81.1865,2.5959,0.0168
557.11,99.125,7.368,0.1456,0.0429,0.8158,6.5684,82.6638,2.5952,0.0168
557.12,101.6037,7.4658,0.1452,0.0426,0.8154,6.601,84.1411,2.5946,0.0169
557.13,100.3235,7.4208,0.148,0.0434,0.8324,6.5893,85.6184,2.5939,0.0169
557.14,96.6526,7.283,0.1535,0.0425,0.8367,6.6566,87.0957,2.5933,0.017
557.15,96.7097,7.2738,0.1545,0.0422,0.8356,6.6574,88.573,2.5926,0.017
557.16,96.3648,7.3095,0.151,0.0421,0.8345,6.6638,90.0503,2.5919,0.0171
557.17,91.6398,7.1473,0.1532,0.0428,0.8423,6.6096,91.5276,2.5913,0.0171
557.18,86.0555,7.0578,0.1512,0.0428,0.8364,6.5722,93.0049,2.5906,0.0172
557.19,84.3511,7.1012,0.1487,0.0427,0.841,6.5466,94.4822,2.59,0.0173
557.2,81.313,7.0174,0.1496,0.0422,0.856,6.5762,95.9595,2.5893,0.0173
557.21,81.6245,6.9799,0.1522,0.0416,0.8659,6.6149,98.5725,2.585,0.0172
557.22,78.037,6.8374,0.1501,0.0414,0.8737,6.6429,101.1855,2.5807,0.0171
557.23,75.982,6.7613,0.1515,0.0412,0.8743,6.645,103.7985,2.5763,0.0169
557.24,74.5893,6.6244,0.1553,0.0412,0.8738,6.6454,106.4115,2.572,0.0168
557.25,75.7486,6.627,0.1541,0.0411,0.864,6.6522,109.0244,2.5677,0.0167
557.26,85.7771,6.9488,0.1481,0.0412,0.8507,6.6177,111.6374,2.5634,0.0166
557.27,94.6138,7.2821,0.1465,0.0404,0.8319,6.652,114.2504,2.5591,0.0165
557.28,103.2921,7.5992,0.1462,0.0399,0.8205,6.675,116.8634,2.5547,0.0163
557.29,107.7501,7.794,0.1402,0.038,0.8207,6.7792,119.4764,2.5504,0.0162
557.3,112.7823,8.0034,0.136,0.0382,0.8208,6.7776,122.0894,2.5461,0.0161
557.31,109.6642,7.9114,0.1372,0.0376,0.8188,6.8298,122.5978,2.5434,0.0159
557.32,100.913,7.617,0.1418,0.0374,0.8254,6.8346,123.1062,2.5407,0.0157
557.33,96.7716,7.4514,0.1445,0.0377,0.8271,6.832,123.6146,2.538,0.0155
557.34,94.8554,7.3638,0.1438,0.0391,0.8284,6.7675,124.123,2.5353,0.0153
557.35,92.54,7.2348,0.1498,0.0402,0.8283,6.7289,124.6315,2.5326,0.015
557.36,89.1055,7.1156,0.1553,0.0413,0.8254,6.6872,125.1399,2.53,0.0148
557.37,89.9007,7.1104,0.1624,0.0418,0.8142,6.6682,125.6483,2.5273,0.0146
557.38,87.8623,7.024,0.1648,0.0409,0.8299,6.699,126.1567,2.5246,0.0144
557.39,87.8772,7.0206,0.1665,0.0401,0.8383,6.7139,126.6651,2.5219,0.0142
557.4,87.9479,7.0763,0.1629,0.0392,0.8529,6.78,127.1735,2.5192,0.014
557.41,91.3543,7.2438,0.1542,0.038,0.8662,6.8484,127.0551,2.517,0.0137
557.42,91.683,7.2983,0.1493,0.0379,0.8763,6.8432,126.9368,2.5148,0.0134
557.43,92.214,7.3826,0.1428,0.0378,0.8788,6.8437,126.8184,2.5126,0.0132
557.44,93.5256,7.4602,0.1372,0.0368,0.8817,6.89,126.7001,2.5104,0.0129
557.45,99.1498,7.6034,0.1346,0.0371,0.8864,6.8329,126.5817,2.5081,0.0126
557.46,111.0858,7.7775,0.1352,0.0377,0.8745,6.7948,126.4633,2.5059,0.0123
557.47,110.2003,7.643,0.1374,0.0388,0.8733,6.7461,126.345,2.5037,0.012
557.48,106.7064,7.5023,0.1367,0.0387,0.8752,6.7372,126.2266,2.5015,0.0118
557.49,105.3334,7.4194,0.1397,0.0399,0.8728,6.6814,126.1083,2.4993,0.0115
557.5,105.8202,7.5201,0.1371,0.04,0.8518,6.7024,125.9899,2.4971,0.0112
557.51,101.0923,7.4984,0.1368,0.0402,0.825,6.7028,124.6569,2.4954,0.0106
557.52,91.6964,7.389,0.1362,0.0403,0.8174,6.6802,123.324,2.4936,0.0101
557.53,94.3433,7.4717,0.1365,0.0404,0.8197,6.6876,121.991,2.4919,0.0095
557.54,102.0646,7.6426,0.1379,0.0405,0.8133,6.68,120.658,2.4902,0.0089
557.55,102.3228,7.5763,0.1428,0.0414,0.8158,6.634,119.3251,2.4885,0.0084
557.56,98.1918,7.3531,0.1522,0.0425,0.8237,6.5747,117.9921,2.4867,0.0078
