TDEP,contrast,dissimilarity,homogeneity,energy,correlation,entropy,GR,RHOB,DRHO
427.12,0.0,0.0,1.0,1.0,1.0,0.0,97.0781,2.1704,-0.4605
427.13,0.0,0.0,1.0,1.0,1.0,0.0,97.3229,2.1703,-0.4603
427.14,0.0,0.0,1.0,1.0,1.0,0.0,97.5676,2.1701,-0.4601
427.15,0.0,0.0,1.0,1.0,1.0,0.0,97.8123,2.17,-0.46
427.16,0.0,0.0,1.0,1.0,1.0,0.0,98.057,2.1699,-0.4598
427.17,0.0,0.0,1.0,1.0,1.0,0.0,98.3017,2.1697,-0.4596
427.18,0.0,0.0,1.0,1.0,1.0,0.0,98.5465,2.1696,-0.4594
427.19,0.0,0.0,1.0,1.0,1.0,0.0,98.7912,2.1694,-0.4592
427.2,0.0,0.0,1.0,1.0,1.0,0.0,99.0359,2.1693,-0.459
427.21,0.0,0.0,1.0,1.0,1.0,0.0,98.4341,2.1689,-0.4591
427.22,0.0,0.0,1.0,1.0,1.0,0.0,97.8323,2.1685,-0.4592
427.23,0.0,0.0,1.0,1.0,1.0,0.0,97.2305,2.1681,-0.4594
427.24,0.0,0.0,1.0,1.0,1.0,0.0,96.6287,2.1677,-0.4595
427.25,0.0,0.0,1.0,1.0,1.0,0.0,96.0269,2.1672,-0.4596
427.26,0.0,0.0,1.0,1.0,1.0,0.0,95.4251,2.1668,-0.4597
427.27,0.0,0.0,1.0,1.0,1.0,0.0,94.8233,2.1664,-0.4598
427.28,0.0,0.0,1.0,1.0,1.0,0.0,94.2215,2.166,-0.46
427.29,0.0,0.0,1.0,1.0,1.0,0.0,93.6197,2.1656,-0.4601
427.3,0.0,0.0,1.0,1.0,1.0,0.0,93.0179,2.1652,-0.4602
427.31,0.0,0.0,1.0,1.0,1.0,0.0,92.8338,2.1647,-0.4605
427.32,0.0,0.0,1.0,1.0,1.0,0.0,92.6497,2.1642,-0.4608
427.33,0.0,0.0,1.0,1.0,1.0,0.0,92.4655,2.1636,-0.461
427.34,0.0,0.0,1.0,1.0,1.0,0.0,92.2814,2.1631,-0.4613
427.35,0.0,0.0,1.0,1.0,1.0,0.0,92.0973,2.1626,-0.4616
427.36,0.0,0.0,1.0,1.0,1.0,0.0,91.9132,2.1621,-0.4619
427.37,0.0,0.0,1.0,1.0,1.0,0.0,91.7291,2.1616,-0.4622
427.38,0.0,0.0,1.0,1.0,1.0,0.0,91.5449,2.161,-0.4624
427.39,0.0,0.0,1.0,1.0,1.0,0.0,91.3608,2.1605,-0.4627
427.4,0.0,0.0,1.0,1.0,1.0,0.0,91.1767,2.16,-0.463
427.41,0.0,0.0,1.0,1.0,1.0,0.0,91.2461,2.1593,-0.4634
427.42,0.0,0.0,1.0,1.0,1.0,0.0,91.3155,2.1586,-0.4637
427.43,0.0,0.0,1.0,1.0,1.0,0.0,91.3849,2.1579,-0.4641
427.44,0.0,0.0,1.0,1.0,1.0,0.0,91.4543,2.1572,-0.4645
427.45,0.0,0.0,1.0,1.0,1.0,0.0,91.5238,2.1564,-0.4648
427.46,0.0,0.0,1.0,1.0,1.0,0.0,91.5932,2.1557,-0.4652
427.47,0.0,0.0,1.0,1.0,1.0,0.0,91.6626,2.155,-0.4656
427.48,0.0,0.0,1.0,1.0,1.0,0.0,91.732,2.1543,-0.466
427.49,0.0,0.0,1.0,1.0,1.0,0.0,91.8014,2.1536,-0.4663
427.5,0.0,0.0,1.0,1.0,1.0,0.0,91.8708,2.1529,-0.4667
427.51,0.0,0.0,1.0,1.0,1.0,0.0,92.2364,2.1521,-0.4671
427.52,0.0,0.0,1.0,1.0,1.0,0.0,92.602,2.1513,-0.4674
427.53,0.0,0.0,1.0,1.0,1.0,0.0,92.9675,2.1505,-0.4678
427.54,0.0,0.0,1.0,1.0,1.0,0.0,93.3331,2.1497,-0.4682
427.55,0.0,0.0,1.0,1.0,1.0,0.0,93.6987,2.149,-0.4686
427.56,0.0,0.0,1.0,1.0,1.0,0.0,94.0643,2.1482,-0.4689
427.57,0.0,0.0,1.0,1.0,1.0,0.0,94.4299,2.1474,-0.4693
427.58,0.0,0.0,1.0,1.0,1.0,0.0,94.7954,2.1466,-0.4697
427.59,0.0,0.0,1.0,1.0,1.0,0.0,95.161,2.1458,-0.47
427.6,0.0,0.0,1.0,1.0,1.0,0.0,95.5266,2.145,-0.4704
427.61,0.0,0.0,1.0,1.0,1.0,0.0,95.8031,2.1435,-0.4709
427.62,0.0,0.0,1.0,1.0,1.0,0.0,96.0796,2.142,-0.4715
427.63,0.0,0.0,1.0,1.0,1.0,0.0,96.3562,2.1405,-0.472
427.64,0.0,0.0,1.0,1.0,1.0,0.0,96.6327,2.139,-0.4725
427.65,0.0,0.0,1.0,1.0,1.0,0.0,96.9092,2.1376,-0.473
427.66,0.0,0.0,1.0,1.0,1.0,0.0,97.1857,2.1361,-0.4736
427.67,0.0,0.0,1.0,1.0,1.0,0.0,97.4622,2.1346,-0.4741
427.68,0.0,0.0,1.0,1.0,1.0,0.0,97.7388,2.1331,-0.4746
427.69,0.0,0.0,1.0,1.0,1.0,0.0,98.0153,2.1316,-0.4752
427.7,0.0,0.0,1.0,1.0,1.0,0.0,98.2918,2.1301,-0.4757
427.71,0.0,0.0,1.0,1.0,1.0,0.0,98.111,2.1296,-0.4758
427.72,0.0,0.0,1.0,1.0,1.0,0.0,97.9302,2.1291,-0.4758
427.73,0.0,0.0,1.0,1.0,1.0,0.0,97.7494,2.1287,-0.4759
427.74,0.0,0.0,1.0,1.0,1.0,0.0,97.5686,2.1282,-0.476
427.75,0.0,0.0,1.0,1.0,1.0,0.0,97.3878,2.1277,-0.476
427.76,0.0,0.0,1.0,1.0,1.0,0.0,97.2071,2.1272,-0.4761
427.77,0.0,0.0,1.0,1.0,1.0,0.0,97.0263,2.1267,-0.4762
427.78,0.0,0.0,1.0,1.0,1.0,0.0,96.8455,2.1263,-0.4763
427.79,0.0,0.0,1.0,1.0,1.0,0.0,96.6647,2.1258,-0.4763
427.8,0.0,0.0,1.0,1.0,1.0,0.0,96.4839,2.1253,-0.4764
427.81,0.0,0.0,1.0,1.0,1.0,0.0,96.1553,2.1252,-0.4763
427.82,0.0,0.0,1.0,1.0,1.0,0.0,95.8267,2.1251,-0.4762
427.83,0.0,0.0,1.0,1.0,1.0,0.0,95.498,2.125,-0.4761
427.84,0.0,0.0,1.0,1.0,1.0,0.0,95.1694,2.1249,-0.476
427.85,0.0,0.0,1.0,1.0,1.0,0.0,94.8408,2.1248,-0.4759
427.86,0.0,0.0,1.0,1.0,1.0,0.0,94.5122,2.1247,-0.4758
427.87,0.0,0.0,1.0,1.0,1.0,0.0,94.1836,2.1246,-0.4757
427.88,0.0,0.0,1.0,1.0,1.0,0.0,93.8549,2.1245,-0.4756
427.89,0.0,0.0,1.0,1.0,1.0,0.0,93.5263,2.1244,-0.4755
427.9,0.0,0.0,1.0,1.0,1.0,0.0,93.1977,2.1243,-0.4754
427.91,0.0,0.0,1.0,1.0,1.0,0.0,92.8691,2.125,-0.4749
427.92,0.0,0.0,1.0,1.0,1.0,0.0,92.5404,2.1257,-0.4745
427.93,0.0,0.0,1.0,1.0,1.0,0.0,92.2118,2.1264,-0.474
427.94,0.0,0.0,1.0,1.0,1.0,0.0,91.8832,2.1271,-0.4735
427.95,0.0,0.0,1.0,1.0,1.0,0.0,91.5546,2.1278,-0.473
427.96,0.0,0.0,1.0,1.0,1.0,0.0,91.2259,2.1284,-0.4726
427.97,0.0,0.0,1.0,1.0,1.0,0.0,90.8973,2.1291,-0.4721
427.98,0.0,0.0,1.0,1.0,1.0,0.0,90.5687,2.1298,-0.4716
427.99,0.0,0.0,1.0,1.0,1.0,0.0,90.24,2.1305,-0.4712
428.0,0.0,0.0,1.0,1.0,1.0,0.0,89.9114,2.1312,-0.4707
428.01,0.0,0.0,1.0,1.0,1.0,0.0,89.9973,2.1319,-0.4704
428.02,0.0,0.0,1.0,1.0,1.0,0.0,90.0832,2.1326,-0.4701
428.03,0.0,0.0,1.0,1.0,1.0,0.0,90.1691,2.1334,-0.4698
428.04,0.0,0.0,1.0,1.0,1.0,0.0,90.255,2.1341,-0.4695
428.05,0.0,0.0,1.0,1.0,1.0,0.0,90.3409,2.1348,-0.4692
428.06,0.0,0.0,1.0,1.0,1.0,0.0,90.4268,2.1355,-0.4689
428.07,0.0,0.0,1.0,1.0,1.0,0.0,90.5127,2.1362,-0.4686
428.08,0.0,0.0,1.0,1.0,1.0,0.0,90.5986,2.137,-0.4683
428.09,0.0,0.0,1.0,1.0,1.0,0.0,90.6845,2.1377,-0.468
428.1,0.0,0.0,1.0,1.0,1.0,0.0,90.7704,2.1384,-0.4677
428.11,0.0,0.0,1.0,1.0,1.0,0.0,90.8014,2.1392,-0.4675
428.12,0.0,0.0,1.0,1.0,1.0,0.0,90.8323,2.1399,-0.4673
428.13,0.0,0.0,1.0,1.0,1.0,0.0,90.8633,2.1407,-0.467
428.14,0.0,0.0,1.0,1.0,1.0,0.0,90.8943,2.1414,-0.4668
428.15,0.0,0.0,1.0,1.0,1.0,0.0,90.9252,2.1422,-0.4666
428.16,0.0,0.0,1.0,1.0,1.0,0.0,90.9562,2.143,-0.4664
428.17,0.0,0.0,1.0,1.0,1.0,0.0,90.9872,2.1437,-0.4662
428.18,0.0,0.0,1.0,1.0,1.0,0.0,91.0182,2.1445,-0.4659
428.19,0.0,0.0,1.0,1.0,1.0,0.0,91.0491,2.1452,-0.4657
428.2,0.0,0.0,1.0,1.0,1.0,0.0,91.0801,2.146,-0.4655
428.21,0.0,0.0,1.0,1.0,1.0,0.0,91.3683,2.1469,-0.4655
428.22,0.0,0.0,1.0,1.0,1.0,0.0,91.6564,2.1477,-0.4655
428.23,0.0,0.0,1.0,1.0,1.0,0.0,91.9446,2.1486,-0.4656
428.24,0.0,0.0,1.0,1.0,1.0,0.0,92.2328,2.1495,-0.4656
428.25,0.0,0.0,1.0,1.0,1.0,0.0,92.521,2.1504,-0.4656
428.26,0.0,0.0,1.0,1.0,1.0,0.0,92.8091,2.1512,-0.4656
428.27,0.0,0.0,1.0,1.0,1.0,0.0,93.0973,2.1521,-0.4656
428.28,0.0,0.0,1.0,1.0,1.0,0.0,93.3855,2.153,-0.4657
428.29,0.0,0.0,1.0,1.0,1.0,0.0,93.6736,2.1538,-0.4657
428.3,0.0,0.0,1.0,1.0,1.0,0.0,93.9618,2.1547,-0.4657
428.31,0.0,0.0,1.0,1.0,1.0,0.0,93.8504,2.1548,-0.4659
428.32,0.0,0.0,1.0,1.0,1.0,0.0,93.7391,2.1549,-0.4661
428.33,0.0,0.0,1.0,1.0,1.0,0.0,93.6277,2.1551,-0.4664
428.34,0.0,0.0,1.0,1.0,1.0,0.0,93.5163,2.1552,-0.4666
428.35,0.0,0.0,1.0,1.0,1.0,0.0,93.4049,2.1553,-0.4668
428.36,0.0,0.0,1.0,1.0,1.0,0.0,93.2936,2.1554,-0.467
428.37,0.0,0.0,1.0,1.0,1.0,0.0,93.1822,2.1555,-0.4672
428.38,0.0,0.0,1.0,1.0,1.0,0.0,93.0708,2.1557,-0.4675
428.39,0.0,0.0,1.0,1.0,1.0,0.0,92.9595,2.1558,-0.4677
428.4,0.0,0.0,1.0,1.0,1.0,0.0,92.8481,2.1559,-0.4679
428.41,0.0,0.0,1.0,1.0,1.0,0.0,92.7832,2.1556,-0.4683
428.42,0.0,0.0,1.0,1.0,1.0,0.0,92.7182,2.1554,-0.4686
428.43,0.0,0.0,1.0,1.0,1.0,0.0,92.6533,2.1551,-0.469
428.44,0.0,0.0,1.0,1.0,1.0,0.0,92.5884,2.1549,-0.4694
428.45,0.0,0.0,1.0,1.0,1.0,0.0,92.5234,2.1546,-0.4698
428.46,0.0,0.0,1.0,1.0,1.0,0.0,92.4585,2.1543,-0.4701
428.47,0.0,0.0,1.0,1.0,1.0,0.0,92.3936,2.1541,-0.4705
428.48,0.0,0.0,1.0,1.0,1.0,0.0,92.3287,2.1538,-0.4709
428.49,0.0,0.0,1.0,1.0,1.0,0.0,92.2637,2.1536,-0.4712
428.5,0.0,0.0,1.0,1.0,1.0,0.0,92.1988,2.1533,-0.4716
428.51,0.0,0.0,1.0,1.0,1.0,0.0,92.1768,2.1526,-0.4723
428.52,0.0,0.0,1.0,1.0,1.0,0.0,92.1549,2.1518,-0.4729
428.53,0.0,0.0,1.0,1.0,1.0,0.0,92.1329,2.1511,-0.4736
428.54,0.0,0.0,1.0,1.0,1.0,0.0,92.1109,2.1503,-0.4742
428.55,0.0,0.0,1.0,1.0,1.0,0.0,92.089,2.1496,-0.4749
428.56,0.0,0.0,1.0,1.0,1.0,0.0,92.067,2.1488,-0.4756
428.57,0.0,0.0,1.0,1.0,1.0,0.0,92.045,2.1481,-0.4762
428.58,0.0,0.0,1.0,1.0,1.0,0.0,92.023,2.1473,-0.4769
428.59,0.0,0.0,1.0,1.0,1.0,0.0,92.0011,2.1466,-0.4775
428.6,0.0,0.0,1.0,1.0,1.0,0.0,91.9791,2.1458,-0.4782
428.61,0.0,0.0,1.0,1.0,1.0,0.0,92.0615,2.1454,-0.4784
428.62,0.0,0.0,1.0,1.0,1.0,0.0,92.1439,2.145,-0.4785
428.63,0.0,0.0,1.0,1.0,1.0,0.0,92.2263,2.1446,-0.4787
428.64,0.0,0.0,1.0,1.0,1.0,0.0,92.3087,2.1442,-0.4789
428.65,0.0,0.0,1.0,1.0,1.0,0.0,92.3911,2.1439,-0.479
428.66,0.0,0.0,1.0,1.0,1.0,0.0,92.4735,2.1435,-0.4792
428.67,0.0,0.0,1.0,1.0,1.0,0.0,92.5559,2.1431,-0.4794
428.68,0.0,0.0,1.0,1.0,1.0,0.0,92.6383,2.1427,-0.4796
428.69,0.0,0.0,1.0,1.0,1.0,0.0,92.7207,2.1423,-0.4797
428.7,0.0,0.0,1.0,1.0,1.0,0.0,92.8031,2.1419,-0.4799
428.71,0.0,0.0,1.0,1.0,1.0,0.0,92.7157,2.1413,-0.48
428.72,0.0,0.0,1.0,1.0,1.0,0.0,92.6283,2.1408,-0.4801
428.73,0.0,0.0,1.0,1.0,1.0,0.0,92.5409,2.1402,-0.4802
428.74,0.0,0.0,1.0,1.0,1.0,0.0,92.4535,2.1397,-0.4803
428.75,0.0,0.0,1.0,1.0,1.0,0.0,92.3661,2.1391,-0.4804
428.76,0.0,0.0,1.0,1.0,1.0,0.0,92.2787,2.1385,-0.4806
428.77,0.0,0.0,1.0,1.0,1.0,0.0,92.1913,2.138,-0.4807
428.78,0.0,0.0,1.0,1.0,1.0,0.0,92.1039,2.1374,-0.4808
428.79,0.0,0.0,1.0,1.0,1.0,0.0,92.0165,2.1369,-0.4809
428.8,0.0,0.0,1.0,1.0,1.0,0.0,91.9291,2.1363,-0.481
428.81,0.0,0.0,1.0,1.0,1.0,0.0,91.3979,2.1352,-0.481
428.82,0.0,0.0,1.0,1.0,1.0,0.0,90.8667,2.1341,-0.481
428.83,0.0,0.0,1.0,1.0,1.0,0.0,90.3354,2.133,-0.481
428.84,0.0,0.0,1.0,1.0,1.0,0.0,89.8042,2.1319,-0.481
428.85,0.0,0.0,1.0,1.0,1.0,0.0,89.273,2.1308,-0.481
428.86,0.0,0.0,1.0,1.0,1.0,0.0,88.7418,2.1297,-0.481
428.87,0.0,0.0,1.0,1.0,1.0,0.0,88.2106,2.1286,-0.481
428.88,0.0,0.0,1.0,1.0,1.0,0.0,87.6793,2.1275,-0.481
428.89,0.0,0.0,1.0,1.0,1.0,0.0,87.1481,2.1264,-0.481
428.9,0.0,0.0,1.0,1.0,1.0,0.0,86.6169,2.1253,-0.481
428.91,0.0,0.0,1.0,1.0,1.0,0.0,86.5729,2.1247,-0.481
428.92,0.0,0.0,1.0,1.0,1.0,0.0,86.529,2.1241,-0.481
428.93,0.0,0.0,1.0,1.0,1.0,0.0,86.485,2.1235,-0.4809
428.94,0.0,0.0,1.0,1.0,1.0,0.0,86.4411,2.1229,-0.4809
428.95,0.0,0.0,1.0,1.0,1.0,0.0,86.3972,2.1223,-0.4809
428.96,0.0,0.0,1.0,1.0,1.0,0.0,86.3532,2.1216,-0.4809
428.97,0.0,0.0,1.0,1.0,1.0,0.0,86.3092,2.121,-0.4809
428.98,0.0,0.0,1.0,1.0,1.0,0.0,86.2653,2.1204,-0.4808
428.99,0.0,0.0,1.0,1.0,1.0,0.0,86.2213,2.1198,-0.4808
429.0,0.0,0.0,1.0,1.0,1.0,0.0,86.1774,2.1192,-0.4808
429.01,0.0,0.0,1.0,1.0,1.0,0.0,86.3047,2.1186,-0.4807
429.02,0.0,0.0,1.0,1.0,1.0,0.0,86.4321,2.1181,-0.4806
429.03,0.0,0.0,1.0,1.0,1.0,0.0,86.5594,2.1175,-0.4806
429.04,0.0,0.0,1.0,1.0,1.0,0.0,86.6868,2.117,-0.4805
429.05,0.0,0.0,1.0,1.0,1.0,0.0,86.8142,2.1164,-0.4804
429.06,0.0,0.0,1.0,1.0,1.0,0.0,86.9415,2.1158,-0.4803
429.07,0.0,0.0,1.0,1.0,1.0,0.0,87.0688,2.1153,-0.4802
429.08,0.0,0.0,1.0,1.0,1.0,0.0,87.1962,2.1147,-0.4802
429.09,0.0,0.0,1.0,1.0,1.0,0.0,87.3235,2.1142,-0.4801
429.1,0.0,0.0,1.0,1.0,1.0,0.0,87.4509,2.1136,-0.48
429.11,0.0,0.0,1.0,1.0,1.0,0.0,87.6806,2.1135,-0.4798
429.12,0.0,0.0,1.0,1.0,1.0,0.0,87.9104,2.1134,-0.4796
429.13,0.0,0.0,1.0,1.0,1.0,0.0,88.1401,2.1133,-0.4793
429.14,0.0,0.0,1.0,1.0,1.0,0.0,88.3699,2.1132,-0.4791
429.15,0.0,0.0,1.0,1.0,1.0,0.0,88.5996,2.1131,-0.4789
429.16,0.0,0.0,1.0,1.0,1.0,0.0,88.8293,2.113,-0.4787
429.17,0.0,0.0,1.0,1.0,1.0,0.0,89.0591,2.1129,-0.4785
429.18,0.0,0.0,1.0,1.0,1.0,0.0,89.2888,2.1128,-0.4782
429.19,0.0,0.0,1.0,1.0,1.0,0.0,89.5186,2.1127,-0.478
429.2,0.0,0.0,1.0,1.0,1.0,0.0,89.7483,2.1126,-0.4778
429.21,0.0,0.0,1.0,1.0,1.0,0.0,90.1027,2.1132,-0.4771
429.22,0.0,0.0,1.0,1.0,1.0,0.0,90.4571,2.1138,-0.4764
429.23,0.0,0.0,1.0,1.0,1.0,0.0,90.8116,2.1145,-0.4757
429.24,0.0,0.0,1.0,1.0,1.0,0.0,91.166,2.1151,-0.475
429.25,0.0,0.0,1.0,1.0,1.0,0.0,91.5204,2.1157,-0.4742
429.26,0.0,0.0,1.0,1.0,1.0,0.0,91.8748,2.1163,-0.4735
429.27,0.0,0.0,1.0,1.0,1.0,0.0,92.2292,2.1169,-0.4728
429.28,0.0,0.0,1.0,1.0,1.0,0.0,92.5837,2.1176,-0.4721
429.29,0.0,0.0,1.0,1.0,1.0,0.0,92.9381,2.1182,-0.4714
429.3,0.0,0.0,1.0,1.0,1.0,0.0,93.2925,2.1188,-0.4707
429.31,0.0,0.0,1.0,1.0,1.0,0.0,93.2411,2.1191,-0.4704
429.32,0.0,0.0,1.0,1.0,1.0,0.0,93.1896,2.1194,-0.4701
429.33,0.0,0.0,1.0,1.0,1.0,0.0,93.1382,2.1198,-0.4698
429.34,0.0,0.0,1.0,1.0,1.0,0.0,93.0867,2.1201,-0.4695
429.35,0.0,0.0,1.0,1.0,1.0,0.0,93.0353,2.1204,-0.4692
429.36,0.0,0.0,1.0,1.0,1.0,0.0,92.9839,2.1207,-0.469
429.37,0.0,0.0,1.0,1.0,1.0,0.0,92.9324,2.121,-0.4687
429.38,0.0,0.0,1.0,1.0,1.0,0.0,92.881,2.1214,-0.4684
429.39,0.0,0.0,1.0,1.0,1.0,0.0,92.8295,2.1217,-0.4681
429.4,0.0,0.0,1.0,1.0,1.0,0.0,92.7781,2.122,-0.4678
429.41,0.0,0.0,1.0,1.0,1.0,0.0,92.6522,2.1225,-0.4676
429.42,0.0,0.0,1.0,1.0,1.0,0.0,92.5264,2.123,-0.4674
429.43,0.0,0.0,1.0,1.0,1.0,0.0,92.4005,2.1235,-0.4672
429.44,0.0,0.0,1.0,1.0,1.0,0.0,92.2747,2.124,-0.467
429.45,0.0,0.0,1.0,1.0,1.0,0.0,92.1488,2.1244,-0.4668
429.46,0.0,0.0,1.0,1.0,1.0,0.0,92.023,2.1249,-0.4667
429.47,0.0,0.0,1.0,1.0,1.0,0.0,91.8971,2.1254,-0.4665
429.48,0.0,0.0,1.0,1.0,1.0,0.0,91.7713,2.1259,-0.4663
429.49,0.0,0.0,1.0,1.0,1.0,0.0,91.6454,2.1264,-0.4661
429.5,0.0,0.0,1.0,1.0,1.0,0.0,91.5196,2.1269,-0.4659
429.51,0.0,0.0,1.0,1.0,1.0,0.0,90.9018,2.1272,-0.4662
429.52,0.0,0.0,1.0,1.0,1.0,0.0,90.284,2.1274,-0.4665
429.53,0.0,0.0,1.0,1.0,1.0,0.0,89.6662,2.1276,-0.4668
429.54,0.0,0.0,1.0,1.0,1.0,0.0,89.0484,2.1279,-0.4671
429.55,0.0,0.0,1.0,1.0,1.0,0.0,88.4306,2.1281,-0.4674
429.56,0.0,0.0,1.0,1.0,1.0,0.0,87.8129,2.1284,-0.4676
429.57,0.0,0.0,1.0,1.0,1.0,0.0,87.1951,2.1286,-0.4679
429.58,0.0,0.0,1.0,1.0,1.0,0.0,86.5773,2.1289,-0.4682
429.59,0.0,0.0,1.0,1.0,1.0,0.0,85.9595,2.1291,-0.4685
429.6,0.0,0.0,1.0,1.0,1.0,0.0,85.3417,2.1294,-0.4688
429.61,0.0,0.0,1.0,1.0,1.0,0.0,85.1339,2.1294,-0.4692
429.62,0.0,0.0,1.0,1.0,1.0,0.0,84.9262,2.1294,-0.4696
429.63,0.0,0.0,1.0,1.0,1.0,0.0,84.7184,2.1293,-0.47
429.64,0.0,0.0,1.0,1.0,1.0,0.0,84.5107,2.1293,-0.4704
429.65,0.0,0.0,1.0,1.0,1.0,0.0,84.3029,2.1293,-0.4707
429.66,0.0,0.0,1.0,1.0,1.0,0.0,84.0951,2.1293,-0.4711
429.67,0.0,0.0,1.0,1.0,1.0,0.0,83.8874,2.1293,-0.4715
429.68,0.0,0.0,1.0,1.0,1.0,0.0,83.6796,2.1292,-0.4719
429.69,0.0,0.0,1.0,1.0,1.0,0.0,83.4719,2.1292,-0.4723
429.7,0.0,0.0,1.0,1.0,1.0,0.0,83.2641,2.1292,-0.4727
429.71,0.0,0.0,1.0,1.0,1.0,0.0,83.2271,2.1295,-0.473
429.72,0.0,0.0,1.0,1.0,1.0,0.0,83.1902,2.1299,-0.4734
429.73,0.0,0.0,1.0,1.0,1.0,0.0,83.1532,2.1303,-0.4737
429.74,0.0,0.0,1.0,1.0,1.0,0.0,83.1163,2.1306,-0.4741
429.75,0.0,0.0,1.0,1.0,1.0,0.0,83.0793,2.131,-0.4744
429.76,0.0,0.0,1.0,1.0,1.0,0.0,83.0423,2.1313,-0.4747
429.77,0.0,0.0,1.0,1.0,1.0,0.0,83.0054,2.1316,-0.4751
429.78,0.0,0.0,1.0,1.0,1.0,0.0,82.9684,2.132,-0.4754
429.79,0.0,0.0,1.0,1.0,1.0,0.0,82.9315,2.1324,-0.4758
429.8,0.0,0.0,1.0,1.0,1.0,0.0,82.8945,2.1327,-0.4761
429.81,0.0,0.0,1.0,1.0,1.0,0.0,83.0678,2.1339,-0.4765
429.82,0.0,0.0,1.0,1.0,1.0,0.0,83.2411,2.1352,-0.4769
429.83,0.0,0.0,1.0,1.0,1.0,0.0,83.4144,2.1364,-0.4772
429.84,0.0,0.0,1.0,1.0,1.0,0.0,83.5877,2.1377,-0.4776
429.85,0.0,0.0,1.0,1.0,1.0,0.0,83.761,2.1389,-0.478
429.86,0.0,0.0,1.0,1.0,1.0,0.0,83.9343,2.1401,-0.4784
429.87,0.0,0.0,1.0,1.0,1.0,0.0,84.1076,2.1414,-0.4788
429.88,0.0,0.0,1.0,1.0,1.0,0.0,84.2809,2.1426,-0.4791
429.89,0.0,0.0,1.0,1.0,1.0,0.0,84.4542,2.1439,-0.4795
429.9,0.0,0.0,1.0,1.0,1.0,0.0,84.6275,2.1451,-0.4799
429.91,0.0,0.0,1.0,1.0,1.0,0.0,84.5686,2.1459,-0.4798
429.92,0.0,0.0,1.0,1.0,1.0,0.0,84.5096,2.1468,-0.4798
429.93,0.0,0.0,1.0,1.0,1.0,0.0,84.4507,2.1476,-0.4797
429.94,0.0,0.0,1.0,1.0,1.0,0.0,84.3918,2.1484,-0.4797
429.95,0.0,0.0,1.0,1.0,1.0,0.0,84.3329,2.1492,-0.4796
429.96,0.0,0.0,1.0,1.0,1.0,0.0,84.2739,2.1501,-0.4796
429.97,0.0,0.0,1.0,1.0,1.0,0.0,84.215,2.1509,-0.4795
429.98,0.0,0.0,1.0,1.0,1.0,0.0,84.1561,2.1517,-0.4795
429.99,0.0,0.0,1.0,1.0,1.0,0.0,84.0971,2.1526,-0.4794
430.0,0.0,0.0,1.0,1.0,1.0,0.0,84.0382,2.1534,-0.4794
430.01,0.0,0.0,1.0,1.0,1.0,0.0,83.7715,2.1546,-0.4791
430.02,0.0,0.0,1.0,1.0,1.0,0.0,83.5048,2.1558,-0.4788
430.03,0.0,0.0,1.0,1.0,1.0,0.0,83.2381,2.1569,-0.4785
430.04,0.0,0.0,1.0,1.0,1.0,0.0,82.9714,2.1581,-0.4782
430.05,0.0,0.0,1.0,1.0,1.0,0.0,82.7048,2.1593,-0.4779
430.06,0.0,0.0,1.0,1.0,1.0,0.0,82.4381,2.1605,-0.4776
430.07,0.0,0.0,1.0,1.0,1.0,0.0,82.1714,2.1617,-0.4773
430.08,0.0,0.0,1.0,1.0,1.0,0.0,81.9047,2.1628,-0.477
430.09,0.0,0.0,1.0,1.0,1.0,0.0,81.638,2.164,-0.4767
430.1,0.0,0.0,1.0,1.0,1.0,0.0,81.3713,2.1652,-0.4764
430.11,0.0,0.0,1.0,1.0,1.0,0.0,80.9263,2.167,-0.4754
430.12,0.0,0.0,1.0,1.0,1.0,0.0,80.4813,2.1688,-0.4743
430.13,0.0,0.0,1.0,1.0,1.0,0.0,80.0363,2.1706,-0.4733
430.14,0.0,0.0,1.0,1.0,1.0,0.0,79.5913,2.1724,-0.4722
430.15,0.0,0.0,1.0,1.0,1.0,0.0,79.1464,2.1742,-0.4712
430.16,0.0,0.0,1.0,1.0,1.0,0.0,78.7014,2.176,-0.4702
430.17,0.0,0.0,1.0,1.0,1.0,0.0,78.2564,2.1778,-0.4691
430.18,0.0,0.0,1.0,1.0,1.0,0.0,77.8114,2.1796,-0.4681
430.19,0.0,0.0,1.0,1.0,1.0,0.0,77.3664,2.1814,-0.467
430.2,0.0,0.0,1.0,1.0,1.0,0.0,76.9214,2.1832,-0.466
430.21,0.0,0.0,1.0,1.0,1.0,0.0,77.0669,2.1835,-0.4653
430.22,0.0,0.0,1.0,1.0,1.0,0.0,77.2124,2.1838,-0.4646
430.23,0.0,0.0,1.0,1.0,1.0,0.0,77.3579,2.1842,-0.4639
430.24,0.0,0.0,1.0,1.0,1.0,0.0,77.5034,2.1845,-0.4632
430.25,0.0,0.0,1.0,1.0,1.0,0.0,77.6489,2.1848,-0.4625
430.26,0.0,0.0,1.0,1.0,1.0,0.0,77.7944,2.1851,-0.4618
430.27,0.0,0.0,1.0,1.0,1.0,0.0,77.9399,2.1854,-0.4611
430.28,0.0,0.0,1.0,1.0,1.0,0.0,78.0854,2.1858,-0.4604
430.29,0.0,0.0,1.0,1.0,1.0,0.0,78.2309,2.1861,-0.4597
430.3,0.0,0.0,1.0,1.0,1.0,0.0,78.3764,2.1864,-0.459
